Time frequency,Unit of measure,Type of household,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Percentage of households,Total,Albania,:,:,:,:,:,83.64,85.45,87.15,90.87,98.44,97.72,:
Annual,Percentage of households,Total,Austria,80.86,80.99,82.42,85.09,88.79,88.78,89.91,90.4,95.0,93.15,94.98,94.96
Annual,Percentage of households,Total,Bosnia and Herzegovina,:,:,:,:,:,69.19,72.03,72.84,75.49,:,81.55,84.19
Annual,Percentage of households,Total,Belgium,80.05,82.8,81.83,84.79,85.97,87.27,89.73,90.86,91.97,94.44,94.48,91.38
Annual,Percentage of households,Total,Bulgaria,53.71,56.65,59.14,63.54,67.33,72.13,75.07,78.85,83.53,87.31,88.5,92.12
Annual,Percentage of households,Total,Switzerland,:,90.63,:,:,93.06 b,:,95.51,:,98.67,:,99.66,:
Annual,Percentage of households,Total,Cyprus,64.71,68.64,71.21,74.35,79.41,86.17,89.61,92.78,93.41,94.0,92.3,94.92
Annual,Percentage of households,Total,Czechia,72.62,77.99,78.98,81.65,83.24,86.36,87.0,88.02,89.31,91.48,92.8,94.56
Annual,Percentage of households,Total,Germany,87.75,89.47,90.29,92.14,92.86,94.39,94.83,95.8,91.88 b,91.41,91.66,92.65
Annual,Percentage of households,Total,Denmark,92.71,93.12,91.74,94.34,97.0,92.66,95.43,95.27,96.14,95.16,96.09,96.92
Annual,Percentage of households,Total,Estonia,79.31,82.90 b,87.73,86.19,88.27,90.47,90.43,89.98,91.82,92.41,93.22,92.89
Annual,Percentage of households,Total,Greece,56.31,65.55,68.09,69.13,70.96,76.49,78.54,80.38,85.07,85.49,86.9,86.89
Annual,Percentage of households,Total,Spain,69.73,74.35,78.75,81.93,83.39,86.36,91.44,95.38,95.92,96.08,96.45,96.83
Annual,Percentage of households,Total,European Union - 27 countries (from 2020),77.17,79.61,81.37,84.21,85.81,87.94,89.68,91.30 e,92.30 b,92.44,93.09,94.09
Annual,Percentage of households,Total,Finland,89.24,89.83,89.93,91.95,94.42,94.28,94.36,96.0,96.56,97.59,96.78,97.35
Annual,Percentage of households,Total,France,81.72,82.96,82.62,85.87,86.41,88.56,90.17,:,93.33,92.25,93.34,94.44
Annual,Percentage of households,Total,Croatia,64.58,68.37,76.71,77.34,76.45,81.52,80.52,85.0,86.09,85.52,89.56,88.37
Annual,Percentage of households,Total,Hungary,69.66,73.06,75.64,79.18,82.35,83.31,86.2,87.63,90.78,91.44,92.73,94.78
Annual,Percentage of households,Total,Ireland,82.39,82.17,84.86,86.91,88.37,89.11,90.59,91.82,97.50 b,: u,93.92,92.97
Annual,Percentage of households,Total,Iceland,96.41,96.48,:,:,97.86,99.18,97.7,98.48,98.36,:,:,:
Annual,Percentage of households,Total,Italy,68.91,72.61,75.39,78.51,81.02,84.34,85.17,88.1,90.49,91.45,91.89,93.41
Annual,Percentage of households,Total,Lithuania,64.73,65.97,68.26,71.75,74.97,78.38,81.52,82.13,86.55,87.71,88.59,90.38
Annual,Percentage of households,Total,Luxembourg,94.46,95.56,96.78,97.04,97.23,92.99 b,95.2,93.57,99.18,97.64,99.06,98.84
Annual,Percentage of households,Total,Latvia,71.6,73.38,76.0,77.34 b,78.61,81.58,85.45,89.73,91.15,91.39,93.07,94.33
Annual,Percentage of households,Total,Montenegro,:,:,:,:,70.57,72.18,74.25,80.26,80.76,80.96,81.28,84.5
Annual,Percentage of households,Total,North Macedonia,65.08,68.34,69.38,75.29,73.58,79.32,81.62,79.39,83.74,:,:,90.81
Annual,Percentage of households,Total,Malta,78.04,80.32,81.0,81.41,84.77,84.14,86.08,90.36,90.54,93.39,93.54,95.58
Annual,Percentage of households,Total,Netherlands,94.63,95.78,95.97,96.66,98.23,98.0,98.41,96.95,98.56,98.28,98.86,99.04
Annual,Percentage of households,Total,Norway,94.29,93.07,96.6,97.05,96.65,96.01,98.38,96.2,98.93,99.01,99.01,98.1
Annual,Percentage of households,Total,Poland,71.9,74.76,75.78,80.45,81.88,84.19,86.75,90.38,92.42,93.33,93.3,95.89
Annual,Percentage of households,Total,Portugal,62.34,64.87,70.23,74.05,76.94,79.43,80.94,84.49,87.34,88.15,89.01,90.6
Annual,Percentage of households,Total,Romania,58.07,60.54 b,67.71,72.4,76.45,80.89,83.61,86.24,88.74,89.41,92.0,94.57
Annual,Percentage of households,Total,Serbia,:,:,63.76,:,68.03,72.91,80.14,80.95,81.51,83.24,85.39,88.85
Annual,Percentage of households,Total,Sweden,92.59,89.57,91.03,93.80 b,94.73,93.42,96.06,93.94,93.23,94.33,94.87,95.43
Annual,Percentage of households,Total,Slovenia,75.62,76.8,77.64,78.42,81.74,86.68,88.96,89.97,93.04,92.6,93.72,94.13
Annual,Percentage of households,Total,Slovakia,77.91,78.35,79.48,80.52,81.33,80.84,82.19,85.78,89.96,90.65,90.6,90.54
Annual,Percentage of households,Total,Türkiye,49.08,60.24,69.54,76.34,80.74,83.79,88.3,90.73,91.98,94.15,95.54,96.45
Annual,Percentage of households,Total,United Kingdom,88.45,90.34,91.25,93.48,93.99,94.85,95.85,97.3,:,:,:,:
Annual,Percentage of households,Total,Kosovo*,:,:,:,:,88.77,93.2,93.19,96.44,:,:,:,:
