Time frequency,Employment indicator,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Austria,:,:,:,:,68.2,68.8,69.2,69.6,70.0,70.1,70.2,70.9,71.4,71.7,72.4,70.6,71.3,73.4,73.3
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,39.1,40.0,42.1
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Belgium,:,:,:,:,61.0,61.6,61.5,61.7,62.1,62.9,63.0,63.0,63.6 b,65.5,66.5,65.6,66.8,68.1,68.3
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Bulgaria,:,:,:,:,63.6,60.3 b,59.4 b,59.8,60.2,61.5,63.3,63.6,66.8,67.8,70.2 b,68.5,69.1,72.1,72.6
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Switzerland,:,:,:,:,:,73.2 b,74.6,75.3,75.3,76.2,76.8,77.5,77.4,77.9,78.6,78.3,78.1,78.4,79.2
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Cyprus,:,:,:,:,68.3,68.8,67.7,64.8,62.2,63.9,64.0,64.1,66.2,68.9,70.7,69.5,70.8,73.4,75.2
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Czechia,:,:,:,:,61.4,60.9,61.7 b,62.5,63.8,64.7,66.4,68.6,70.5,72.2,72.7,71.9,72.1,73.7,74.5
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Germany,:,:,:,:,67.8,68.8 b,70.3 b,70.7,71.5,72.1,72.6,73.5,74.2,74.8,75.5,74.4 b,75.6,76.7,77.2
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Denmark,:,:,:,:,73.1,72.0,71.4,71.1,71.2,71.0,71.5,72.5 b,73.2 b,73.9,74.7,74.3,75.5,77.4,77.0 b
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Euro area – 20 countries (from 2023),:,:,:,:,61.7,61.6,61.9,61.8,61.9,62.5,63.3,64.3,65.3,66.3,67.2,66.0,67.3,68.9,69.8
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Estonia,:,:,:,:,69.9,67.4,68.6,71.1,71.6,71.9,73.7,73.7,76.8,76.8,77.5,76.9,77.5,80.4,80.9
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Greece,:,:,:,:,52.4,51.2,48.1,44.6,42.9,43.8,45.6,46.2,47.4,48.3,50.5,48.7,52.7,55.9,57.6
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Spain,:,:,:,:,56.8,56.3,56.1,54.6,53.8,54.8,56.4,58.1,59.6,61.0,62.1,60.0,62.1 d,63.7 d,65.4 d
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,European Union - 27 countries (from 2020),:,:,:,:,60.6,60.7,60.9,61.0,61.2,62.0,63.0,64.1,65.2,66.3,67.1,66.2,67.6,69.2,70.2
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Finland,:,:,:,:,71.5,70.3,70.7,71.3,71.0,71.2,70.7,70.8,71.3,73.4,74.5,73.8,75.8,77.8,78.1
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,France,64.8,65.0,65.9,66.5,65.9,65.8,65.6,66.0,66.4,67.0,67.4,67.7,68.1,68.9,69.4,69.3,70.2 d,71.2 d,71.7 d
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Croatia,:,:,:,:,58.0,56.4,53.6,52.6 b,52.8,54.2,55.8,56.5,58.1,59.7,61.2,61.3,63.4,65.5,66.9
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Hungary,:,:,:,:,58.6,59.0,59.2,60.4,61.2,64.1,66.2,68.9,69.9,71.4 b,72.1,72.0,73.6,75.4,76.1
Annual,Total employment (resident population concept - LFS),Percentage of total population,From 20 to 64 years,Females,Ireland,:,:,:,:,62.8,61.0,60.1,60.2,61.2,62.3,63.7,65.3,66.9,67.9,68.8,65.8,69.9 b,72.6,74.3
