Time frequency,Abstraction and use sector or treatment type,Plant capacity,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Primary treatment,Number of plants,Algeria,43.0,43.0,43.0,43.0,46.0,48.0,52.0,58.0,61.0,62.0,112.0,138.0,185.0
Annual,Primary treatment,Number of plants,Israel,16.0,15.0,15.0,:,:,:,:,:,:,:,:,:,:
Annual,Primary treatment,Number of plants,Morocco,:,1.0,1.0,2.0,13.0,21.0,28.0,31.0,39.0,40.0,41.0,46.0,51.0
Annual,Primary treatment,Design capacity BOD (1 000 kg O2/day),Algeria,:,:,:,:,:,:,:,25.0,:,:,35.0,45.0,55.0
Annual,Primary treatment,Design capacity BOD (1 000 kg O2/day),Morocco,:,600.0,600.0,2087.0,11560.0,14068.0,27970.0,29521.0,43093.0,45283.0,54695.0,54695.0,:
Annual,Primary treatment,Design capacity vol. (34) (1 000 m3/d),Algeria,510.0,510.0,510.0,560.0,660.0,560.0,870.0,1100.0,1417.0,1500.0,1822.0,1918.0,2500.0
Annual,Primary treatment,Design capacity vol. (34) (1 000 m3/d),Morocco,:,1500.0,1500.0,3300.0,23990.0,33001.0,107350.0,117634.0,98000.0,102000.0,152300.0,177000.0,211000.0
Annual,Primary treatment,Actual occupation vol. (1 000 m3/d),Algeria,350.0,350.0,410.0,410.0,520.0,520.0,610.0,880.0,1090.0,420.0,693.0,781.0,800.0
Annual,Primary treatment,Actual occupation vol. (1 000 m3/d),Israel,48.0,47.9,49.3,:,:,:,:,:,:,:,:,:,:
Annual,Primary treatment,Actual occupation vol. (1 000 m3/d),Morocco,:,2200.0,2200.0,4350.0,22890.0,27940.0,43550.0,47520.0,76780.0,86156.0,107057.0,107057.0,:
Annual,Secondary and tertiary treatment,Number of plants,Israel,53.0,51.0,50.0,:,:,:,:,:,:,:,:,:,:
Annual,Secondary and tertiary treatment,Number of plants,Jordan,:,32.0,28.0,:,:,:,:,:,26.0,32.0,32.0,32.0,32.0
Annual,Secondary and tertiary treatment,Number of plants,Tunisia,61.0,59.0,66.0,67.0,73.0,78.0,89.0,93.0,94.0,97.0,100.0,100.0,101.0
Annual,Secondary and tertiary treatment,Design capacity BOD (1 000 kg O2/day),Tunisia,234.9 i,237.8 i,249.2,250.9,272.2,277.6,300.3,342.8,351.8,353.5,358.6,358.6,357.4
Annual,Secondary and tertiary treatment,Actual occupation BOD (1 000 kg O2/day),Tunisia,204.7 i,208.2 i,209.0,198.9,221.8,224.2,238.0,250.0,257.0,266.0,265.7,250.4,241.8
Annual,Secondary and tertiary treatment,Design capacity vol. (34) (1 000 m3/d),Tunisia,535.0 i,546.0 i,578.2,581.0,628.4,639.6,691.7,777.2,797.2,801.5,811.7,811.7,817.2
Annual,Secondary and tertiary treatment,Actual occupation vol. (1 000 m3/d),Israel,287.6 b,283.9 b,288.6,:,:,:,:,:,:,:,:,:,:
Annual,Secondary and tertiary treatment,Actual occupation vol. (1 000 m3/d),Tunisia,433.7 i,470.3 i,480.2,525.7,534.6,557.2,595.4,622.7,642.5,654.2,657.4,650.2,641.0
