Time frequency,Motor energy,Unit of measure,Geopolitical entity (reporting)\Time,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,Diesel,Number,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,799.0,781.0,582.0,669.0,724.0,905.0,612.0,794.0,705.0,880.0,549.0,659.0,566.0,684.0,:
Annual,Diesel,Number,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,729.0,879.0,796.0,666.0,915.0,:,995.0,963.0,1150.0,968.0,1075.0,895.0,911.0,856.0,913.0,1091.0,1206.0,976.0,996.0,699.0,:,:
Annual,Diesel,Number,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,1294.0,1088.0,1124.0,1262.0,1550.0,1508.0,:,:,:,:,:,:,2613.0,2507.0,2500.0,2400.0,3000.0,2800 e,3000.0,3900 e,4200 n,:
Annual,Diesel,Number,Cyprus,:,:,:,:,:,:,:,:,:,:,:,226.0,142.0,201.0,162.0,167.0,199.0,231.0,118.0,142.0,145.0,201.0,139.0,170.0,135.0,72.0,91.0,112.0,174.0,214.0,134.0,347.0,160.0,119.0,64.0
Annual,Diesel,Number,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,7455.0,7633.0,6132.0,5227.0,5777.0,5419.0,5680.0,6246.0,6038.0,5932.0,5499.0,5539.0,5242.0,:,5482.0,5317.0,5724.0,5519.0,5121.0,4881.0,5024.0,5696.0
Annual,Diesel,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,61.0,90.0,89.0,110.0,58.0,96.0,160.0,240.0,144.0,112.0,168.0,90.0,155.0,225.0
Annual,Diesel,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1125.0,1245.0,1121.0,744.0,842.0,928.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Diesel,Number,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1915.0,1853.0,2547.0,2866.0,3371.0,3657.0,3877.0,3365.0,3503.0,3145.0,:,:,:,3796.0,3939.0,3814.0,2883.0,2412.0,2564.0,1578.0,:
Annual,Diesel,Number,Finland,:,:,:,:,:,:,:,:,:,:,:,452.0,342.0,200.0,191.0,202.0,314.0,452.0,464.0,504.0,529.0,538.0,389.0,445.0,472.0,509.0,408.0,439.0,483.0,592.0,582.0,512.0,398.0,529.0,380.0
Annual,Diesel,Number,France,:,:,:,:,:,:,:,:,3979.0,3966.0,3987.0,4143.0,4008.0,3925.0,3911.0,3571.0,3974.0,3983.0,3852.0,4737.0,5071.0,4889.0,5177.0,5089.0,4570.0,4691.0,5287.0,5544.0,5963.0,6510.0,7284.0,:,:,5959.0,:
Annual,Diesel,Number,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,135.0,201.0,493.0,545.0,469.0,451.0,245.0,192.0,150.0,275.0,222.0,335.0,285.0,376.0,373.0,434.0,384.0,423.0,194.0,172.0,215.0,323.0
Annual,Diesel,Number,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,226.0,233.0,204.0,456.0,287.0,469.0,489.0,745.0,641.0,807.0,584.0,431.0,682.0,496.0,732.0,623.0,1108.0,:,646.0,641.0,565.0,:
Annual,Diesel,Number,Ireland,:,:,:,:,:,:,:,:,:,:,:,:,:,214.0,206.0,286.0,310.0,341.0,418.0,389.0,686.0,900.0,492.0,436.0,482.0,529.0,:,:,672.0,:,:,:,144.0,251.0,238.0
Annual,Diesel,Number,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,57.0,52.0,59.0,70.0,117.0,111.0,108.0,123.0,93.0,75.0,101.0,118 e,195 e,:,:,:,:,:,:,:,:
Annual,Diesel,Number,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2148.0,3251.0,3407.0,4302 p,:,:,:,:,:,:,:,:,3665.0,3820.0,3053.0,3463.0,3297.0,2154.0,:
Annual,Diesel,Number,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,6.0,5.0,7.0,9.0,:,0.0,5.0,3.0,7.0,1.0,:,:,3.0
Annual,Diesel,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,734.0,915.0,1110.0,1376.0,1170.0,1124.0,839.0,517.0,515.0,556.0,:,:
Annual,Diesel,Number,Luxembourg,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,83.0,124.0,0.0,150.0,164.0,176.0,219.0,:,:,:,:,:
Annual,Diesel,Number,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,492.0,572.0,1308.0,536.0,537.0,490.0,505.0,561.0,655.0,716.0,627.0,729.0,706.0,603.0,233.0,320.0,389.0,314.0,477.0
Annual,Diesel,Number,Malta,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,49.0,5.0,31.0,18.0,37.0,:,:,:,:,:,36.0,41.0,76.0,370.0,98.0,:
Annual,Diesel,Number,Norway,:,:,:,:,:,:,:,:,:,:,757.0,1359.0,2287.0,3740.0,2847.0,:,3121.0,3152.0,:,:,:,:,:,:,:,1043.0,1245.0,925.0,1204.0,1263.0,1187.0,1435.0,1116.0,1178.0,1211.0
Annual,Diesel,Number,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2091.0,2270.0,2304.0,2093.0,2213.0,3083.0,2975.0,:,1836.0,2467.0,3956.0,4330.0,4775.0,5193.0,3862.0,3887.0,4546.0,4299.0,4824.0
Annual,Diesel,Number,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,7260.0,1582.0,1407.0,1392.0,2536.0,:
