Time frequency,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Number,Females,Austria,883.0,1128.0,1493.0,1324.0,1533.0,1756.0,2510.0,2740.0,2670.0,2475.0,2644.0
Annual,Number,Females,Belgium,3688.0,4400.0,4480.0,4274.0,4800.0,4694.0,5001.0,4775.0,4937.0,4751.0,3938.0
Annual,Number,Females,Bulgaria,114.0,156.0,122.0,105.0,118.0,111.0,88.0,83.0,96.0,92.0,82.0
Annual,Number,Females,Switzerland,3570.0,3995.0,4112.0,3887.0,4402.0,3980.0,4463.0,4403.0,4524.0,4393.0,3954.0
Annual,Number,Females,Cyprus,94.0,111.0,84.0,126.0,171.0,174.0,198.0,240.0,235.0,201.0,252.0
Annual,Number,Females,Czechia,1144.0,1272.0,1504.0,1521.0,1871.0,1883.0,2212.0,2345.0,2412.0,2835.0,2696.0
Annual,Number,Females,Germany,18011.0,20789.0,23948.0,24033.0,29574.0,30648.0,35213.0,39417.0,39294.0,40295.0,40298.0
Annual,Number,Females,Denmark,2036.0,2129.0,2233.0,2330.0,2383.0,2591.0,2762.0,2949.0,2841.0,2736.0,3058.0
Annual,Number,Females,Estonia,61.0,66.0,57.0,71.0,77.0,74.0,110.0,111.0,136.0,184.0,166.0
Annual,Number,Females,Greece,206.0,325.0,303.0,691.0,1049.0,1244.0,1534.0,1427.0,1641.0,1788.0,2095.0
Annual,Number,Females,Spain,18181.0,20234.0,19900.0,21964.0,24799.0,23901.0,24885.0,24952.0,25005.0,25248.0,22246.0
Annual,Number,Females,European Union - 27 countries (from 2020),106807.0,120898.0,127379.0,129957.0,148976.0,151593.0,163941.0,170702.0,170762.0,172212.0,164795.0
Annual,Number,Females,European Union - 28 countries (2013-2020),136137.0,155126.0,163472.0,169171.0,195194.0,198898.0,214225.0,:,:,:,:
Annual,Number,Females,Finland,4302.0,4896.0,5128.0,5604.0,5851.0,6206.0,6324.0,6837.0,6749.0,7175.0,7442.0
Annual,Number,Females,France,22714.0,25727.0,25627.0,25139.0,27939.0,28515.0,28423.0,29034.0,28109.0,25979.0,24026.0
Annual,Number,Females,Croatia,392.0,491.0,454.0,551.0,663.0,615.0,761.0,795.0,746.0,812.0,1035.0
Annual,Number,Females,Hungary,1652.0,1915.0,1973.0,2016.0,2374.0,2230.0,2589.0,2681.0,3028.0,2981.0,2724.0
Annual,Number,Females,Ireland,821.0,979.0,1192.0,1267.0,1422.0,1482.0,1511.0,1544.0,1530.0,1404.0,1520.0
Annual,Number,Females,Iceland,107.0,111.0,126.0,119.0,138.0,144.0,144.0,175.0,170.0,174.0,175.0
Annual,Number,Females,Italy,16765.0,18206.0,17786.0,18075.0,21727.0,21336.0,24143.0,23466.0,24381.0,25832.0,23643.0
Annual,Number,Females,Liechtenstein,7.0,5.0,6.0,9.0,13.0,2.0,2.0,3.0,1.0,13.0,12.0
Annual,Number,Females,Lithuania,127.0,136.0,175.0,177.0,185.0,228.0,309.0,344.0,358.0,407.0,477.0
Annual,Number,Females,Luxembourg,98.0,149.0,161.0,122.0,159.0,157.0,180.0,185.0,200.0,229.0,207.0
Annual,Number,Females,Latvia,113.0,121.0,162.0,172.0,195.0,278.0,310.0,371.0,372.0,412.0,411.0
