Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Estonia,123.5,117.8,104.9,121.66,114.34,124.58,127.03,124.63,121.7,117.88,111.52,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Greece,111.08,121.85,111.12,109.83,101.26,111.14,109.1,115.14,118.86,129.27,127.85,115.7
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Spain,278.08,278.26,274.64,289.47,287.4,292.36,287.69,297.16,256.43,401.37,434.5,434.50 p
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),:,:,7786.42,7869.16,7928.38,7728.89,7844.11,6995.92,6972.83,7184.45,7198.62,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Finland,567.2,571.8,583.9,615.5,647.4,692.1,717.3,715.8,595.88,563.72,559.2,581.29
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),France,3147.8,3095.16,2895.8,2914.44,2967.0,2649.99,2662.57,1832.14 b,1845.98,1815.74,1800.47,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Croatia,27.43,21.23,20.08,18.66,23.98,20.19,22.02,26.21,28.68,26.46,22.28,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Hungary,13.44,13.28,18.82,26.6,27.42,51.75,55.94,58.53,56.92,65.75,69.95,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Ireland,98.61,98.29,94.53,96.12,96.86,95.09,87.23,85.36,74.31,65.68,67.25,71.37
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Iceland,:,:,11.00 e,11.0,15.0,18.0,11.0,15.0,16.8,14.00 e,12.7,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Italy,252.9,719.78,715.76 p,807.19,843.04,854.62,873.61,834.71,874.6,872.26,901.26,888.32
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Lithuania,511.0,478.6,265.62,189.98,148.97,145.98,185.86,184.28,149.29,145.36,144.78,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Luxembourg,12.53,12.69,11.65,11.59,11.86,12.91,12.45,13.08,13.15,12.45,12.13,11.81
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Latvia,: d,: d,287.1,275.2,240.9,253.0,242.9,241.4,233.9,233.3,224.7,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.62,0.65,0.7,0.71 p,0.71 p,0.70 p,0.70 p,0.69 p,0.69 p,0.68 p,0.66 p,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),North Macedonia,5.09,4.13,4.12,4.06,4.13,4.41,4.61,4.5,4.59,4.92,4.76,5.01 e
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Netherlands,210.0,236.0,241.96,245.26,247.57,223.28,215.86,205.13,212.6,206.4,199.7,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Norway,:,:,:,480.0,477.54,484.39,487.73,490.08,482.23,477.62,481.68,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Poland,227.0,264.29,215.4,219.3,211.55,212.24,146.64,200.12,331.96,523.74,530.8,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Portugal,33.51,30.29,57.81,58.33,94.23,93.12,120.83,104.08,105.71,106.35,109.86,109.86 p
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Romania,26.34,22.14,27.5,20.53,21.37,25.77,27.69,21.73,35.56,30.51,45.74,45.72
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Serbia,44.14,27.75,23.35,20.6,18.7,29.08,34.24,31.09,28.68,25.27,21.25,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Sweden,1124.51,1109.94,1075.82 d,1052.56,1035.11,1048.39,1084.5,1064.81,1048.58,1040.41,1040.45,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Slovenia,28.7,27.02,21.86,21.29,22.57,24.53,23.85,26.54,27.93,30.99,34.48,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Slovakia,69.78,73.72,59.71,58.8,57.45,54.7,51.19,51.72,48.34,43.54,40.34,39.74
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),United Kingdom,1389.67,671.0,1167.0,1144.0,1144.4,1152.0,1193.4,:,:,:,:,:
Annual,Temporary grasses and grazings,Area (cultivation/harvested/production) (1000 ha),Kosovo*,0.0,0.0,:,:,:,0.0,0.00 n,0.00 n,0.0,0.0,0.0,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Albania,:,188.2,143.2,143.7,144.0,202.4,197.97,205.8,199.2,195.7,193.8,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Austria,84.54,84.17,81.77,78.41,76.73,75.65,78.89,80.01,77.96,73.22,62.9,69.54
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,95.33 e,95.68 e,95.19 e,95.63 e,94.99 e,92.36 e,94.24 e,93.33 e,93.18 e,19.06 b,19.50 p,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Belgium,3.1,3.31,4.5,4.22,3.79,4.9,4.8,5.58,7.16,5.94,5.63,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Bulgaria,65.32,74.59,66.64,92.19,96.55,106.57,106.39,100.03,99.53,92.22,87.26,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Switzerland,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.00 n,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Cyprus,1.65,1.29,2.66,2.55,2.56,2.96,2.35,3.41,3.28,3.15,3.50 p,3.60 e
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Czechia,142.55,148.55,157.17,169.13,174.87,181.3,192.49,198.05,201.96,189.6,178.36,187.41
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Germany,273.9,273.8,258.4,261.8,274.5,283.3,306.1,331.3,337.7,345.7,354.3,387.4
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Denmark,:,5.4,2.7,2.1,1.9,0.8,0.8,0.9,0.7,0.5,0.5,0.7
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Estonia,33.6,31.9,30.4,36.85,34.68,33.69,28.66,30.79,33.16,31.14,26.53,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Greece,15.76,13.59,19.07,25.97,34.85,30.66,44.52,25.62,13.44,22.87,13.55,7.59
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Spain,379.54,396.06,412.15,425.58,424.16,445.96,454.98,445.45,453.03,447.16,466.16,471.43 p
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),:,:,3569.61,3837.43,3964.77,4080.03,4230.21,4361.01,4324.27,4457.92,4503.46,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Finland,0.0,0.0,0.00 n,0.00 n,2.0,2.3,1.9,1.8,1.37,2.12,2.7,1.88
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),France,225.98,227.31,283.17,324.12,373.98,425.36,476.52,499.59 b,533.49,573.2,579.02,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Croatia,43.5,53.75,44.35,44.53,46.49,44.58,51.4,47.36,47.84,40.93,46.16,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Hungary,149.37,141.23,148.05,207.24,206.93,214.22,233.96,219.45,213.74,201.71,218.69,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Ireland,0.33,0.1,0.7,0.86,0.83,1.14,1.11,1.1,1.03,2.58,7.98,5.47
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Iceland,:,:,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.0,0.2,0.00 n,0.00 n,0.00 n
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Italy,:,1432.6,1002.23 p,1129.96,1186.44,1207.85,1232.08,1241.52,1227.29,1287.43,1295.94,1172.76
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Lithuania,50.4,50.7,45.36,38.33,47.12,54.69,63.62,71.33,77.96,72.61,69.12,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.47,0.58,0.99,1.03,1.07,0.92,0.89,0.97,1.03,0.96,0.67,0.56
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Latvia,:,:,17.2,23.5,29.4,19.6,32.0,33.1,35.5,22.0,28.7,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Montenegro,0.76,0.77,0.74,0.74 p,0.74 p,0.74 p,0.73 p,0.71 p,0.69 p,0.69 p,0.68 p,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),North Macedonia,26.44,26.87,26.35,26.36,27.02,27.15,27.03,26.55,27.25,26.39,25.62,24.85 e
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Netherlands,5.0,5.0,7.78,8.36,8.5,8.65,8.63,8.7,8.42,7.8,12.25,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Norway,:,:,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Poland,191.7,109.74,249.2,212.8,173.3,148.14,138.41,252.43,181.1,292.29,300.21,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Portugal,13.01,12.64,12.87,13.12,12.69,10.71,14.14,14.15,15.57,14.4,12.58,12.58 p
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Romania,625.51,637.6,634.12,648.1,667.6,685.73,669.78,663.41,665.35,644.96,653.38,653.23
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Serbia,176.7,184.23,185.86,180.7,182.7,167.07,167.82,164.43,163.39,163.59,156.79,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Sweden,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,5.18 e,1.62,3.09,3.18,3.43,2.55,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Slovenia,5.72,5.55,8.51,10.5,10.16,9.63,8.52,7.71,8.04,7.59,7.45,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Slovakia,90.63,92.44,79.63,76.19,73.68,75.53,75.66,74.18,75.46,72.44,67.37,73.4
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Türkiye,530.0,1343.0,1318.0,1311.0,1159.0,1230.0,1232.0,1293.0,1431.0,1678.0,1655.0,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),United Kingdom,11.64,11.0,12.0,22.0,16.1,15.0,14.7,:,:,:,:,:
Annual,Leguminous plants harvested green,Area (cultivation/harvested/production) (1000 ha),Kosovo*,17.0,17.2,15.6,16.0,16.5,18.0,19.2,19.23,19.29,19.3,19.27,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Albania,:,:,23.5,50.3,55.7,0.0,:,:,:,:,:,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Austria,1.87,1.8,1.49,1.07,0.81,0.83,0.98,1.07,1.1,0.95,1.5,2.21
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.42 b,0.95 p,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Belgium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Bulgaria,1.22,10.1,4.17,6.68,6.95,6.94,4.39,4.78,6.53,3.55,4.48,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Switzerland,:,0.00 n,0.00 n,0.22,0.31,0.56,0.78,0.9,0.93,0.88,1.06,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Cyprus,22.66,25.87,29.39,30.63,38.05,46.93,41.69,47.26,42.56,44.17,48.54 p,48.30 e
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Czechia,16.94,20.55,18.77,22.38,18.45,16.35,22.56,21.77,17.46,14.42,11.75,16.37
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Germany,67.4,88.3,106.6,99.5,97.8,86.6,115.9,125.6,107.7,78.6,96.9,123.1
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Denmark,:,60.2,57.2,57.2,47.3,54.5,56.2,49.5,47.5,46.6,43.6,47.5
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Estonia,2.4,3.4,2.7,9.94,10.1,9.63,8.57,5.28,8.27,11.09,24.86,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Greece,52.11,58.14,48.61,55.23,56.39,48.54,35.34,22.78,12.36,12.66,12.66,9.45
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Spain,245.68,250.95,190.23,188.77,220.08,200.91,253.25,202.39,217.12,257.84,496.91,257.84 p
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),:,:,:,792.94,855.5,:,917.76,810.08,:,780.57,1080.88,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Finland,81.0,74.7,121.4,112.5,131.5,126.5,121.7,127.4,116.28,122.74,121.0,114.51
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),France,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Croatia,:,:,:,0.97,1.56,1.79,1.43,2.21,3.41,3.2,3.6,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Hungary,:,3.34,2.65,4.74,5.26,5.46,4.58,9.59,11.06,22.74,24.29,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Ireland,1.12,0.79,0.86,0.79,0.76,0.63,1.01,0.97,1.75,3.06,3.07,3.04
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Iceland,:,:,0.00 n,0.0,0.00 n,0.10 e,0.0,:,0.00 n,0.8,0.8,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Italy,:,60.4,59.47,0.0,0.0,0.0,0.0,3.0,5.96,9.5,11.03,16.44
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Lithuania,7.2,9.9,9.91,8.39,7.41,13.5,13.97,1.53,1.47,1.44,2.48,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.21,0.33,0.49,0.88,0.67,0.92,0.83,1.12,1.31,0.82,0.77,0.86
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Latvia,6.8,6.9,8.4,8.4,1.6,2.0,2.0,1.6,1.2,3.0,1.3,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Montenegro,:,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),North Macedonia,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Netherlands,0.0,0.0,0.00 n,0.0,0.0,0.0,0.0,0.00 n,:,0.2,0.0,0.0
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Norway,5.0,4.1,4.5,4.07,4.72,5.76,5.61,:,4.88,4.1,4.32,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Poland,9.8,26.22 e,20.8,45.0,47.39,34.15 e,65.73,34.04,18.27,6.63,2.44,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Portugal,168.88,167.05,148.94,93.33,105.27,101.6,104.07,90.93,91.06,91.63,97.14,97.14 p
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Romania,1.34,0.81,1.15,0.44,0.54,1.01,5.68,5.24,0.37,0.66,0.94,0.91
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Serbia,0.00 n,1.39,1.96,2.0,3.1,2.9,2.54,2.3,2.19,2.02,1.82,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Sweden,36.66,41.38,40.57,40.08,45.61,98.91,46.63,40.3,44.58,32.21,57.87,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Slovenia,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Slovakia,7.72,7.69,12.87,6.02,12.01,11.17,11.26,11.72,11.1,12.88,13.77,14.08
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Türkiye,113.0,114.0,111.0,116.0,155.0,279.0,332.0,418.0,474.0,481.0,474.0,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),United Kingdom,27.94,171.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,:,:,:
Annual,Other cereals harvested green (excluding green maize),Area (cultivation/harvested/production) (1000 ha),Kosovo*,1.7,0.4,0.6,1.0,1.4,1.2,1.3,1.32,1.37,1.31,1.25,:
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Albania,:,9.6,10.1,9.7,9.9,9.7,10.2,9.7,10.4,9.9,10.1,:
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Austria,21.13,21.38,20.37,21.22,22.99,23.76,23.97,24.26,22.56,21.44,20.62,21.9
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Bosnia and Herzegovina,35.45 e,34.90 e,35.58 e,35.54 e,34.98 e,35.16 e,34.24 e,39.05 e,35.18 e,18.97 b,19.67 p,:
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Belgium,75.4,80.37,78.69,89.21,92.85,93.33,98.19,97.34,89.92,91.94,95.7,102.60 p
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Bulgaria,12.77,10.2,11.02,8.38,12.81,14.1,9.29,9.95,10.9,9.16,7.02,6.5
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Switzerland,11.06,11.34,10.88,11.0,11.28,11.11,10.98,10.96,10.71,10.75,10.7,10.68 e
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Cyprus,4.64,4.91,4.74,5.04,4.22,4.54,3.88,3.8,3.99,3.79,3.80 p,3.70 e
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Czechia,23.21,23.99,22.68,23.41,23.42,22.89,22.89,23.88,22.82,21.68,20.95,22.75
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Germany,242.8,244.8,236.7,242.5,250.5,252.2,271.6,273.5,258.3,266.4,264.7,282.2
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Denmark,39.6,41.5,42.0,46.1,49.7,52.0,56.7,62.8,56.2,59.2,61.1,58.3
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Estonia,4.6,4.4,3.8,3.71,3.45,3.27,3.4,3.38,3.11,3.12,3.2,2.93
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Greece,24.72,24.39,20.75,19.13,18.82,16.83,15.95,15.73,12.36,13.21,10.96,13.21
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Spain,72.43,75.96,71.68,72.14,70.88,67.49,66.65,65.4,63.28,60.06,59.36,61.17 p
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),European Union - 27 countries (from 2020),1602.43,1544.2,1525.88,1550.5,1601.18,1562.85,1603.7,1464.7,1401.14,1361.62,1328.86,1354.85
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Finland,22.1,22.0,21.9,21.7,21.2,21.4,21.4,20.7,20.33,19.06,16.5,17.95
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),France,161.21,168.52,167.51,179.13,194.06,199.56,207.16,216.42 b,211.59,211.67,204.01,188.99 d
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Croatia,10.23,10.31,10.05,9.87,9.83,9.27,9.39,9.33,8.79,7.37,7.23,7.20 e
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Hungary,20.95,20.98,18.74,16.41,14.66,13.51,13.29,10.27,8.77,8.19,7.57,8.05
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Ireland,10.74,9.46,8.52,9.04,9.18,8.23,8.67,8.89,8.93,8.49,8.21,9.25
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Iceland,0.5,8.2,0.6,0.5,0.4,0.4,0.5,0.4,0.45,0.42,0.47,0.47
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Italy,50.39,52.35,48.92,48.14,48.57,46.43,46.81,47.35,46.7,47.03,45.45,49.09
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Lithuania,28.3,26.8,23.03,21.64,18.88,18.69,18.22,18.87,15.33,15.18,14.73,14.9
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Luxembourg,0.59,0.61,0.57,0.62,0.62,0.63,0.6,0.62,0.63,0.64,0.56,0.59
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Latvia,12.4,11.1,10.2,10.9,21.5,9.9,10.0,8.5,7.3,7.7,8.0,6.9
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Montenegro,1.35,1.65,1.62,1.61 p,1.62 p,1.62 p,1.62 p,1.71 p,1.61 p,1.57 p,1.56 p,:
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),North Macedonia,13.69,13.37,13.58,13.55,13.44,12.69,13.27,12.91,12.61,12.52,12.26,11.94 e
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Malta,0.69,0.69,0.69,0.77,0.69,0.69,0.69,0.57,0.57,0.57,0.42,0.4
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Netherlands,156.0,156.0,155.66,155.59,160.79,164.6,165.73,164.5,159.04,162.3,155.34,157.22
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Norway,13.0,12.3,11.8,11.98,11.73,11.61,11.69,11.51,11.62,11.9,11.51,:
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Poland,337.0,267.12,292.5,300.7,321.26,290.97,302.48,226.07,235.83,196.11,188.58,194.52 e
Annual,Potatoes (including seed potatoes),Area (cultivation/harvested/production) (1000 ha),Portugal,26.76,27.21,24.62,23.3,23.74,20.8,17.99,17.53,16.8,14.51,14.48,13.92 p
