Time frequency,Unit of measure,Sector of performance,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage based on full-time equivalents (FTE),All sectors,Austria,:,22.97,:,23.22,:,23.66,:,23.84,:,24.95,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Bosnia and Herzegovina,33.86,36.5,49.78,:,:,:,:,51.29,48.8,50.0,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Bulgaria,49.61,50.48,49.78,47.89,48.62,46.4,44.45,44.98,45.01,46.51,45.3,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Cyprus,37.57,38.36,38.61,38.36,36.91,37.96,36.75,36.71,37.38,37.84,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Czechia,24.72,24.51,24.14,23.43,23.06,23.12,23.16,23.89,24.13,23.97,24.23,24.31 p
Annual,Percentage based on full-time equivalents (FTE),All sectors,Germany,:,22.67,:,22.62,:,22.58,:,22.73,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Denmark,31.37 e,32.92,:,31.87,:,35.27,:,34.07 p,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Euro area - 19 countries  (2015-2022),:,28.11 e,:,:,:,28.6 e,:,:,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Euro area – 20 countries (from 2023),:,28.23 e,:,:,:,28.71 e,:,:,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Estonia,42.84,42.46,43.13,43.73,41.19,40.71,42.23,40.72,41.44,39.89,38.15,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Greece,:,38.87,:,35.64,:,:,:,39.57,39.29,38.16,39.86,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Spain,38.47,38.76,38.56,38.98,39.12,38.78,38.79,39.85,39.9,39.75,39.56,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,European Union - 27 countries (from 2020),:,29.03 e,:,29.02 e,:,29.5 e,:,29.92 e,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,France,26 e,26.08 e,26.54 be,:,28.29 e,28.55 p,:,:,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Croatia,49.83,49.87,50.98,49.61,48.3,47.72,48.24,47.54,48.04,48.27,47.33,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Hungary,28.41,26.95,26.35,26.86,26.68,26.85,24.58 b,26.81,25.89,26.9,25.82,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Ireland,24.87,34.59,:,34.3,:,37.31,:,36.87,:,37.48,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Iceland,:,:,:,:,:,:,:,:,:,42.29,42.86 u,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Italy,35.75,36.16,36.13,36.11,35.51 b,34.65,34.09,34.5,35.12,36.15,36.37,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Lithuania,50.18,48.38,46.51,46.87,46.77,46.14,45.27,44.86,44.06,44.68,43.38,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Luxembourg,:,27.3,23.26,27.74,:,27.33,:,26.84,:,29.56,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Latvia,50.85,50.46,:,50.07,50.13,50.8,49.1,48.82,49.39,48.14,45.98,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Montenegro,:,45.46,47.29,45.76,:,47.12,46.86,51.37,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,North Macedonia,54.03,:,:,50.67,53.98,56.39,56.19,56.36,56.59,:,57.3,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Malta,27.88,29.41,29.59,26.53,26.59,29.41,30.36,31.82,30.48,30.37,32.45,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Netherlands,25.17 b,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Poland,36.73,36.24,35.31,35.34,34.21,35.45,35.2,35.44,34.49,34.41,34.21,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Portugal,44.49,44.75 b,43.75,43.36,42.93,43.13,42.88,42.42,41.96,41.86,41.39,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Romania,44.78,45.25,44.96,45.24,45.49,46.33,45.87,46.28,46.79,45.36,45.22,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Serbia,50.0,50.47,48.83,49.13,48.36,49.72,51.36,52.14,53.04,52.47,52.81,54.03
Annual,Percentage based on full-time equivalents (FTE),All sectors,Sweden,:,28.02 be,:,27.26 e,:,28.65,:,29.79,:,29.67 b,:,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Slovenia,33.99,34.65,34.67,34.0,33.18,30.93,31.45,32.3,32.71,33.83,34.69,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Slovakia,41.66,41.79,41.31,41.85,40.18,40.09,39.32,39.21,39.76,38.6,37.78,:
Annual,Percentage based on full-time equivalents (FTE),All sectors,Türkiye,32.88,32.96,32.61,32.67,33.32,33.86,33.5,33.91,34.29,34.3,34.39,:
