Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage of households,Armenia,1.9,2.5,4.4 p,5.9,9.5,13.7,22.2,34.5,44.4,53.1,60.7,61.2,63.6,60.4,55.1,61.9,62.6,77.0
Annual,Percentage of households,Azerbaijan,16.6,21.1,27.8,30.2,33.3,45.1,53.7,64.4,71.6,75.2,76.7,77.2,77.8,78.2,79.1,84.8,86.5,87.8
Annual,Percentage of households,Belarus,:,:,13.1 d,18.4 d,21.7 d,27.2 d,35.3 d,43.8 d,56.2 d,61.7 d,64.1 d,66.7 d,71.3 d,75.9 d,82.0 d,80.3 d,:,:
Annual,Percentage of households,Georgia,:,:,2.4 d,6.5 d,12.1 d,18.6 d,26.3 d,31.1 d,38.2 d,44.8 d,48.9 d,70.1 b,70.7,75.8,79.3,83.8,86.1,88.4
Annual,Percentage of households,Moldova,:,2.6,2.2,5.8,11.8,16.5,24.8,31.1,35.0,42.7 bd,46.9 d,51.3 d,54.4 d,54.2 d,60.8 bd,64.6,66.8,67.5
Annual,Percentage of households,Ukraine,:,2.9 d,3.9 d,8.2 d,12.9 d,20.2 d,26.8 d,34.6 d,41.6 d,47.3 d,50.7 d,54.0 d,59.8 d,61.5 d,65.8 d,79.2 d,82.7 d,:
