Time frequency,Unit of measure,Consolidated/Non consolidated,National accounts indicator (ESA 2010),Financial position,Sector,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Austria,2.1 e,4.3,2.6,4.2,7.2,8.0,5.3,2.5,2.8,-0.3,2.5,2.3,4.4,4.0,-0.5,-0.4,0.7,0.1,-0.2,0.5,1.1,1.8,2.5,3.3,3.5,0.9,5.6,5.0,1.2
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Belgium,2.4,3.4,4.9,7.1,7.3,7.0,2.4,3.5,9.4,6.6,1.7,0.7,12.2,12.7,2.1 b,-1.7,17.4,10.8,5.3,-6.2,7.5,18.8,-1.7,-4.6,1.8,-2.6,4.0,0.2,-0.5 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Bulgaria,0.0,32.4,1.8,2.8,4.4,7.6,5.4,7.6,8.5,13.2,14.0,22.6,34.0,26.9,2.1,-0.4,3.1,2.9,0.4,2.3,-3.5,0.4,2.6,2.3,3.2,2.5,1.9,2.1,2.8
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Cyprus,55.7,15.7,15.0,5.1,5.2,27.9,-1.8,-13.4,1.0,7.8,18.2,9.4,23.5,29.5,3.1,10.7,11.0,-7.9,-3.5,1.6,5.0,12.9,13.4,8.8,-0.4,-4.8,6.1,-2.7,1.6 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Czechia,7.5,9.4,10.7,-2.9,-0.2,-1.2,-2.0,1.3,-3.8,3.5,1.4,5.0,5.0,6.4,-1.8,1.8,0.7,2.3,1.2,0.8,-1.1,3.1,2.8,4.7,-0.5,-0.8,4.5,3.6,-0.2
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Germany,2.0,3.1,2.4,4.0,5.5,7.2,3.0,0.2,-1.4,-3.8,0.5,2.4,2.0,1.9,-0.4,1.1,1.4,0.2,1.8,-0.6,1.6,2.5,2.2,4.2,3.4,3.2,3.6 p,3.9 p,0.3 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Denmark,-0.7,3.0,4.1,1.7,7.8,8.9,8.6,-1.2,2.5,6.5,11.7,12.6,7.9,10.7,-1.4,-2.1,5.8,-0.1,-0.8,4.7,3.2,3.3,-0.1,3.5,6.6,5.4,6.0,11.2,3.7
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Estonia,7.0,10.5,13.2,11.9,1.2,4.7,10.8,5.9,9.0,9.8,10.6,18.1,14.9,5.8,-3.0,-1.1,-1.3,5.7,4.0,4.7,0.1,3.6,1.4,3.1,0.5,1.6,3.9,4.5,3.6
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Greece,3.0,3.1,3.2,4.9,4.5,4.9,6.5,3.2,4.9,2.7,4.9,6.5,5.7,6.5,1.4,4.4,-3.7,-1.7,-2.6,-1.0,-0.9,-0.4,-0.1,0.2,0.4,7.1,0.3,2.6 p,2.0 p
Annual,Percentage of gross domestic product (GDP),Consolidated,Loans,Liabilities,Non-financial corporations,Spain,1.6,2.4,3.8,6.2,7.8,10.8,9.5,7.9,9.3,8.8,14.8,21.1,16.9,8.1,-2.5,0.0,-2.5,-8.7,-6.7,-4.1,-1.5,1.6,1.3,-2.3,0.4,5.0,1.5,-0.2 p,-1.2 p
