Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Albania,1.4,18.6,-8.8,3.7,4.1,5.6 p,-0.7 p,-4.5 p,10.7 p,3.1 p,1.1 p,-8.3 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Austria,-1.7,0.1,-1.4,-2.1,-0.9,-2.3,-2.4,-1.2,-1.6,-1.0,-0.2,-0.2
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Belgium,0.8,-0.5,-0.9,-0.3,1.4,-0.7 p,-0.6 p,0.0 p,0.6 p,-0.4 p,1.1 p,0.2 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Bulgaria,-3.8,4.2,1.4,1.2,3.0,0.3,0.4,0.4,1.1,0.4 p,1.2 p,1.5 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Switzerland,-1.4,-1.2,-1.7,-1.8,-0.1,1.1,-0.6,-0.4,0.2,1.1,0.0,0.8
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Cyprus,-2.5,-3.9,-2.3,1.0,0.2,-0.1,1.0,3.3,1.9,3.7,1.0,-0.9
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Czechia,-1.1,-2.1,-2.5,-2.4,-0.1,1.6,-1.8,-0.8,-1.2,0.6,0.4,0.0
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Germany,-1.1 p,-6.4 p,-3.6 p,-2.7 p,-2.3 p,5.8 p,-0.6 p,-0.9 p,-2.1 p,1.8 p,-3.4 p,-1.2 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Denmark,4.3,-3.1,0.3,1.6,2.5,4.4,-3.2,-0.2,2.0,4.7,2.5,1.8
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",0.8,0.0,-0.7,-0.8,-0.4,3.2,-0.4,-0.6,-0.3,0.1,-1.0,-0.5
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Euro area - 19 countries  (2015-2022),0.8,0.0,-0.7,-0.8,-0.4,3.2,-0.4,-0.6,-0.4,0.0,-1.1,-0.5
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Euro area – 20 countries (from 2023),0.8,0.0,-0.6,-0.8,-0.3,3.2,-0.4,-0.6,-0.3,0.1,-1.0,-0.5
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Estonia,-2.3,-1.4,-2.1,0.1,-3.1,-3.6,2.3,-2.3,-3.9,-2.4,-2.6,-10.4
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Greece,-14.0,26.8 p,-19.7 p,1.5 p,8.3 p,1.5 p,10.5 p,-1.5 p,3.3 p,-9.0 p,4.5 p,5.0 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Spain,2.4,5.4 p,1.8 p,1.7 p,-0.1 p,0.2 p,1.3 p,-1.5 p,1.7 p,1.5 p,0.7 p,-1.5 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),European Union - 27 countries (from 2020),1.1,0.0,-0.6,-0.8,-0.2,3.2,-0.7,-0.5,-0.1,-0.3,-0.6,-0.4
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Finland,0.4,2.0,-1.7,-3.3,-3.7,-3.6,-5.3,-4.5,-2.0,-3.1,-0.1,-0.2
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),France,-0.9,-0.5,-1.5,-0.6,1.5,1.2,1.1,-0.3,-0.8,-1.8,-0.9,-0.1
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Croatia,1.1,2.9,2.2,0.2,2.2,0.0 p,0.2 p,3.4 p,4.5 p,4.8 p,2.7 p,3.3 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Hungary,4.2,1.2,-3.4,-1.3,2.8,-9.0 p,-2.9 p,4.7 p,0.7 p,0.2 p,-0.3 p,-4.2 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Ireland,12.5,-10.2,4.0,-0.9,-3.7,4.2,-4.5,-2.7,0.3,0.0,0.7,3.5
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Italy,5.3,5.9,2.8,-0.4,-0.4,6.7,-0.7,0.5,1.3,0.4,-0.7,0.3
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Lithuania,0.4,-0.4,-1.3,1.4,1.4,3.7,3.7,2.3,2.4,0.7,0.6,1.2
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Luxembourg,-2.7,5.0,-5.7,-0.5,-0.2,-0.7,-3.9,-2.5,-3.2,-1.7 p,-0.4 p,-0.2 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Latvia,27.1,-16.2,6.3,-0.6,-6.5,28.2,-0.7,-2.2,0.6,-1.9,-1.3,-4.4
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),North Macedonia,0.2,0.4,9.6,-1.0,-4.7,4.9 p,-7.1 p,1.4 p,6.3 p,-4.3 e,2.8 e,-0.5 e
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Malta,-2.6,-2.0,-0.9,0.0,-2.3,-10.1,9.1,7.6,2.9,-7.5,7.2,2.1
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Netherlands,1.5,3.5,0.5,-0.3,1.7,3.3,-2.7,-1.3,0.0,-2.9,1.4,0.6
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Norway,3.1,1.8,0.6,-0.5,0.2,0.1,-0.9,-0.8,-1.2,-0.3,-1.4,:
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Poland,1.5,0.8,-0.8,-0.3,-2.7,3.8,-2.2,-1.2,0.4,-4.8,0.7,-1.0
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Portugal,0.6,1.8,0.4,0.1,1.6,1.3 e,0.8 e,0.8 e,0.8 e,0.2 e,-0.2 e,0.6 e
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Romania,12.9,-0.9,0.2,0.9,4.9,8.9 p,-5.2 p,4.9 p,1.5 p,-5.9 p,8.2 p,-1.4 p
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Serbia,1.0,-6.2,-5.6,-3.2,2.4,9.3,0.4,0.9,0.9,4.3,0.6,1.5
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Sweden,1.0,0.8,1.6,-0.2,0.6,3.7,1.8,-2.2,0.9,0.5,-1.6,2.8
Quarterly,"Value added, gross",Construction,Percentage change q/q-1 (SCA),Slovenia,0.8,3.2,0.6,3.4,4.7,3.7,4.5,2.5,-1.8,-3.0,-2.0,-3.8
