Time frequency,Unit of measure,Motor energy,Geopolitical entity (reporting)\Time,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,Number,Diesel,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9268.0,9270.0,9137.0,9233.0,9342.0,9450.0,9600.0,9594.0,9580.0,9544.0,9703.0,9789.0,9758.0,9015 b,9045.0,9197.0,9054.0,9016.0,8960.0,8950.0,9077.0,9028.0,8947.0,8859.0,:
Annual,Number,Diesel,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14294.0,14215.0,14298.0,14129.0,14160.0,14216.0,14145.0,14276.0,14347.0,14319.0,14444.0,14750.0,15026.0,15101.0,15034.0,15191.0,15714.0,15784.0,15981.0,15814.0,:,:
Annual,Number,Diesel,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,16513.0,17290.0,18044.0,19230.0,20192.0,21333.0,22573.0,24485.0,26102.0,27878.0,27783.0,31201.0,32600 e,34600.0,35700 e,38100 e,40700 e,43700 e,47100 e,:
Annual,Number,Diesel,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2117.0,:,:,:,2369.0,2504.0,2639.0,2642.0,2600.0,2681.0,2796.0,2852.0,2851.0,3128.0,3054.0,3073.0,3074.0,3146.0,3254.0,3304.0,3256.0,3313.0,3408.0,3348.0
Annual,Number,Diesel,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,26724.0,26552.0,18107.0,18647.0,19326.0,20050.0,19581.0,18856.0,18656.0,17966.0,18107.0,18014.0,17659.0,17227.0,17449.0,17704.0,17816.0,17876.0,17594.0,17303.0,17301.0,17460.0,:
Annual,Number,Diesel,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,68903.0,:,86920.0,87187.0,85208.0,83958.0,83120.0,82356.0,83749.0,85545.0,85213.0,84456.0,84982.0,83941.0,82201.0,81695.0,73303.0,73410.0,74547.0,74593.0,74083.0,74101.0,74575.0
Annual,Number,Diesel,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10455.0,11575.0,11937.0,12044.0,12161.0,12120.0,12122.0,12038.0,12119.0,12091.0,12141.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Diesel,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2747.0,2976.0,3100.0,3226.0,3328.0,3476.0,3503.0,3608.0,3874.0,3834.0,4280.0,4237.0,4030.0,3970.0,3792.0,3896.0,3899.0,4063.0,4250.0
Annual,Number,Diesel,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,18601.0,20669.0,21720.0,22202.0,22717.0,23417.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Diesel,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,46085.0,46154.0,46435.0,47478.0,49095.0,50871.0,52610.0,53768.0,55158.0,55917.0,54975.0,55951.0,:,59300.0,59800.0,60924.0,61363.0,61001.0,60669.0,59288.0,:
