Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,European Union - 27 countries (from 2020),77.92,77.91,79.37,79.31,79.38,79.44,81.18 p,81.18 p,81.30 p,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,European Union - 28 countries (2013-2020),78.17,78.17,79.41,79.24,79.25,79.3,:,:,:,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Finland,78.02,76.94,76.23,76.42,76.96,77.87,79.06,79.16 p,79.59 p,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,France,76.19,76.26,82.72,82.89,83.1,83.3,84.62,85.01,84.73,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Croatia,82.92,82.63,82.52,82.54,82.0,81.91,84.19,85.5,85.34,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Hungary,67.08,68.17,68.08,68.9,69.55,68.67,70.82,72.45,72.59,71.48 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Ireland,71.2,71.79,72.47,73.0,74.03,74.25,78.03,77.4,77.36,77.36 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Iceland,80.64,80.95,81.64,82.0,82.51,82.93,83.44,83.78,84.68,83.96 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Italy,75.42,74.44,74.4,73.74,73.86,73.74 b,75.93,74.45,74.44,73.96 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Liechtenstein,65.64,65.69,64.93,63.16,63.72,65.0,68.64,68.61,67.84,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Lithuania,67.56,67.14,66.6,66.14,67.17,66.38,70.17,68.78,66.51,66.51 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Luxembourg,83.48,83.66,83.61,83.95,84.08,84.96,86.49,86.17,86.11,85.94 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Latvia,59.67,58.65,55.87,57.33,59.88,60.12,63.61,69.47,64.91,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Moldova,:,:,:,:,:,:,:,:,65.97,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Malta,61.32,60.57,63.03,62.9,63.48,62.51,66.69 p,67.37 p,67.01,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Netherlands,81.08,81.38,81.19,81.69,82.11,82.8,84.97,84.92,84.23,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Norway,85.29,85.51,85.38,85.12,85.7,85.72,85.97,85.9,85.68 p,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Poland,70.66,69.99,69.85,69.29,71.49,71.78,72.27 p,72.46 p,73.72 p,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Portugal,61.8,61.73,61.66,61.23,61.23,60.85,64.3,62.84,62.46,61.68 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Romania,79.0,78.02,78.33,78.65,79.73,80.45,80.27,78.33,77.79,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Serbia,:,:,:,:,:,:,:,63.55 p,62.52 p,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Sweden,84.03,83.96,84.26,84.71,84.78,85.12,86.18,86.08,85.95,86.19 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Slovenia,71.11,71.81,72.73,72.2,72.82,72.78,73.17,73.78,73.97,73.84 p
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,Slovakia,80.23,79.72,80.36,79.94,80.13,79.79,80.27,79.73,79.88,:
Annual,Percentual share of total current health expenditure (CHE),Government schemes and compulsory contributory health care financing schemes,United Kingdom,79.45,79.37,79.59,78.87,78.5,78.51,:,:,:,:
