Time frequency,Unit of measure,Loading status,Maritime entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Growth rate on previous period (t/t-1),Empty,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-9.0
Annual,Growth rate on previous period (t/t-1),Empty,Antwerpen,:,2.6,22.0,1.8,-17.1,8.3,-7.9,1.6,9.9,2.3,18.0,-0.4,8.1,4.4,10.2,13.7,-11.7,:,:
Annual,Growth rate on previous period (t/t-1),Empty,Zeebrugge,:,31.2,63.4,26.9,-40.0,-2.6,-10.5,-37.2,17.8,19.0,-22.3,-67.1,133.5,58.1,2.5,-26.2,121.2,:,:
Annual,Growth rate on previous period (t/t-1),Empty,Bremerhaven,:,27.0,0.5,2.5,-21.8,-7.7,50.4,-8.4,13.1,-1.1,-5.4,5.9,11.0,-15.0,-7.3,11.3,0.8,-6.8,2.5
Annual,Growth rate on previous period (t/t-1),Empty,Hamburg,:,17.8,30.9,-5.8,-44.6,22.1,12.3,-12.4,2.1,2.1,1.7,-1.1,-6.4,-7.3,-1.0,-8.6,0.7,-0.1,0.2
Annual,Growth rate on previous period (t/t-1),Empty,Peiraias,:,-2.2,39.5,-60.6,38.7,-4.5,48.2,85.5,11.9,25.7,-10.1,15.4,2.8,32.9,20.1,-12.8,-22.7,19.1,22.6
Annual,Growth rate on previous period (t/t-1),Empty,Bilbao,:,5.7,8.9,-43.2,-15.3,24.2,8.1,13.5,-4.3,0.4,2.3,-10.4,5.2,5.0,-5.8,-19.1,13.6,-7.7,-2.1
Annual,Growth rate on previous period (t/t-1),Empty,Algeciras,:,-19.3,-8.8,-19.4,9.7,-9.5,62.9,5.6,-1.0,17.6,-15.3,-11.6,-8.7,19.1,6.5,-21.0,1.3,18.5,-5.3
Annual,Growth rate on previous period (t/t-1),Empty,Barcelona,:,12.2,16.2,-1.5,-27.2,-5.5,14.3,-13.1,-5.4,32.5,-13.5,25.2,24.0,1.3,0.1,-21.4,22.4,-3.7,15.1
Annual,Growth rate on previous period (t/t-1),Empty,Las Palmas,:,15.1,-21.3,9.9,-21.6,7.2,29.0,-14.8,-4.6,-3.4,-18.2,34.3,25.9,-0.2,-21.7,-0.1,7.9,-1.2,6.2
Annual,Growth rate on previous period (t/t-1),Empty,Valencia,:,5.4,14.6,8.9,-3.3,15.6,0.7,11.0,1.6,6.3,1.0,-0.9,-8.0,15.3,8.4,-9.1,0.4,-5.3,0.1
Annual,Growth rate on previous period (t/t-1),Empty,Kotka,:,-0.1,89.1,23.1,-57.1,-14.9,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Growth rate on previous period (t/t-1),Empty,HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-29.4
Annual,Growth rate on previous period (t/t-1),Empty,Le Havre,:,-1.3,42.3,-10.6,-10.2,-0.3,-6.4,-11.2,9.3,1.6,26.6,-6.5,11.7,1.6,-6.4,-50.4,136.9,:,:
Annual,Growth rate on previous period (t/t-1),Empty,Marseille,:,6.3,-6.8,-4.4,-5.1,10.1,-3.8,3.6,5.3,27.1,3.0,-3.7,6.4,-3.6,10.1,9.5,-8.1,27.0,-33.3
Annual,Growth rate on previous period (t/t-1),Empty,Dublin,:,19.1,22.8,-13.1,-20.7,-8.7,-18.8,8.3,3.4,19.8,23.7,1.2,6.8,2.5,7.9,0.6,8.9,2.6,7.1
Annual,Growth rate on previous period (t/t-1),Empty,Cagliari,:,-84.6,132.2,-3.7,-64.8,-99.9,1606.7,1977.7,-98.4,2507.1,-96.7,35540.7,0.3,-55.2,-1.5,-14.1,43.8,-13.5,-97.1
Annual,Growth rate on previous period (t/t-1),Empty,Gioia Tauro,:,-18.8,5.9,-49.0,-27.9,108.8,-21.1,35.9,-36.7,11.0,-30.8,24.9,2.6,11.5,36.5,-7.6,-77.1,3.4,-75.6
Annual,Growth rate on previous period (t/t-1),Empty,Genova,:,10.7,-45.6,66.0,50.6,-60.9,134.4,358.3,41.4,-30.8,-33.9,-44.2,-75.9,115.5,41.5,-42.9,10.0,3.7,-17.2
Annual,Growth rate on previous period (t/t-1),Empty,Livorno,:,-96.9,-99.7,0.0,100.0,-100.0,:,-78.7,313.1,-95.9,161.0,19.9,-99.2,477862.5,-59.1,21.6,-45.2,34.3,-89.4
Annual,Growth rate on previous period (t/t-1),Empty,La Spezia,:,27.3,-13.4,2.2,-32.9,40.6,19.3,14.7,-2.5,-5.6,0.2,-56.8,0.1,105.6,-21.1,-79.9,-55.5,171.8,-23.9
Annual,Growth rate on previous period (t/t-1),Empty,Taranto,:,-25.3,-32.3,-36.8,-99.9,6633.3,-99.5,100.0,73150.0,-97.6,-100.0,:,:,:,:,:,20.9,923.2,-99.6
Annual,Growth rate on previous period (t/t-1),Empty,Trieste,:,-86.9,12.6,92.5,45.4,-62.7,270.7,70.6,-44.7,834.1,19.9,-15.9,15.2,41.0,5.1,-10.5,-85.4,92.0,-31.5
Annual,Growth rate on previous period (t/t-1),Empty,Klaipeda,:,4.6,41.5,28.8,-53.4,10.9,34.3,1.7,0.4,3.2,-8.2,23.7,-2.9,122.8,-18.8,-8.8,-15.9,150.1,28.3
Annual,Growth rate on previous period (t/t-1),Empty,Rotterdam,:,12.6,18.3,-5.1,-27.2,-39.2,117.4,1.5,0.6,5.0,2.3,-0.5,6.3,6.0,5.6,-38.0,15.0,28.8,-5.2
Annual,Growth rate on previous period (t/t-1),Empty,Gdansk,:,37.4,47.7,76.8,-32.7,109.1,110.2,50.0,9.6,1.2,-34.1,12.9,12.4,23.4,-0.4,-18.2,43.5,-6.3,-8.9
Annual,Growth rate on previous period (t/t-1),Empty,Gdynia,:,21.5,53.3,2.9,-43.9,28.4,27.4,13.4,0.5,27.0,-25.2,8.3,-3.6,31.4,9.4,-1.4,-4.0,17.1,-19.4
Annual,Growth rate on previous period (t/t-1),Empty,Leixões,:,4.8,16.9,9.5,3.8,-5.6,9.1,44.1,-2.9,-2.3,-19.1,2.0,-8.0,4.6,1.5,6.1,-4.7,5.7,3.8
