Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of total population,Veri,:,:,:,:,:,25.6,25.1,25.9,25.1,25.5,:,:
Annual,Percentage of total population,Qender,:,:,:,:,:,20.8,23.6,22.7,21.3,21.2,:,:
Annual,Percentage of total population,Jug,:,:,:,:,:,25.6,21.6,20.8,19.5,19.9,:,:
Annual,Percentage of total population,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,:,:,:,:,:,:,:,:,:,25.4,29.8,27.7
Annual,Percentage of total population,Prov. Antwerpen,:,:,:,:,:,:,:,:,:,10.7,10.7,10.4
Annual,Percentage of total population,Prov. Limburg (BE),:,:,:,:,:,:,:,:,:,8.2,7.6,7.7
Annual,Percentage of total population,Prov. Oost-Vlaanderen,:,:,:,:,:,:,:,:,:,6.1,5.4,5.4
Annual,Percentage of total population,Prov. Vlaams-Brabant,:,:,:,:,:,:,:,:,:,6.3,7.2,7.8
Annual,Percentage of total population,Prov. West-Vlaanderen,:,:,:,:,:,:,:,:,:,6.3,6.7,6.9
Annual,Percentage of total population,Prov. Brabant wallon,:,:,:,:,:,:,:,:,:,9.3,10.1,9.5
Annual,Percentage of total population,Prov. Hainaut,:,:,:,:,:,:,:,:,:,19.4,20.4,16.5
Annual,Percentage of total population,Prov. Liège,:,:,:,:,:,:,:,:,:,17.9,18.2,16.1
Annual,Percentage of total population,Prov. Luxembourg (BE),:,:,:,:,:,:,:,:,:,17.5,15.8,14.1
Annual,Percentage of total population,Prov. Namur,:,:,:,:,:,:,:,:,:,17.2,17.2,15.3
Annual,Percentage of total population,Severozapaden,29.4,27.4,27.0,30.4,32.1 b,32.8,35.1,31.7,34.9,31.3,33.8,26.9
Annual,Percentage of total population,Severen tsentralen,23.6,17.9,21.2,19.3,24.0 b,24.0,20.8,23.7,24.0,20.8,23.2,24.5
Annual,Percentage of total population,Severoiztochen,24.0,25.8,23.1,25.0,25.0 b,23.7,23.6,22.7,21.4,19.1,20.0,20.4
Annual,Percentage of total population,Yugoiztochen,24.0,25.0,23.9,22.8,22.6 b,26.2,22.5,24.9,30.1,27.0,25.3,22.4
Annual,Percentage of total population,Yugozapaden,10.9,10.3,11.3,11.7,13.4 b,13.8,13.2,14.4,13.7,14.5,15.5,12.9
Annual,Percentage of total population,Yuzhen tsentralen,26.1,28.6,32.0,31.4,30.1 b,29.9,27.2,27.9,30.3,28.0,28.7,25.8
Annual,Percentage of total population,Région lémanique,15.9,13.6,13.2 b,15.0,15.7,15.5,15.8,20.3,19.4,22.2,15.2,16.0
Annual,Percentage of total population,Espace Mittelland,19.8,18.1,17.4 b,17.1,18.6,17.2,16.8,19.2,16.4,13.2,18.2,18.8
Annual,Percentage of total population,Nordwestschweiz,13.1,11.8,14.1 b,13.2,11.6,14.6,16.1,14.0,18.5,12.7,18.3,16.8
Annual,Percentage of total population,Zürich,10.3,10.4,8.1 b,10.2,9.7,12.2,9.6,10.8,10.1,11.3,11.5,13.0
Annual,Percentage of total population,Ostschweiz,16.8,15.9,14.3 b,16.5,14.2,16.2,13.8,13.9,13.6,13.9,17.2,13.8
Annual,Percentage of total population,Zentralschweiz,13.5,12.4,10.4 b,17.5,11.1,11.8,11.3,13.0,12.3,10.1,11.1,16.6
Annual,Percentage of total population,Ticino,30.9,24.8,26.3 b,32.0,29.8,29.2,23.9,22.9,20.5,22.0,23.4,27.3
Annual,Percentage of total population,Praha,6.2,4.4,5.3,5.2,7.4,6.2,6.0,5.1,5.6,7.1,6.5,6.9
Annual,Percentage of total population,Střední Čechy,7.3,4.8,5.3,5.5,6.5,7.2,7.8,7.5,7.3,5.5,8.0,8.3
Annual,Percentage of total population,Jihozápad,7.0,6.9,8.7,7.9,7.8,7.7,7.7,8.0,6.6,7.4,8.7,7.8
Annual,Percentage of total population,Severozápad,14.5,12.9,14.1,16.0,15.0,13.7,13.5,16.9,14.7,10.8,14.8,12.7
Annual,Percentage of total population,Severovýchod,8.2,8.8,9.4,7.4,7.7,8.0,9.9,10.5,10.3,9.2,10.0,7.9
Annual,Percentage of total population,Jihovýchod,9.1,6.6,8.1,9.1,7.5,8.4,8.7,9.9,8.8,7.2,10.2,10.1
Annual,Percentage of total population,Střední Morava,11.0,10.3,12.1,11.5,10.2,9.3,11.1,11.6,12.0,10.0,10.2,10.4
Annual,Percentage of total population,Moravskoslezsko,14.7,15.3,16.0,16.9,17.4,14.1,13.1,13.0,12.0,12.7,14.2,15.7
Annual,Percentage of total population,Stuttgart,:,:,:,:,:,:,:,:,:,10.2,10.5,9.9
Annual,Percentage of total population,Karlsruhe,:,:,:,:,:,:,:,:,:,13.5,12.9,14.1
Annual,Percentage of total population,Freiburg,:,:,:,:,:,:,:,:,:,10.9,12.0,14.6
Annual,Percentage of total population,Tübingen,:,:,:,:,:,:,:,:,:,11.6,11.7,9.8
Annual,Percentage of total population,Oberbayern,:,:,:,:,:,:,:,:,:,11.3,10.2,9.9
Annual,Percentage of total population,Niederbayern,:,:,:,:,:,:,:,:,:,14.9,11.2,14.4
Annual,Percentage of total population,Oberpfalz,:,:,:,:,:,:,:,:,:,15.2,11.0,9.3
Annual,Percentage of total population,Oberfranken,:,:,:,:,:,:,:,:,:,13.4,10.0,12.1
Annual,Percentage of total population,Mittelfranken,:,:,:,:,:,:,:,:,:,13.6,14.4,14.3
Annual,Percentage of total population,Unterfranken,:,:,:,:,:,:,:,:,:,15.2,12.9,12.1
Annual,Percentage of total population,Schwaben,:,:,:,:,:,:,:,:,:,13.2,12.3,10.9
Annual,Percentage of total population,Berlin,:,:,:,:,:,:,:,:,:,17.7,14.9,13.7
