Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Austria,:,:,:,:,:,:,91.6,97.0,94.4,90.9,84.4,85.4,90.8,94.7,97.8,94.8
Annual,Percentage,Belgium,73.2,76.8,82.7,79.5,65.3,56.9,61.8,87.3,78.0,76.5,80.5,84.1,77.2,78.3,87.4,83.2
Annual,Percentage,Bulgaria,:,:,:,79.2,88.6,97.7,97.5,98.9,97.8,93.9,97.2,96.3,98.1,99.0,99.4,99.5
Annual,Percentage,Switzerland,91.4,90.7,87.0,81.4,90.8,90.7,93.1,96.5,95.1,92.3,88.8,88.4,88.5,89.2,94.4,89.1
Annual,Percentage,Cyprus,100.0,100.0,98.7,98.6,97.3,91.6,85.0,92.9,96.7,97.3,98.0,93.0,94.3,97.0,97.3,97.9
Annual,Percentage,Czechia,63.7,50.2,49.2,64.6,68.1,70.6,79.1,81.4,81.6,78.8,80.0,82.1,68.4,75.1,79.1,80.6
Annual,Percentage,Germany,79.4,83.8,85.1,85.8,83.1,86.3,85.3,92.7,96.9,89.1,87.9,86.0,84.1,77.8,89.3,93.6
Annual,Percentage,Denmark,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.5,98.0,97.1,97.0,96.4,96.4,96.1,98.0,96.1
Annual,Percentage,Estonia,100.0,90.0,90.9,98.5,100.0,100.0,94.2,97.8,84.7,95.3,94.7,97.1,93.9,95.0,100.0,99.9
Annual,Percentage,Greece,:,:,:,100.0,100.0,95.6,80.4,86.1,97.6,97.1,97.0,96.9,93.3,79.9,77.9,90.1
Annual,Percentage,Spain,:,:,92.9,86.9,91.8,95.5,97.3,98.8,98.8,90.2,97.6,97.8,97.6,95.0,98.5,98.8
Annual,Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,:,89.3,94.9,95.5,91.6,89.3,89.5,87.2,84.0,90.9,92.9
Annual,Percentage,Finland,:,:,:,:,93.8,93.1,96.4,99.4,94.1,86.7,65.5,54.0,45.3,53.6,83.3,83.4
Annual,Percentage,France,:,88.3,91.1,90.9,88.3,91.3,91.5,92.7,91.1,92.6,91.9,91.5,87.7,86.0,87.9,86.9
Annual,Percentage,Croatia,:,:,:,:,:,97.0,84.7,68.3,96.6,90.4,84.6,90.6,96.1,97.3,97.6,93.4
Annual,Percentage,Hungary,:,:,:,:,:,98.3,96.4,98.5,95.9,91.8,94.8,93.6,78.3,95.0,95.6,90.3
Annual,Percentage,Ireland,98.5,98.9,98.9,99.4,98.3,99.2,99.3,99.8,99.7,99.4,99.6,99.2,98.0,98.6,99.9,99.6
Annual,Percentage,Iceland,:,:,:,:,:,:,:,97.6,97.9,98.0,94.2,95.4,97.3,99.3,99.5,99.2
Annual,Percentage,Italy,100.0,98.0,100.0,100.0,99.0,96.6,98.5,99.1,98.6,98.2,89.1,80.0,79.2,84.3,91.6,96.1
Annual,Percentage,Liechtenstein,:,:,:,:,:,:,:,:,95.1,96.6,90.2,82.4,69.4,86.2,88.5,85.2
Annual,Percentage,Lithuania,:,47.0,75.2,77.2,86.8,62.7,87.1,86.1,95.8,96.1,94.6,96.3,82.0,99.0,88.5,88.4
Annual,Percentage,Luxembourg,:,:,:,89.2,97.5,92.6,89.6,94.2,95.5,95.5,95.2,97.0,96.2,96.5,97.9,97.3
Annual,Percentage,Latvia,94.4,89.7,96.8,98.2,91.7,95.9,96.8,99.4,98.0,99.4,95.1,92.2,81.5,94.6,87.8,95.5
Annual,Percentage,Malta,100.0,99.9,81.8,98.5,99.1,97.9,94.4,92.0,89.9,87.7,95.4,98.1,97.1,75.4,69.4,57.4
Annual,Percentage,Netherlands,87.7,92.2,88.0,79.2,73.8,75.1,88.9,95.7,92.1,88.4,85.2,89.2,89.5,93.2,95.9,96.5
Annual,Percentage,Norway,97.5,96.2,92.6,94.7,95.2,95.8,95.6,97.9,93.0,95.1,95.1,95.5,96.3,97.4,96.1,96.0
Annual,Percentage,Poland,84.5,91.1,66.2,72.4,85.3,91.7,69.9,84.1,79.5,59.5,58.5,68.0,54.2,80.0,78.5,81.5
Annual,Percentage,Portugal,100.0,100.0,100.0,100.0,99.7,100.0,100.0,97.3,48.6,57.8,96.2,95.5,90.2,87.6,93.3,96.5
Annual,Percentage,Romania,:,:,:,98.5,96.4,94.2,97.0,97.1,98.5,97.6,91.1,94.6,97.9,94.6,97.7,97.8
Annual,Percentage,Sweden,98.0,97.6,99.8,99.9,100.0,90.7,92.4,96.1,77.6,84.3,65.2,68.5,58.3,44.3,55.4,52.6
Annual,Percentage,Slovenia,93.0,92.1,80.8,85.7,88.1,88.6,92.7,93.5,96.8,97.4,97.4,94.6,97.7,98.4,97.9,99.0
Annual,Percentage,Slovakia,:,:,58.6,65.0,75.2,65.6,69.6,82.1,68.3,91.9,87.4,92.2,94.7,89.4,91.9,90.5
