Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Lithuania,:,:,:,:,:,:,:,:,:,-10.7,-12.7,-15.6,-22.5,-28.1,-30.1,-25.6,-21.6,-23.0,-18.7,-17.1,-13.7,-12.8,-7.6,-2.7,5.4,14.6,22.2,21.0,26.7
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Luxembourg,:,:,:,:,:,:,:,-1056.3,-1316.1,-1473.5,-2194.8,-2406.9,-2504.4,-1040.2,-1507.2,-1753.4,-1891.9,-2329.0,-2546.8,-3257.4,-3592.1,-3552.1,-3730.3,-3533.6,-3953.8,-4043.3,-4547.8,-3714.7,-3867.0
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Latvia,:,:,:,:,:,-2.9,-7.5,-10.9,-14.8,-20.7,-27.7,-34.7,-41.3,-46.0,-44.6,-43.8,-35.1,-27.1,-23.1,-17.3,-10.8,-6.9,-2.9,0.7,6.5,14.9,20.4,18.9,20.6
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Malta,:,:,:,:,:,:,:,:,:,64.4,39.3,96.7,147.4,57.5,91.4,216.0,212.1,256.8,211.6,201.1,187.1,207.3,71.9,81.5,103.4,86.7,149.3,147.5,143.3
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Netherlands,:,:,:,:,:,:,:,:,-79.6,-77.0,-68.6,-55.8,-54.8,-81.7,-85.3,-85.9,-75.8,-69.4,-68.3,-48.6,-39.0,-35.4,-15.5,-12.2,-0.8,4.7,10.3,5.0,13.8
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Poland,:,:,:,:,:,:,:,:,:,-10.1,-8.4,-10.0,-12.9,-20.8,-22.4,-23.0,-24.0,-24.9,-26.1,-25.3,-24.0,-20.7,-18.7,-14.8,-10.7,-4.5,0.6,2.4,5.2
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Portugal,:,11.2,11.7,5.2,-7.6,-18.3,-27.1,-30.7,-29.3,-35.7,-41.5,-46.5,-53.3,-64.1,-71.2,-67.7,-71.6,-80.8,-78.3,-77.5,-72.1,-63.9,-58.2,-54.9,-45.5,-44.5,-34.4,-28.0,-19.4
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Romania,:,:,:,:,:,:,:,:,:,:,-1.5,-3.1,-10.4,-16.8,-21.1,-22.6,-23.9,-23.9,-21.3,-15.1,-13.2,-8.4,-7.7,-5.8,-5.1,-8.0,-7.2,-6.0,-6.6
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Sweden,:,:,:,-42.1,-24.5,-24.0,-36.5,-35.2,-29.7,-27.4,-30.6,-15.4,-12.2,-30.1,-24.7,-16.9,-18.7,-20.6,-22.4,-21.2,-12.4,-12.1,-9.6,-15.0,-10.5,-12.7,-0.6,-7.8,-6.4
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Slovenia,7.9,4.8,6.5,4.3,-0.8,-3.2,6.2,9.9,6.1,2.8,-2.0,-9.7,-23.3,-34.7,-40.0,-42.4,-35.7,-38.0,-33.2,-28.8,-19.1,-14.8,-9.7,-1.0,0.7,1.5,9.5,15.3,18.2
Annual,Percentage of gross domestic product (GDP),Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Net international investment position excluding non-defaultable instruments,Net positions at the end of period,Rest of the world,Slovakia,:,:,:,:,:,:,:,:,:,5.5,1.7,-3.3,-2.0,-6.3,-11.9,-10.8,-12.4,-8.9,-9.8,-12.7,-13.9,-14.7,-15.0,-16.5,-14.0,-14.6,-14.1,-18.6,-14.8
