Time frequency,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Albania,69.38,:,69.19,61.33,63.16,64.54,70.05,65.67,65.88,68.2,61.16,:
Annual,Austria,182.99,191.29,194.14,196.29,203.12,208.17,199.7,196.54,195.38,217.11,210.51,203.7
Annual,Bosnia and Herzegovina,:,:,7.61 e,9.48 e,10.20 e,10.67 e,23.72 e,21.67 e,25.44 e,27.36 e,47.77 b,:
Annual,Belgium,580.27,622.26,540.48,556.28,587.71,613.18,603.52,658.13,631.51,642.19,580.96,608.61
Annual,Bulgaria,38.79,38.62,38.24,37.03,36.86,35.25,36.83,37.21,37.27,38.4,38.49,38.65
Annual,Cyprus,318.48,353.67,331.73,308.18,371.83,358.37,320.92,344.36,354.83,376.27,344.09,327.66 p
Annual,Czechia,159.81,173.21,174.98,173.69,183.62,181.6,176.08,180.29,181.01,181.89,173.68,170.29
Annual,Germany,79.04,75.25,90.53,86.73,89.91,84.97,198.39,214.41,216.37,222.47,222.91,220.34
Annual,Denmark,251.54,252.41,236.32,240.79,239.7,229.18,226.23,221.41,216.78,215.62,213.06,209.74
Annual,Estonia,115.12,113.3,133.75,132.64,129.28,134.09,126.12,114.12,110.98,89.3,98.18,82.74
Annual,Greece,55.4,56.21,47.34,48.73,51.47,56.52,49.83,53.84,52.64,57.29,50.81,52.1
Annual,Spain,114.02,116.99,112.35,102.57,103.78,104.83,101.51,106.84,111.12,113.89,106.84,95.31
Annual,European Union - 27 countries (from 2020),153.59,156.0,152.24,151.92,154.99,157.16,171.22,172.38,175.6,178.37,166.51,164.17
Annual,Finland,338.09,335.0,323.64,334.99,343.38,339.09,322.25,336.68,330.15,326.12,308.77,308.72
Annual,France,138.77,147.17,144.71,145.7,141.54,140.23,143.9,141.87,152.26 b,150.08,143.88,143.99
Annual,Croatia,155.78,156.94,171.16,136.5,136.12,141.49,146.77,146.89,155.15,158.4,164.56,157.89
Annual,Hungary,74.6,97.54,110.93,107.82,120.95,113.67,121.11,126.72,140.75,131.9,117.44,111.25
Annual,Ireland,55.28,49.95,45.99,45.05,46.45,47.45,49.48,50.61,51.28,53.4,73.05,64.81
Annual,Iceland,21.01,21.64,26.15,24.36,:,26.5,27.51,28.13,26.03,27.94,31.04,30.77
Annual,Italy,209.22,209.42,203.21,210.37,206.35,207.27,216.77,206.79,210.25,229.93,225.27,213.32
Annual,Lithuania,38.18,36.03,35.19,32.51,35.32,37.22,36.53,37.21,38.64,41.45,43.41,39.76
Annual,Luxembourg,190.1,201.46,193.4,190.54,221.19,205.01,202.61,185.05,212.71,204.36,191.99,178.96
Annual,Latvia,77.26,78.66,78.0,82.48,86.72,95.8,93.24,102.9,104.13,97.26,98.06,95.85
Annual,Montenegro,13.21,32.25,31.62,36.25,20.83 p,18.52 p,21.66 p,19.05 p,18.74 p,18.10 p,20.89 p,19.87 p
Annual,North Macedonia,20.25,18.93,18.04,18.55,17.33,16.75,16.73,16.98,15.28,16.64,15.22,14.4
Annual,Malta,345.76,251.24,258.94,170.57,259.15,397.58,766.93,1042.83,1099.16,1151.72,1579.59,1285.81
Annual,Netherlands,2010.6,2010.17,1880.8,1977.49,2055.42,2070.14,2190.36,2204.31,2141.11,2131.97,1626.95,1653.85
Annual,Norway,311.42,300.6,278.64,292.51,300.76,330.45,333.12,327.38,339.06,353.4,324.51,345.54
Annual,Poland,252.35,248.32,237.16,231.27,245.57,267.7,269.54,262.08,262.14,264.06,232.61,244.6
Annual,Portugal,87.94,88.43,91.2,93.63,97.05,100.15,102.36,95.79,103.62,109.05,100.57,102.88
Annual,Romania,36.25,33.75,30.43,33.09,33.53,37.06,42.18,40.3,40.67,43.32,43.76,42.42
Annual,Serbia,52.84,52.19,45.21,43.69,55.54,55.41,48.84,43.52,42.58,39.45,42.67,42.91
Annual,Sweden,197.68,216.11,205.99,203.01,209.41,208.24,201.14,207.9,196.02,187.92,216.39,201.47
Annual,Slovenia,148.05,146.17,156.13,155.53,153.62,151.47,155.92,152.65,148.61,153.43,154.25,153.61
Annual,Slovakia,74.44,67.96,71.29,78.22,77.52,74.61,69.12,67.53,69.0,70.98,67.04,65.4
Annual,Türkiye,120.18,:,115.89,97.26,96.18,109.36,116.21,120.6,128.2,130.48,128.39,:
Annual,United Kingdom,47.19,53.59,59.35,43.45,70.52,76.39,67.04,69.11,:,:,:,:
Annual,Kosovo*,47.33,55.83,53.69,67.26,70.39,71.03,74.72,86.02,79.93,91.56,89.11,:
