Time frequency,Currency,prod_ani,geo\TIME_PERIOD,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro,11210000.0,AT,137.9,138.76,129.07,116.16,121.2,134.11,121.2,142.99,138.15,128.9,161.31,194.64
Annual,Euro,11210000.0,BE,:,:,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,11210000.0,BG,126.36,132.09,118.18,99.54,84.55,92.28,94.63,105.89,113.66,109.1,138.17,183.98
Annual,Euro,11210000.0,CZ,132.25,128.68,119.84,106.38,108.23,123.53,106.33,123.96,119.6,103.24,134.25,171.68
Annual,Euro,11210000.0,DK,108.41,109.28,99.6,89.29,94.27,102.56,86.11,109.97,115.6,97.98,109.53,129.44
Annual,Euro,11210000.0,EL,207.9,209.11,207.96,201.44,200.83,210.9,201.21,210.58,218.0,202.6,246.49,292.29
Annual,Euro,11210000.0,ES,134.89,139.18,128.46,113.89,113.95,125.99,114.44,134.81,134.13,125.8,151.75,187.9
Annual,Euro,11210000.0,FR,140.65,142.97,130.9,121.5,125.1,:,:,:,:,:,:,:
Annual,Euro,11210000.0,HR,119.52,133.93,110.57,120.58,94.2,109.36,91.91,101.31,120.86,92.19,144.88,155.15
Annual,Euro,11210000.0,HU,134.14,134.83,124.92,111.53,116.97,130.47,113.89,136.65,125.36,107.75,148.63,184.57
Annual,Euro,11210000.0,IT,213.13,221.39,223.67,202.64,220.44,261.67,255.78,223.17,217.04,227.75,259.4,315.99
Annual,Euro,11210000.0,LT,137.32,130.3,115.01,90.89,107.61,117.15,133.73,123.76,115.71,122.47,132.43,173.1
Annual,Euro,11210000.0,LU,:,:,: m,: m,:,:,:,:,:,:,:,:
Annual,Euro,11210000.0,LV,127.81,130.58,115.76,102.32,109.67,117.33,105.95,125.48,115.41,101.53,133.84,184.4
Annual,Euro,11210000.0,NL,120.9,121.68,109.98,98.28,106.86,117.78,103.74,127.92,118.56,107.64,133.38,169.26
Annual,Euro,11210000.0,RO,138.59,143.02,133.45,120.57,124.04,137.45,125.05,138.24,148.19,129.64,153.91,190.03
Annual,Euro,11210000.0,SI,206.74,206.01,194.58,185.57,167.75,212.2,210.48,193.74,186.76,177.67,205.97,243.57
Annual,Euro,11210000.0,SK,135.0,135.0,122.0,110.0,112.0,127.0,116.95,133.88,120.56,106.56,148.79,183.7
Annual,Euro,11210000.0,UK,132.31,144.51,149.62,141.34,127.53,133.63,125.19,128.86,:,:,:,:
