Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,-,Goods trains,18962.0
Annual,Number,-,Passenger trains,10406.0
Annual,Number,-,Goods trains,11257.0
Annual,Number,-,Passenger trains,2703.0
Annual,Number,-,Goods trains,3210.0
Annual,Number,-,Passenger trains,1460.0
Annual,Number,-,Goods trains,12676.0
Annual,Number,-,Passenger trains,1477.0
Annual,Number,-,Goods trains,9209.0
Annual,Number,-,Passenger trains,625.0
Annual,Number,-,Goods trains,409.0
Annual,Number,-,Passenger trains,0.0
Annual,Number,-,Goods trains,2336.0
Annual,Number,-,Passenger trains,23973.0
