Time frequency,Unit of measure,Metropolitan regions\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Per million inhabitants,Wien,:,:,36.57,32.17,39.06,:,:,29.81,:,:,:,41.4,:,:
Annual,Per million inhabitants,Graz,14.33,23.11,31.68,24.42,31.19,27.55,32.53,32.35,32.13,40.3,50.0,31.38,26.06,41.74
Annual,Per million inhabitants,Linz,36.93,44.91,43.25,82.02,54.91,66.78,63.93,63.82,75.67,55.53,77.63,71.87,58.23,54.92
Annual,Per million inhabitants,Salzburg,35.93,41.65,67.98,67.53,114.03,113.99,148.54,145.53,159.57,164.67,120.65,117.06,149.83,119.7
Annual,Per million inhabitants,Innsbruck,44.54,81.11,43.81,57.84,46.68,53.67,64.05,35.36,42.18,48.8,72.31,98.55,63.54,55.7
Annual,Per million inhabitants,Non-metropolitan regions in Austria,:,:,:,:,:,:,47.28,:,50.25,:,:,:,:,:
Annual,Per million inhabitants,Bruxelles / Brussel,22.03,35.58,40.78,35.92,40.46,33.39,36.02,42.81,:,40.73,48.47,36.58,33.86,20.34
Annual,Per million inhabitants,Antwerpen,29.77,42.33,34.78,36.66,36.42,35.07,26.6,29.43,28.86,33.43,42.98,40.98,40.77,34.75
Annual,Per million inhabitants,Gent,:,:,:,:,42.16,:,39.79,41.04,:,35.45,38.54,:,:,29.93
Annual,Per million inhabitants,Charleroi,4.75,9.51,4.75,7.11,7.1,:,9.43,9.41,7.01,11.63,2.32,25.56,13.92,13.9
Annual,Per million inhabitants,Liège,:,:,25.77,12.06,19.47,:,:,:,:,:,21.47,:,:,:
Annual,Per million inhabitants,Sofia,:,:,:,:,:,:,:,:,:,:,22.68,:,30.33,:
Annual,Per million inhabitants,Plovdiv,:,:,:,:,7.21,17.37,8.72,20.41,21.95,63.15,30.93,45.71,53.29,29.71
Annual,Per million inhabitants,Varna,:,:,:,:,4.25,:,6.35,10.55,2.11,6.32,27.46,14.77,14.77,16.92
Annual,Per million inhabitants,Burgas,:,:,:,2.39,2.39,:,4.8,2.4,2.4,2.41,2.41,4.83,7.24,2.42
Annual,Per million inhabitants,Zürich,14.5,33.6,38.83,45.58,42.83,42.06,36.02,29.6,35.69,32.32,51.12,47.0,50.47,14.32
Annual,Per million inhabitants,Genève,35.82,47.17,77.21,99.85,99.25,77.59,26.9,41.92,30.59,15.2,38.87,34.08,20.95,26.82
Annual,Per million inhabitants,Basel,22.38,44.63,52.03,34.17,65.3,56.14,48.5,46.84,56.03,22.02,32.14,44.93,34.5,32.77
Annual,Per million inhabitants,Bern,7.37,16.81,30.35,38.66,78.21,22.85,13.41,4.11,8.16,7.11,7.05,3.99,7.93,5.9
Annual,Per million inhabitants,Lausanne,41.2,71.98,101.95,107.02,92.12,90.77,47.95,21.38,43.46,34.44,58.55,12.01,73.54,47.84
Annual,Per million inhabitants,Lefkosia,5.6,2.77,9.55,12.1,10.56,2.58,8.78,14.65,19.05,16.24,33.49,27.97,16.53,20.04
Annual,Per million inhabitants,Praha,1.31,3.05,11.71,20.19,17.88,23.78,17.59,30.3,33.21,37.68,33.88,36.53,30.69,28.14
Annual,Per million inhabitants,Brno,:,7.95,10.59,7.94,11.44,15.71,17.34,18.12,29.22,22.29,24.81,34.19,23.87,10.21
Annual,Per million inhabitants,Ostrava,0.8,1.6,1.6,7.22,12.06,10.46,16.09,12.1,12.15,19.5,10.6,18.82,12.32,12.36
Annual,Per million inhabitants,Plzen,:,:,1.82,3.63,5.42,3.57,8.79,:,7.0,1.75,6.98,12.21,3.48,12.14
