Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-11.1,2.9,-3.2,-6.5,22.1,7.5,-5.1,15.5,9.4,7.0,12.0,10.2
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-11.7,2.2,-4.1,-6.6,24.1,8.4,-4.6,15.9,10.0,7.8,13.3,12.9
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-0.3,5.4,-2.5,2.6,4.0,-2.7,-0.2,1.6,3.1,0.1,-2.7,5.0
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),0.9,4.5,-3.3,4.5,4.8,-2.6,-0.7,2.9,2.0,-0.2,-2.1,5.0
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),46368.7,48895.6,47684.2,48942.5,50878.7,49517.7,49412.8,50180.2,51712.5,51763.3,50353.1,52888.3
Monthly,Exports,"Chemicals and related products, n.e.s.",Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),42736.3,44659.6,43185.7,45119.0,47271.5,46059.5,45759.4,47094.8,48020.0,47920.2,46900.0,49248.9
