Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 24 years,Males,Germany,61.9,53.3,76.5
Annual,Percentage,From 15 to 24 years,Males,Denmark,86.6,92.0,97.0
Annual,Percentage,From 15 to 24 years,Males,Estonia,88.8,88.1 u,88.3 u
Annual,Percentage,From 15 to 24 years,Males,Greece,50.9,76.7,67.6 u
Annual,Percentage,From 15 to 24 years,Males,Spain,47.3,63.9,66.5
Annual,Percentage,From 15 to 24 years,Males,European Union - 27 countries (from 2020),67.8,68.0,72.3
Annual,Percentage,From 15 to 24 years,Males,European Union - 28 countries (2013-2020),65.5,66.4,72.9
Annual,Percentage,From 15 to 24 years,Males,Finland,88.3,95.0,86.3 u
Annual,Percentage,From 15 to 24 years,Males,France,70.1,63.7,73.6
Annual,Percentage,From 15 to 24 years,Males,Croatia,71.6,76.2,48.9 u
Annual,Percentage,From 15 to 24 years,Males,Hungary,66.4,88.3 u,79.7 u
Annual,Percentage,From 15 to 24 years,Males,Ireland,67.6,61.3,79.9
Annual,Percentage,From 15 to 24 years,Males,Italy,81.8,94.9,60.0 u
Annual,Percentage,From 15 to 24 years,Males,Lithuania,89.3,88.0,63.9 u
Annual,Percentage,From 15 to 24 years,Males,Luxembourg,59.8 u,76.7,81.8 u
Annual,Percentage,From 15 to 24 years,Males,Latvia,78.1,90.6,98.9
Annual,Percentage,From 15 to 24 years,Males,Malta,96.7,95.8,94.1
Annual,Percentage,From 15 to 24 years,Males,Netherlands,82.5,74.1,76.9
Annual,Percentage,From 15 to 24 years,Males,Poland,77.1,67.8,74.3
Annual,Percentage,From 15 to 24 years,Males,Portugal,54.4,53.4 u,30.3 u
Annual,Percentage,From 15 to 24 years,Males,Romania,77.4,68.1 u,66.9 u
Annual,Percentage,From 15 to 24 years,Males,Sweden,88.3 u,60.0 u,84.9
Annual,Percentage,From 15 to 24 years,Males,Slovenia,74.7,95.2,80.8
Annual,Percentage,From 15 to 24 years,Males,Slovakia,71.6 u,62.5 u,79.8 u
Annual,Percentage,From 15 to 24 years,Males,United Kingdom,51.5,58.5,75.0
Annual,Percentage,From 15 to 24 years,Total,Austria,57.9,67.0,62.6
Annual,Percentage,From 15 to 24 years,Total,Belgium,81.5,71.3,74.3
Annual,Percentage,From 15 to 24 years,Total,Bulgaria,62.2,67.8,54.0
Annual,Percentage,From 15 to 24 years,Total,Cyprus,69.1,73.2,67.2
Annual,Percentage,From 15 to 24 years,Total,Czechia,75.0,76.8,83.3
Annual,Percentage,From 15 to 24 years,Total,Germany,64.1,62.2,79.1
Annual,Percentage,From 15 to 24 years,Total,Denmark,87.1,87.1,90.0
Annual,Percentage,From 15 to 24 years,Total,Estonia,81.1,88.8,94.0
Annual,Percentage,From 15 to 24 years,Total,Greece,57.3,61.3,64.1
Annual,Percentage,From 15 to 24 years,Total,Spain,52.9,66.8,63.3
Annual,Percentage,From 15 to 24 years,Total,European Union - 27 countries (from 2020),68.8,69.2,74.6
Annual,Percentage,From 15 to 24 years,Total,European Union - 28 countries (2013-2020),66.6,66.8,75.3
Annual,Percentage,From 15 to 24 years,Total,Finland,88.4,96.8,85.7
Annual,Percentage,From 15 to 24 years,Total,France,69.1,62.9,77.5
Annual,Percentage,From 15 to 24 years,Total,Croatia,75.7,77.0,64.5
Annual,Percentage,From 15 to 24 years,Total,Hungary,63.9,76.2,63.2
Annual,Percentage,From 15 to 24 years,Total,Ireland,70.8,54.5,66.9
Annual,Percentage,From 15 to 24 years,Total,Italy,75.8,87.6,70.5
Annual,Percentage,From 15 to 24 years,Total,Lithuania,87.7,85.5,64.6
Annual,Percentage,From 15 to 24 years,Total,Luxembourg,73.7 u,78.0,82.9
Annual,Percentage,From 15 to 24 years,Total,Latvia,82.0,90.2,95.7
Annual,Percentage,From 15 to 24 years,Total,Malta,87.4,94.9,93.1
Annual,Percentage,From 15 to 24 years,Total,Netherlands,80.7,72.4,76.3
Annual,Percentage,From 15 to 24 years,Total,Poland,75.0,68.9,72.7
Annual,Percentage,From 15 to 24 years,Total,Portugal,64.9,64.4,42.0
Annual,Percentage,From 15 to 24 years,Total,Romania,76.6,67.8,75.3
Annual,Percentage,From 15 to 24 years,Total,Sweden,91.1,73.3,84.2
Annual,Percentage,From 15 to 24 years,Total,Slovenia,77.8,88.4,79.9
Annual,Percentage,From 15 to 24 years,Total,Slovakia,76.3,70.0,76.4
Annual,Percentage,From 15 to 24 years,Total,United Kingdom,55.1,55.8,77.6
Annual,Percentage,From 15 to 64 years,Females,Austria,79.8,77.2,74.7
Annual,Percentage,From 15 to 64 years,Females,Belgium,83.3,83.2,84.9
Annual,Percentage,From 15 to 64 years,Females,Bulgaria,66.0,67.8,63.8
Annual,Percentage,From 15 to 64 years,Females,Cyprus,67.5,73.1,73.2
Annual,Percentage,From 15 to 64 years,Females,Czechia,75.4,83.3,79.9
Annual,Percentage,From 15 to 64 years,Females,Germany,75.1,79.2,82.6
Annual,Percentage,From 15 to 64 years,Females,Denmark,89.9,91.1,92.2
Annual,Percentage,From 15 to 64 years,Females,Estonia,86.4,90.8,89.7
Annual,Percentage,From 15 to 64 years,Females,Greece,76.8,77.0,66.4
Annual,Percentage,From 15 to 64 years,Females,Spain,72.9,73.7,76.2
Annual,Percentage,From 15 to 64 years,Females,European Union - 27 countries (from 2020),78.7,78.9,80.4
Annual,Percentage,From 15 to 64 years,Females,European Union - 28 countries (2013-2020),78.1,78.8,80.6
Annual,Percentage,From 15 to 64 years,Females,Finland,86.6,92.1,90.6
Annual,Percentage,From 15 to 64 years,Females,France,80.2,74.7,80.6
Annual,Percentage,From 15 to 64 years,Females,Croatia,74.5,65.9,71.0
Annual,Percentage,From 15 to 64 years,Females,Hungary,81.6,80.3,71.5
Annual,Percentage,From 15 to 64 years,Females,Ireland,81.6,70.1,75.2
Annual,Percentage,From 15 to 64 years,Females,Italy,83.8,83.7,86.4
Annual,Percentage,From 15 to 64 years,Females,Lithuania,87.3,84.9,80.5
Annual,Percentage,From 15 to 64 years,Females,Luxembourg,87.8,83.7,88.2
Annual,Percentage,From 15 to 64 years,Females,Latvia,89.5,91.5,83.5
Annual,Percentage,From 15 to 64 years,Females,Malta,85.9,96.9,96.3
Annual,Percentage,From 15 to 64 years,Females,Netherlands,82.9,83.7,84.2
Annual,Percentage,From 15 to 64 years,Females,Poland,76.3,78.8,80.8
Annual,Percentage,From 15 to 64 years,Females,Portugal,75.0,80.5,67.9
Annual,Percentage,From 15 to 64 years,Females,Romania,76.9,73.6,75.3
Annual,Percentage,From 15 to 64 years,Females,Sweden,92.0,88.2,85.8
Annual,Percentage,From 15 to 64 years,Females,Slovenia,78.2,84.0,83.8
Annual,Percentage,From 15 to 64 years,Females,Slovakia,79.9,77.9,75.3
Annual,Percentage,From 15 to 64 years,Females,United Kingdom,74.8,78.0,81.9
Annual,Percentage,From 15 to 64 years,Males,Austria,76.8,74.4,74.8
Annual,Percentage,From 15 to 64 years,Males,Belgium,81.1,80.1,83.4
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,65.4,63.8,61.6
Annual,Percentage,From 15 to 64 years,Males,Cyprus,76.8,74.5,71.0
Annual,Percentage,From 15 to 64 years,Males,Czechia,70.7,82.6,78.9
Annual,Percentage,From 15 to 64 years,Males,Germany,78.6,76.1,81.1
Annual,Percentage,From 15 to 64 years,Males,Denmark,91.3,96.4,94.7
Annual,Percentage,From 15 to 64 years,Males,Estonia,85.9,90.2,91.6
Annual,Percentage,From 15 to 64 years,Males,Greece,79.2,74.6,74.3
Annual,Percentage,From 15 to 64 years,Males,Spain,64.9,71.1,75.7
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),78.7,78.0,79.7
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),78.1,77.8,79.8
Annual,Percentage,From 15 to 64 years,Males,Finland,90.7,94.3,92.0
Annual,Percentage,From 15 to 64 years,Males,France,79.5,75.2,82.6
Annual,Percentage,From 15 to 64 years,Males,Croatia,71.9,69.0,67.2
Annual,Percentage,From 15 to 64 years,Males,Hungary,79.3,81.0,66.3
Annual,Percentage,From 15 to 64 years,Males,Ireland,82.4,75.8,81.8
Annual,Percentage,From 15 to 64 years,Males,Italy,85.7,83.8,80.0
Annual,Percentage,From 15 to 64 years,Males,Lithuania,85.8,85.5,82.1
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,84.2,81.1,84.9
Annual,Percentage,From 15 to 64 years,Males,Latvia,86.0,88.0,84.4
Annual,Percentage,From 15 to 64 years,Males,Malta,92.5,94.5,95.4
Annual,Percentage,From 15 to 64 years,Males,Netherlands,87.6,88.6,89.0
Annual,Percentage,From 15 to 64 years,Males,Poland,76.4,79.6,77.4
Annual,Percentage,From 15 to 64 years,Males,Portugal,74.5,74.1,67.9
Annual,Percentage,From 15 to 64 years,Males,Romania,80.8,72.4,75.7
Annual,Percentage,From 15 to 64 years,Males,Sweden,93.9,87.1,88.8
Annual,Percentage,From 15 to 64 years,Males,Slovenia,80.8,82.9,83.2
Annual,Percentage,From 15 to 64 years,Males,Slovakia,72.5,71.4,73.1
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,73.7,76.1,80.6
Annual,Percentage,From 15 to 64 years,Total,Austria,78.2,75.7,74.7
Annual,Percentage,From 15 to 64 years,Total,Belgium,82.1,81.5,84.1
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,65.6,65.7,62.7
Annual,Percentage,From 15 to 64 years,Total,Cyprus,72.7,73.9,72.1
Annual,Percentage,From 15 to 64 years,Total,Czechia,72.7,82.9,79.4
Annual,Percentage,From 15 to 64 years,Total,Germany,77.0,77.6,81.8
Annual,Percentage,From 15 to 64 years,Total,Denmark,90.7,93.9,93.5
Annual,Percentage,From 15 to 64 years,Total,Estonia,86.1,90.5,90.6
Annual,Percentage,From 15 to 64 years,Total,Greece,78.3,75.5,70.9
Annual,Percentage,From 15 to 64 years,Total,Spain,68.1,72.3,76.0
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),78.7,78.4,80.0
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),78.1,78.2,80.2
Annual,Percentage,From 15 to 64 years,Total,Finland,88.7,93.2,91.3
Annual,Percentage,From 15 to 64 years,Total,France,79.8,74.9,81.6
Annual,Percentage,From 15 to 64 years,Total,Croatia,73.1,67.6,69.1
Annual,Percentage,From 15 to 64 years,Total,Hungary,80.4,80.7,69.0
Annual,Percentage,From 15 to 64 years,Total,Ireland,82.1,73.2,78.7
Annual,Percentage,From 15 to 64 years,Total,Italy,84.9,83.7,82.9
Annual,Percentage,From 15 to 64 years,Total,Lithuania,86.6,85.2,81.3
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,85.7,82.2,86.5
Annual,Percentage,From 15 to 64 years,Total,Latvia,87.7,89.8,83.9
Annual,Percentage,From 15 to 64 years,Total,Malta,90.4,95.3,95.8
Annual,Percentage,From 15 to 64 years,Total,Netherlands,85.5,86.4,86.8
Annual,Percentage,From 15 to 64 years,Total,Poland,76.4,79.2,79.1
Annual,Percentage,From 15 to 64 years,Total,Portugal,74.7,77.1,67.9
Annual,Percentage,From 15 to 64 years,Total,Romania,79.0,73.0,75.5
Annual,Percentage,From 15 to 64 years,Total,Sweden,92.9,87.6,87.3
Annual,Percentage,From 15 to 64 years,Total,Slovenia,79.6,83.4,83.5
Annual,Percentage,From 15 to 64 years,Total,Slovakia,75.8,74.3,74.2
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,74.2,77.0,81.2
Annual,Percentage,From 25 to 64 years,Females,Austria,81.8,78.7,73.1
Annual,Percentage,From 25 to 64 years,Females,Belgium,82.9,84.7,85.1
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,66.8,67.4,63.8
Annual,Percentage,From 25 to 64 years,Females,Cyprus,71.3,72.9,74.5
Annual,Percentage,From 25 to 64 years,Females,Czechia,76.2,84.7,78.5
Annual,Percentage,From 25 to 64 years,Females,Germany,74.4,80.7,82.2
Annual,Percentage,From 25 to 64 years,Females,Denmark,91.9,92.7,93.3
Annual,Percentage,From 25 to 64 years,Females,Estonia,87.7,90.6,88.9
Annual,Percentage,From 25 to 64 years,Females,Greece,77.5,78.7,65.3
Annual,Percentage,From 25 to 64 years,Females,Spain,75.9,72.9,77.0
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),79.3,79.5,80.3
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),79.1,79.8,80.6
Annual,Percentage,From 25 to 64 years,Females,Finland,85.3,91.0,91.1
Annual,Percentage,From 25 to 64 years,Females,France,81.8,75.7,80.4
Annual,Percentage,From 25 to 64 years,Females,Croatia,75.1,64.1,70.0
Annual,Percentage,From 25 to 64 years,Females,Hungary,82.0,81.1,72.4
Annual,Percentage,From 25 to 64 years,Females,Ireland,82.9,76.1,78.3
Annual,Percentage,From 25 to 64 years,Females,Italy,85.4,83.7,86.0
Annual,Percentage,From 25 to 64 years,Females,Lithuania,87.3,83.9,84.3
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,87.1,83.4,88.8
Annual,Percentage,From 25 to 64 years,Females,Latvia,90.3,91.5,81.6
Annual,Percentage,From 25 to 64 years,Females,Malta,88.2,97.9,97.5
Annual,Percentage,From 25 to 64 years,Females,Netherlands,83.3,85.8,88.3
Annual,Percentage,From 25 to 64 years,Females,Poland,77.2,79.3,81.4
Annual,Percentage,From 25 to 64 years,Females,Portugal,73.8,80.3,67.6
Annual,Percentage,From 25 to 64 years,Females,Romania,74.9,73.7,74.9
Annual,Percentage,From 25 to 64 years,Females,Sweden,92.6,87.7,85.0
Annual,Percentage,From 25 to 64 years,Females,Slovenia,77.1,85.2,84.2
Annual,Percentage,From 25 to 64 years,Females,Slovakia,79.7,77.2,75.2
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,77.5,82.0,82.9
Annual,Percentage,From 25 to 64 years,Males,Austria,79.5,76.7,77.2
Annual,Percentage,From 25 to 64 years,Males,Belgium,80.4,80.5,84.7
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,64.5,64.6,64.4
Annual,Percentage,From 25 to 64 years,Males,Cyprus,76.0,75.8,72.0
Annual,Percentage,From 25 to 64 years,Males,Czechia,70.1,84.4,78.2
Annual,Percentage,From 25 to 64 years,Males,Germany,81.8,79.3,81.0
Annual,Percentage,From 25 to 64 years,Males,Denmark,92.2,98.0,95.7
Annual,Percentage,From 25 to 64 years,Males,Estonia,85.7,92.7,92.4
Annual,Percentage,From 25 to 64 years,Males,Greece,80.4,72.3,73.7
Annual,Percentage,From 25 to 64 years,Males,Spain,65.9,72.1,76.1
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),79.8,79.1,79.9
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),79.3,78.9,80.2
Annual,Percentage,From 25 to 64 years,Males,Finland,91.2,94.1,92.6
Annual,Percentage,From 25 to 64 years,Males,France,80.4,76.2,84.2
Annual,Percentage,From 25 to 64 years,Males,Croatia,73.3,68.8,67.6
Annual,Percentage,From 25 to 64 years,Males,Hungary,79.7,80.4,65.5
Annual,Percentage,From 25 to 64 years,Males,Ireland,84.8,76.1,83.4
Annual,Percentage,From 25 to 64 years,Males,Italy,86.3,82.6,79.4
Annual,Percentage,From 25 to 64 years,Males,Lithuania,85.4,84.6,84.3
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,84.6,80.0,84.8
Annual,Percentage,From 25 to 64 years,Males,Latvia,87.7,88.1,83.4
Annual,Percentage,From 25 to 64 years,Males,Malta,91.5,94.5,94.6
Annual,Percentage,From 25 to 64 years,Males,Netherlands,87.7,92.0,90.9
Annual,Percentage,From 25 to 64 years,Males,Poland,75.1,81.1,76.8
Annual,Percentage,From 25 to 64 years,Males,Portugal,77.0,76.7,68.8
Annual,Percentage,From 25 to 64 years,Males,Romania,81.4,73.6,74.8
Annual,Percentage,From 25 to 64 years,Males,Sweden,94.1,89.3,88.3
Annual,Percentage,From 25 to 64 years,Males,Slovenia,79.7,80.5,83.1
Annual,Percentage,From 25 to 64 years,Males,Slovakia,71.4,71.0,72.0
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,75.7,77.6,82.2
Annual,Percentage,From 25 to 64 years,Total,Austria,80.6,77.6,75.1
Annual,Percentage,From 25 to 64 years,Total,Belgium,81.5,82.4,84.9
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,65.6,66.0,64.1
Annual,Percentage,From 25 to 64 years,Total,Cyprus,73.8,74.5,73.3
Annual,Percentage,From 25 to 64 years,Total,Czechia,72.8,84.5,78.3
Annual,Percentage,From 25 to 64 years,Total,Germany,78.4,80.0,81.6
Annual,Percentage,From 25 to 64 years,Total,Denmark,92.0,95.4,94.5
Annual,Percentage,From 25 to 64 years,Total,Estonia,86.7,91.6,90.6
Annual,Percentage,From 25 to 64 years,Total,Greece,79.2,75.0,70.0
Annual,Percentage,From 25 to 64 years,Total,Spain,70.0,72.5,76.5
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),79.6,79.3,80.1
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),79.2,79.4,80.4
Annual,Percentage,From 25 to 64 years,Total,Finland,88.4,92.6,91.9
Annual,Percentage,From 25 to 64 years,Total,France,81.0,76.0,82.3
Annual,Percentage,From 25 to 64 years,Total,Croatia,74.1,66.6,68.8
Annual,Percentage,From 25 to 64 years,Total,Hungary,80.8,80.7,69.1
Annual,Percentage,From 25 to 64 years,Total,Ireland,84.0,76.1,80.9
Annual,Percentage,From 25 to 64 years,Total,Italy,85.9,83.1,82.5
Annual,Percentage,From 25 to 64 years,Total,Lithuania,86.4,84.2,84.3
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,85.6,81.5,86.8
Annual,Percentage,From 25 to 64 years,Total,Latvia,89.0,89.8,82.5
Annual,Percentage,From 25 to 64 years,Total,Malta,90.6,95.7,95.9
Annual,Percentage,From 25 to 64 years,Total,Netherlands,85.7,89.1,89.6
Annual,Percentage,From 25 to 64 years,Total,Poland,76.1,80.3,79.3
Annual,Percentage,From 25 to 64 years,Total,Portugal,75.5,78.4,68.2
Annual,Percentage,From 25 to 64 years,Total,Romania,78.4,73.6,74.8
Annual,Percentage,From 25 to 64 years,Total,Sweden,93.4,88.5,86.7
Annual,Percentage,From 25 to 64 years,Total,Slovenia,78.4,82.8,83.6
Annual,Percentage,From 25 to 64 years,Total,Slovakia,75.3,73.8,73.6
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,76.5,79.7,82.5
Annual,Percentage,From 55 to 64 years,Females,Austria,81.4,83.1,88.5
Annual,Percentage,From 55 to 64 years,Females,Belgium,85.6,81.0,87.2
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,65.5,73.1,63.2
Annual,Percentage,From 55 to 64 years,Females,Cyprus,55.6 u,75.2,65.6
Annual,Percentage,From 55 to 64 years,Females,Czechia,73.4,78.9,81.2
Annual,Percentage,From 55 to 64 years,Females,Germany,86.9,77.4,84.4
Annual,Percentage,From 55 to 64 years,Females,Denmark,80.7,92.7,95.2
Annual,Percentage,From 55 to 64 years,Females,Estonia,90.3,92.2,88.7
Annual,Percentage,From 55 to 64 years,Females,Greece,89.6 u,83.8,76.4
Annual,Percentage,From 55 to 64 years,Females,Spain,67.6,82.7,77.3
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),83.0,81.4,82.2
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),82.6,81.6,81.7
Annual,Percentage,From 55 to 64 years,Females,Finland,91.5,92.4,90.3
Annual,Percentage,From 55 to 64 years,Females,France,80.3,77.3,80.9
Annual,Percentage,From 55 to 64 years,Females,Croatia,65.6,70.0,71.4
Annual,Percentage,From 55 to 64 years,Females,Hungary,94.4,84.5,75.5
Annual,Percentage,From 55 to 64 years,Females,Ireland,82.3,51.0,70.5
Annual,Percentage,From 55 to 64 years,Females,Italy,88.9,87.2,88.6
Annual,Percentage,From 55 to 64 years,Females,Lithuania,89.1,92.5,74.7
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,94.9 u,91.4,85.3
Annual,Percentage,From 55 to 64 years,Females,Latvia,86.4,92.5,86.9
Annual,Percentage,From 55 to 64 years,Females,Malta,100.0 u,96.0,93.9
Annual,Percentage,From 55 to 64 years,Females,Netherlands,85.4,90.7,76.2
Annual,Percentage,From 55 to 64 years,Females,Poland,71.9,83.0,82.8
Annual,Percentage,From 55 to 64 years,Females,Portugal,79.3,83.8,73.6
Annual,Percentage,From 55 to 64 years,Females,Romania,95.8,76.5,73.2
Annual,Percentage,From 55 to 64 years,Females,Sweden,89.0,90.7,89.2
Annual,Percentage,From 55 to 64 years,Females,Slovenia,89.5 u,76.7,83.4
Annual,Percentage,From 55 to 64 years,Females,Slovakia,76.7,82.6,77.0
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,80.3,82.6,78.1
Annual,Percentage,From 55 to 64 years,Males,Austria,85.6,65.8,78.7
Annual,Percentage,From 55 to 64 years,Males,Belgium,90.1,81.6,82.0
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,70.7,54.4,54.5
Annual,Percentage,From 55 to 64 years,Males,Cyprus,74.9,69.0,70.5
Annual,Percentage,From 55 to 64 years,Males,Czechia,69.0,75.5,85.8
Annual,Percentage,From 55 to 64 years,Males,Germany,76.0,77.0,83.9
Annual,Percentage,From 55 to 64 years,Males,Denmark,90.9,94.0,89.9
Annual,Percentage,From 55 to 64 years,Males,Estonia,84.0,76.3,89.8
Annual,Percentage,From 55 to 64 years,Males,Greece,87.1,86.1,79.4
Annual,Percentage,From 55 to 64 years,Males,Spain,84.2,69.1,76.8
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),82.7,78.6,82.3
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),83.0,79.2,81.7
Annual,Percentage,From 55 to 64 years,Males,Finland,89.8,95.1,90.8
Annual,Percentage,From 55 to 64 years,Males,France,81.0,77.1,79.5
Annual,Percentage,From 55 to 64 years,Males,Croatia,62.7,65.9,72.7
Annual,Percentage,From 55 to 64 years,Males,Hungary,86.0,81.2,66.0
Annual,Percentage,From 55 to 64 years,Males,Ireland,87.2,82.5,76.3
Annual,Percentage,From 55 to 64 years,Males,Italy,85.4,86.0,87.2
Annual,Percentage,From 55 to 64 years,Males,Lithuania,85.0,90.6,80.9
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,95.1 u,93.2,87.7
Annual,Percentage,From 55 to 64 years,Males,Latvia,82.7,84.6,80.6
Annual,Percentage,From 55 to 64 years,Males,Malta,93.3,92.5,98.7
Annual,Percentage,From 55 to 64 years,Males,Netherlands,93.1,87.6,91.5
Annual,Percentage,From 55 to 64 years,Males,Poland,85.9,78.5,81.3
Annual,Percentage,From 55 to 64 years,Males,Portugal,79.5,71.9,75.4
Annual,Percentage,From 55 to 64 years,Males,Romania,81.3,69.6,84.4
Annual,Percentage,From 55 to 64 years,Males,Sweden,94.4,93.6,92.3
Annual,Percentage,From 55 to 64 years,Males,Slovenia,95.4 u,88.2,85.4
Annual,Percentage,From 55 to 64 years,Males,Slovakia,82.1,81.3,75.3
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,84.8,83.5,78.0
Annual,Percentage,From 55 to 64 years,Total,Austria,84.3,72.1,83.2
Annual,Percentage,From 55 to 64 years,Total,Belgium,88.7,81.4,84.5
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,68.5,63.1,59.0
Annual,Percentage,From 55 to 64 years,Total,Cyprus,68.4,71.3,68.9
Annual,Percentage,From 55 to 64 years,Total,Czechia,70.8,76.8,83.4
Annual,Percentage,From 55 to 64 years,Total,Germany,81.0,77.2,84.1
Annual,Percentage,From 55 to 64 years,Total,Denmark,86.5,93.4,92.3
Annual,Percentage,From 55 to 64 years,Total,Estonia,86.6,85.9,89.2
Annual,Percentage,From 55 to 64 years,Total,Greece,87.7,85.3,78.2
Annual,Percentage,From 55 to 64 years,Total,Spain,78.6,74.2,77.0
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),82.8,79.7,82.2
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),82.8,80.2,81.7
Annual,Percentage,From 55 to 64 years,Total,Finland,90.5,93.7,90.5
Annual,Percentage,From 55 to 64 years,Total,France,80.7,77.2,80.2
Annual,Percentage,From 55 to 64 years,Total,Croatia,64.0,67.6,72.1
Annual,Percentage,From 55 to 64 years,Total,Hungary,89.7,82.7,70.1
