Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,Other manufactured goods,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-8.9,0.7,0.6,-11.4,10.2,0.5,-8.4,9.4,-2.7,0.2,6.1,-3.4
Monthly,Exports,Other manufactured goods,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-8.3,0.3,1.6,-10.6,11.1,1.1,-7.1,10.1,-2.0,0.7,5.6,-1.4
Monthly,Exports,Other manufactured goods,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-1.2,2.3,-0.2,-0.5,2.0,-1.3,-1.3,0.5,0.3,-0.1,0.0,-0.5
Monthly,Exports,Other manufactured goods,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-0.4,1.5,0.0,0.8,0.9,-0.2,-1.2,0.4,-0.5,0.3,0.3,-0.3
Monthly,Exports,Other manufactured goods,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),52730.9,53954.1,53826.3,53576.1,54657.0,53929.0,53220.2,53460.4,53624.7,53570.4,53575.5,53299.9
Monthly,Exports,Other manufactured goods,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),45254.0,45931.3,45932.4,46320.0,46755.7,46642.8,46074.1,46280.9,46052.5,46183.1,46319.4,46169.6
