Time frequency,Age class,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Austria,:,:,:,:,5.3,4.9,4.8,5.0,5.5,5.6,5.6,5.8,5.3,4.9,4.6,5.9,6.1,4.5,4.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,22.0,19.8,16.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Belgium,:,:,:,:,8.2,8.6,7.3,7.5,8.3,8.1,7.9,7.6,7.1 b,5.6,5.0,5.5,5.9,5.3,5.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Bulgaria,:,:,:,:,7.7,10.6 b,11.1 b,11.8,12.8,11.3,9.3,7.9,6.9,5.6,4.8 b,5.6,4.9,3.9,4.2
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Switzerland,:,:,:,:,:,5.2 b,4.8,4.7,4.9,5.0,4.9,5.0,5.1,5.1,4.7,5.0,5.3,4.4,4.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Cyprus,:,:,:,:,5.5,6.4,7.7,11.1,15.2,15.1,14.8,13.4,11.3,8.8,7.7,7.5,7.3,6.8,5.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Czechia,:,:,:,:,7.7,8.5,7.9 b,8.2,8.3,7.4,6.1,4.7,3.6,2.8,2.4,3.0,3.4,2.8,3.1
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Germany,:,:,:,:,6.9,6.1 b,5.3 b,4.9,4.6,4.4,4.0,3.5,3.1,2.8,2.6,3.3 b,3.2,2.9,2.8
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Denmark,:,:,:,:,5.7,6.8,7.6,7.8,7.7,7.1,6.5,6.4 b,6.1 b,5.3,5.3,6.0,5.2,4.5,5.3 b
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Euro area – 20 countries (from 2023),:,:,:,:,9.8,10.4,10.5,11.7,12.3,11.9,11.2,10.5,9.5,8.6,8.0,8.3,8.2,7.2,6.9
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Estonia,:,:,:,:,10.2,13.9,11.5,8.9,8.0,6.7,6.2,6.1,5.1,5.2,4.8,6.6,5.6,5.1,6.7
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Greece,:,:,:,:,13.5,16.7,21.8,28.6,31.7,30.4,29.0,28.5,26.4,24.7,22.4,21.5,18.9,16.4,14.3
Annual,From 15 to 74 years,Percentage of population in the labour force,Females,Spain,:,:,:,:,18.1,20.2,21.8,25.1,26.7,25.4,23.6,21.4,19.0,17.0,16.0,17.4,16.8 d,14.9 d,13.9 d
