Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage of gross domestic product (GDP),Armenia,3.4,3.4,3.5,7.4,9.6,8.7,8.5,8.3,7.9,8.7,9.3,8.0,7.4,7.1,6.9,9.0,:,:
Annual,Percentage of gross domestic product (GDP),Belarus,12.5 d,13.4 d,13.4 d,12.5 d,13.5 d,13.7 d,11.4 d,12.7 d,13.9 d,13.8 d,14.5 d,14.7 d,13.9 d,13.3 d,13.8 d,13.9 d,:,:
Annual,Percentage of gross domestic product (GDP),Georgia,5.4 d,5.0 d,3.8 d,1.7 d,2.6 d,6.5 d,6.1 d,6.4 d,7.0 d,7.7 d,7.3 d,7.4 d,6.8 d,6.5 d,6.7 dp,9.5 dp,7.8 d,6.8 d
Annual,Percentage of gross domestic product (GDP),Ukraine,:,:,27.1,28.9,33.7,32.5,29.9,31.2,31.0,29.3 d,28.1 d,18.2 d,17.6 d,17.5 d,17.3 d,17.9 d,14.5 d,:
