Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Hegyeshalom - Bra-Raj,Goods trains,457.0
Annual,Number,Hegyeshalom - Bra-Raj,Passenger trains,1961.0
Annual,Number,Budapest - Tatabanya,Goods trains,332.0
Annual,Number,Budapest - Tatabanya,Passenger trains,18106.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Goods trains,25.0
Annual,Number,Komarom - Bif Gyorszabadhegy,Passenger trains,13776.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Goods trains,282.0
Annual,Number,Bif Gyorszabadhegy - Gyor,Passenger trains,9056.0
Annual,Number,Gyor - Hegyeshalom,Goods trains,1299.0
Annual,Number,Gyor - Hegyeshalom,Passenger trains,11803.0
Annual,Number,Hegyeshalom - Heg-Pan,Goods trains,0.0
Annual,Number,Szombathely - Celldomolk,Goods trains,731.0
Annual,Number,Szombathely - Celldomolk,Passenger trains,13169.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Goods trains,25.0
Annual,Number,Celldomolk - Bif Gyorszabadhegy,Passenger trains,6058.0
Annual,Number,Szombathely - Szentgotthard,Goods trains,1602.0
Annual,Number,Szombathely - Szentgotthard,Passenger trains,12472.0
Annual,Number,Szentgotthard - Graz-Sze,Goods trains,0.0
Annual,Number,Boba - Szekesfehervar,Goods trains,1006.0
Annual,Number,Boba - Szekesfehervar,Passenger trains,6001.0
Annual,Number,Szekesfehervar - Erd,Goods trains,2.0
Annual,Number,Szekesfehervar - Erd,Passenger trains,23618.0
Annual,Number,Erd - Budapest,Goods trains,46.0
Annual,Number,Erd - Budapest,Passenger trains,20370.0
Annual,Number,Szekesfehervar - Szabadbattyan,Goods trains,388.0
Annual,Number,Szekesfehervar - Szabadbattyan,Passenger trains,11867.0
Annual,Number,Komarom - Kom-Kom,Goods trains,0.0
Annual,Number,Murakeresztur - Murakeresztúr Határ/Kotoriba,Goods trains,0.0
Annual,Number,Murakeresztur - Gyekenyes,Goods trains,1395.0
Annual,Number,Murakeresztur - Gyekenyes,Passenger trains,5759.0
Annual,Number,Gyekenyes - Gyékényes Határ/Botovo,Goods trains,0.0
Annual,Number,Kaposvar - Dombovar,Goods trains,637.0
Annual,Number,Kaposvar - Dombovar,Passenger trains,7161.0
Annual,Number,Dombovar - Pecs,Goods trains,286.0
Annual,Number,Dombovar - Pecs,Passenger trains,12353.0
Annual,Number,Pusztaszabolcs - Erd,Goods trains,42.0
Annual,Number,Pusztaszabolcs - Erd,Passenger trains,16356.0
Annual,Number,Szob - Stu-Szob,Goods trains,0.0
Annual,Number,Szob - Stu-Szob,Passenger trains,2917.0
Annual,Number,Felsozsolca - Hidasnemeti,Goods trains,729.0
Annual,Number,Felsozsolca - Hidasnemeti,Passenger trains,6233.0
Annual,Number,Budapest - Szolnok,Goods trains,2948.0
Annual,Number,Budapest - Szolnok,Passenger trains,27857.0
Annual,Number,Budapest - Cegled,Goods trains,1692.0
Annual,Number,Budapest - Cegled,Passenger trains,33698.0
Annual,Number,Cegled - Szolnok,Goods trains,377.0
Annual,Number,Cegled - Szolnok,Passenger trains,16593.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Goods trains,2590.0
Annual,Number,Budapest - Kunszentmiklos-Tass,Passenger trains,10378.0
Annual,Number,Kiskunhalas - Kelebia,Goods trains,2857.0
Annual,Number,Kiskunhalas - Kelebia,Passenger trains,3913.0
Annual,Number,Kelebia - Kel-Sub,Goods trains,0.0
Annual,Number,Kelebia - Kel-Sub,Passenger trains,1091.0
Annual,Number,Cegled - Kecskemet,Goods trains,874.0
Annual,Number,Cegled - Kecskemet,Passenger trains,6487.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Goods trains,883.0
Annual,Number,Kiskunfelegyhaza - Kiskunhalas,Passenger trains,3701.0
Annual,Number,Kiskunfelegyhaza - Szeged,Goods trains,351.0
Annual,Number,Kiskunfelegyhaza - Szeged,Passenger trains,8902.0
Annual,Number,Szolnok - Szajol,Goods trains,3689.0
Annual,Number,Szolnok - Szajol,Passenger trains,25800.0
Annual,Number,Szajol - Bekescsaba,Goods trains,1631.0
