Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Austria,:,:,:,:,:,:,3.02,9.96,4.58,2.56,1.31,1.24,1.51,4.23,12.23,6.11
Annual,Number,Belgium,1.04,1.54,1.99,2.3,1.66,1.07,1.26,3.47,1.26,1.24,1.59,2.02,1.12,1.69,2.76,2.49
Annual,Number,Bulgaria,:,:,:,0.1,0.17,0.96,1.49,2.8,2.65,0.49,0.35,0.3,0.5,1.57,2.96,3.47
Annual,Number,Switzerland,1.99,1.87,1.72,2.44,3.24,2.4,2.7,4.62,3.1,1.97,1.59,1.47,1.13,1.53,2.64,3.04
Annual,Number,Cyprus,5.05,4.01,3.46,2.08,1.85,1.33,1.73,2.49,3.35,5.24,8.81,14.49,7.95,14.8,23.86,12.66
Annual,Number,Czechia,0.1,0.06,0.04,0.05,0.05,0.05,0.09,0.12,0.11,0.11,0.13,0.15,0.07,0.1,0.13,0.1
Annual,Number,Germany,0.26,0.34,0.5,0.57,0.8,1.36,2.14,5.44,8.79,2.4,1.96,1.72,1.23,1.78,2.62,3.9
Annual,Number,Denmark,0.43,0.67,0.92,0.71,1.08,1.28,2.58,3.68,1.06,0.54,0.6,0.45,0.24,0.34,0.76,0.4
Annual,Number,Estonia,0.01,0.03,0.02,0.05,0.06,0.07,0.11,0.17,0.11,0.14,0.07,0.08,0.03,0.06,2.21,2.91
Annual,Number,Greece,:,:,:,0.84,0.86,0.71,0.69,1.05,4.62,5.29,6.05,6.98,3.53,2.12,2.78,5.57
Annual,Number,Spain,:,:,0.05,0.06,0.05,0.09,0.12,0.31,0.34,0.71,1.13,2.45,1.82,1.31,2.45,3.34
Annual,Number,European Union - 27 countries (from 2020),:,:,:,:,:,:,1.2,2.74,2.62,1.39,1.27,1.41,0.93,1.2,1.96,2.34
Annual,Number,Finland,:,:,:,:,0.54,0.55,0.64,5.88,0.96,0.79,0.53,0.44,0.26,0.24,0.87,0.8
Annual,Number,France,:,0.65,0.74,0.8,0.83,0.92,0.89,1.06,1.15,1.38,1.89,2.06,1.21,1.53,2.02,2.13
Annual,Number,Croatia,:,:,:,:,:,0.25,0.09,0.03,0.51,0.21,0.16,0.31,0.38,0.61,0.69,0.42
Annual,Number,Hungary,:,:,:,:,:,1.87,4.17,17.7,2.87,0.32,0.06,0.05,0.01,0.0,0.0,0.0
Annual,Number,Ireland,0.85,0.59,0.42,0.28,0.2,0.2,0.31,0.7,0.47,0.61,0.76,0.97,0.31,0.52,2.7,2.55
Annual,Number,Iceland,:,:,:,:,:,:,:,1.09,3.31,3.14,2.1,2.26,1.71,2.35,12.03,10.63
Annual,Number,Italy,0.51,0.29,0.17,0.68,0.29,0.43,1.05,1.36,2.0,2.09,0.88,0.59,0.36,0.76,1.31,2.22
Annual,Number,Liechtenstein,:,:,:,:,:,:,:,:,2.05,3.81,3.86,1.09,0.65,2.07,1.76,1.74
Annual,Number,Lithuania,:,0.07,0.12,0.13,0.19,0.08,0.13,0.09,0.14,0.18,0.14,0.22,0.09,1.4,0.32,0.18
Annual,Number,Luxembourg,:,:,:,3.74,3.81,1.84,1.87,4.19,3.58,3.93,3.69,3.59,2.07,2.15,3.73,3.95
Annual,Number,Latvia,0.02,0.02,0.03,0.16,0.09,0.09,0.18,0.17,0.17,0.18,0.09,0.09,0.08,0.31,0.29,0.86
Annual,Number,Malta,6.39,5.8,0.35,4.49,4.94,5.21,2.97,3.85,3.85,3.5,4.28,8.13,4.69,2.33,1.76,0.91
Annual,Number,Netherlands,0.82,0.9,0.8,0.69,0.58,0.58,1.29,2.55,1.14,0.94,1.19,1.3,0.78,1.42,2.02,2.15
Annual,Number,Norway,2.96,3.43,1.91,1.73,1.85,2.26,2.14,5.9,0.62,0.64,0.48,0.41,0.25,0.3,0.86,0.95
Annual,Number,Poland,0.19,0.25,0.11,0.13,0.24,0.37,0.15,0.27,0.26,0.08,0.06,0.07,0.04,0.16,0.2,0.21
Annual,Number,Portugal,0.02,0.01,0.01,0.03,0.03,0.05,0.04,0.08,0.07,0.1,0.12,0.17,0.09,0.13,0.19,0.25
Annual,Number,Romania,:,:,:,0.08,0.12,0.07,0.08,0.06,0.09,0.24,0.1,0.13,0.31,0.47,0.63,0.52
Annual,Number,Sweden,2.64,2.55,3.4,3.15,4.62,5.15,7.77,16.02,2.27,2.22,1.84,2.03,1.14,0.87,1.26,0.85
Annual,Number,Slovenia,0.12,0.09,0.09,0.15,0.13,0.12,0.17,0.13,0.61,0.7,1.36,1.74,1.65,2.47,3.15,3.4
Annual,Number,Slovakia,:,:,0.06,0.06,0.1,0.05,0.04,0.05,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.07
