Time frequency,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Tuberculosis,Albania,:,:,:,:,1.6,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Tuberculosis,Austria,1.1,0.8,1.0,0.7,0.6,0.8,0.8,0.6,0.7,0.6,0.5,0.7,0.5,0.82,0.83,0.75,0.43,0.39,0.53,0.43,0.44,0.32
Annual,Tuberculosis,Belgium,:,:,:,1.0,0.8,0.9,0.6,0.9,0.8,0.6,0.5,0.48,0.51,0.48,0.35,0.52,0.26,0.35,0.33,0.47,0.33,0.16
Annual,Tuberculosis,Bulgaria,4.5,4.1,3.9,3.7,3.6,3.6,3.6,3.7,3.1,2.6,2.6,2.21,2.25,2.07,1.7,1.52,1.5,1.35,1.29,1.33,1.04,0.74
Annual,Tuberculosis,Switzerland,0.8,0.6,0.5,0.4,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.33,0.3,0.24,0.15,0.2,0.3,0.19,0.29,0.09,0.15,0.17
Annual,Tuberculosis,Cyprus,:,:,:,:,0.5,0.9,0.4,0.2,0.3,:,0.2,0.51,0.75,0.17,0.64,0.29,0.31,0.39,0.32,0.25,0.25,0.26
Annual,Tuberculosis,Czechia,1.6,1.2,1.2,1.1,0.9,0.8,0.7,0.9,0.6,0.6,0.4,0.63,0.33,0.74,0.43,0.56,0.42,0.38,0.36,0.22,0.23,0.34
Annual,Tuberculosis,Germany,0.9,0.7,0.7,0.7,0.6,0.6,0.5,0.6,0.4,0.4,0.4,0.4,0.42,0.42,0.35,0.34,0.31,0.31,0.32,0.3,0.29,0.28
Annual,Tuberculosis,Denmark,0.9,0.9,0.8,0.6,0.8,0.6,0.5,0.5,0.4,0.6,:,0.3,0.42,0.27,0.24,0.3,0.42,0.23,0.16,0.24,0.18,0.15
Annual,Tuberculosis,Estonia,8.2,8.1,6.7,7.3,8.1,4.1,5.1,5.0,4.4,4.0,3.3,3.69,2.73,1.88,2.14,1.7,2.06,1.71,0.96,1.2,0.61,0.99
Annual,Tuberculosis,Greece,0.9,1.2,1.0,1.2,0.8,0.9,0.8,1.0,0.8,0.8,0.7,0.59,0.85,0.6,0.42,0.34,0.37,0.44,0.39,0.32,0.28,0.28
Annual,Tuberculosis,Spain,1.5,1.4,1.4,1.3,1.2,1.2,1.0,1.0,0.8,0.9,0.9,0.63,0.7,0.63,0.57,0.51,0.5,0.48,0.49,0.42,0.37,0.33
Annual,Tuberculosis,European Union - 27 countries (from 2020),:,:,2.20 e,2.10 e,1.90 e,1.80 e,1.60 e,1.60 e,1.50 e,1.40 e,1.20 e,1.15,1.09,1.0,0.93,0.9,0.82,0.78,0.76,0.71,0.63,0.61
Annual,Tuberculosis,European Union - 28 countries (2013-2020),:,:,2.10 e,2.00 e,1.80 e,1.70 e,1.50 e,1.50 e,1.40 e,1.30 e,1.20 e,1.08 d,1.02 d,0.95 d,0.89,0.85,0.78,0.74,:,:,:,:
Annual,Tuberculosis,Finland,3.3,2.5,2.4,2.0,1.6,1.8,1.4,1.2,1.3,1.2,1.0,1.21,0.89,0.58,0.78,0.61,0.45,0.6,0.53,0.49,0.35,0.38
Annual,Tuberculosis,France,:,2.1,1.9,1.9,1.6,1.6,1.3,1.2,1.1,1.0,1.0,0.92,0.76,0.75,0.65,0.61,0.56,0.54,0.48,0.45,0.38,0.37
Annual,Tuberculosis,Croatia,:,:,5.2,4.4,4.4,3.3,3.8,2.7,2.8,3.1,2.1,1.64,1.46 d,1.25 d,0.91,1.1,1.35,1.36,0.94,0.84,0.57,0.46
Annual,Tuberculosis,Hungary,4.6,4.6,3.8,3.4,3.4,3.0,2.0,2.5,2.2,1.9,1.7,1.35 d,1.34 d,1.07 d,0.9,1.1,0.7,0.64,0.86,0.62,0.55,0.59
Annual,Tuberculosis,Ireland,2.5,1.4,1.8,1.6,1.7,1.1,1.6,2.1,1.3,1.4,1.4,1.05,0.95,0.78,0.81,0.57,0.52,0.46,0.76,0.23,0.46,0.31
Annual,Tuberculosis,Iceland,0.6,2.0,1.7,3.7,1.8,1.0,1.2,2.6,0.5,3.4,:,0.41,0.64,:,:,0.76,:,0.0,0.0,0.0,0.29,0.4
Annual,Tuberculosis,Italy,0.9,0.8,0.8,0.9,:,:,0.7,0.6,0.6,0.6,0.6,0.57,0.47,0.37,0.38,0.43,0.38,0.38,0.35,0.35,0.29,0.29
Annual,Tuberculosis,Liechtenstein,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0
Annual,Tuberculosis,Lithuania,12.3,11.9,11.4,11.4,10.5,11.7,12.3,11.5,11.3,8.8,7.4,7.4,8.74,7.15,7.7,6.31,5.98,5.4,3.85,3.74,3.51,3.32
Annual,Tuberculosis,Luxembourg,0.9,1.7,0.9,0.6,:,0.2,0.3,0.5,:,:,0.3,0.69,:,:,0.27,0.3,0.25,0.78,0.0,0.0,0.24,0.0
Annual,Tuberculosis,Latvia,13.8,13.1,9.8,10.3,8.7,8.7,8.6,6.8,5.5,5.0,4.1,3.76,2.93,5.15,3.29,4.7,3.86,3.58,3.11,3.74,2.96,3.22
Annual,Tuberculosis,North Macedonia,7.6,7.5,5.1,6.1,4.2,4.8,4.2,3.9,3.7,1.2,2.2,:,:,:,:,:,:,:,:,:,:,:
Annual,Tuberculosis,Malta,0.9,0.4,1.2,0.4,0.6,0.3,0.4,2.3,0.3,0.4,0.3,0.9,0.32,1.05,0.28,0.5,0.47,0.0,0.0,0.19,0.0,0.0
Annual,Tuberculosis,Netherlands,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.4,0.4,0.5,0.4,0.26,0.23,0.28,0.23,0.24,0.19,0.15,0.18,0.12,0.19,0.11
Annual,Tuberculosis,Norway,1.4,1.4,0.9,1.4,1.1,1.1,0.9,0.8,0.6,0.7,0.6,0.69,0.47,0.43,0.25,0.25,0.38,0.29,0.19,0.3,0.14,0.2
Annual,Tuberculosis,Poland,4.2,3.9,3.4,3.3,2.9,2.8,2.5,2.4,2.6,2.4,1.8,1.99,1.85,1.56,1.53,1.52,1.51,1.39,1.44,1.26,1.29,1.22
Annual,Tuberculosis,Portugal,3.9,3.9,3.8,3.8,3.3,3.0,2.4,2.7,2.4,2.5,2.0,2.0,1.95,1.96,1.9,1.87,1.73,1.64,1.99,1.47,1.44,1.23
Annual,Tuberculosis,Romania,10.7,12.2,11.9,11.2,10.5,8.9,8.5,8.0,8.2,7.7,7.5,6.67,6.53,5.89,5.76,5.44,4.99,4.78,4.7,4.73,3.99,4.23
Annual,Tuberculosis,Serbia,:,:,:,:,:,:,:,:,:,:,:,1.87,2.18,1.89,1.51,1.15,1.26,1.16,0.99,0.59,0.59,0.53
Annual,Tuberculosis,Sweden,0.8,1.0,1.1,0.6,0.5,0.7,0.7,0.7,0.7,0.6,0.4,0.48,0.39,0.42,0.31,0.24,0.24,0.22,0.22,0.18,0.13,0.21
Annual,Tuberculosis,Slovenia,1.4,1.7,1.3,1.7,0.6,1.2,1.2,1.9,2.2,1.4,1.2,0.71,0.61,0.48,1.13,0.66,0.32,0.34,0.28,0.65,0.8,0.54
Annual,Tuberculosis,Slovakia,1.7,1.7,1.8,1.9,1.4,1.3,1.1,0.9,0.9,1.0,0.8,0.72,0.36,0.46,0.87,0.35,0.63,0.65,0.59,0.3,0.4,0.34
Annual,Tuberculosis,Türkiye,:,:,:,:,:,:,:,:,:,:,:,2.01 d,1.68 d,1.53 d,1.39 d,1.31 d,1.29 d,1.04 d,1.08 d,0.95 d,0.66 d,0.59 d
Annual,Tuberculosis,United Kingdom,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.7,0.8,0.7,0.7,0.59 d,0.56,0.57,0.58,0.54,0.48,0.41,0.39,:,:,:
Annual,Viral hepatitis and sequelae of viral hepatitis,Albania,:,:,:,:,0.2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Viral hepatitis and sequelae of viral hepatitis,Austria,0.5,0.7,3.4,4.6,4.2,4.7,3.4,3.1,3.6,3.8,3.5,3.5,2.98,3.01,3.16,3.06,2.08,1.86,1.6,1.7,1.48,0.9
Annual,Viral hepatitis and sequelae of viral hepatitis,Belgium,:,:,:,1.3,1.4,1.2,1.2,1.1,1.3,1.2,1.0,0.89,0.84,0.79,0.68,0.63,0.51,0.56,0.47,0.37,0.42,0.36
Annual,Viral hepatitis and sequelae of viral hepatitis,Bulgaria,0.6,0.9,0.5,0.5,0.5,0.8,0.7,0.5,0.5,0.5,0.4,0.32,0.26,0.2,0.5,0.31,0.36,0.44,0.52,0.52,0.5,0.79
Annual,Viral hepatitis and sequelae of viral hepatitis,Switzerland,1.5,1.5,1.4,1.6,1.4,1.1,1.1,1.0,1.1,0.9,1.1,1.13,1.11,1.25,1.08,0.98,0.69,0.6,0.16,0.19,0.59,0.47
Annual,Viral hepatitis and sequelae of viral hepatitis,Cyprus,:,:,:,:,0.6,0.8,0.4,0.2,:,0.6,0.3,0.94,0.51,0.58,0.42,0.72,0.82,0.29,0.29,0.26,0.6,0.0
Annual,Viral hepatitis and sequelae of viral hepatitis,Czechia,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,1.38,1.51,0.33,0.43,0.36,0.3,0.25,0.23,0.17,0.22,0.28
Annual,Viral hepatitis and sequelae of viral hepatitis,Germany,1.6,1.6,1.6,1.6,1.5,1.3,1.3,1.2,1.2,1.3,1.3,1.24,1.19,1.15,0.98,1.06,0.89,0.84,0.73,0.63,0.6,0.6
Annual,Viral hepatitis and sequelae of viral hepatitis,Denmark,0.3,0.4,0.4,0.5,0.6,0.4,0.5,0.4,0.5,0.5,:,0.37,0.39,0.51,0.54,0.32,0.37,0.27,0.19,0.29,0.24,0.33
Annual,Viral hepatitis and sequelae of viral hepatitis,Estonia,0.3,0.2,0.1,0.4,0.3,0.1,0.6,0.5,0.4,1.2,0.2,0.63,0.64,0.76,0.85,0.46,0.64,0.64,0.86,0.3,0.59,0.52
