Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-23.1,-18.0,-13.0,-3.1,12.1,7.4,-0.2,8.5,-13.8,-22.3,-27.2,-13.8
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-19.9,-17.0,-10.4,-1.8,13.5,4.6,0.0,9.4,-13.6,-24.4,-27.3,-16.5
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-1.7,0.2,0.5,0.4,0.1,-7.8,-0.2,3.8,-7.0,-7.7,-7.3,16.6
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-2.5,-1.5,0.8,-0.2,1.0,-10.4,-0.3,5.9,-6.6,-8.8,-3.4,12.3
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),12199.5,12228.4,12285.4,12338.5,12351.6,11392.4,11370.4,11801.7,10976.3,10132.8,9392.9,10950.9
Monthly,Exports,"Mineral fuels, lubricants and related materials",Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),11870.3,11695.9,11792.8,11765.0,11887.7,10650.5,10618.8,11244.6,10497.4,9572.9,9243.2,10378.7
