Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Million euro,Kýpros,18040.35,17482.8,17944.15,19013.82,20312.44,21675.1,23177.86,22086.57,24927.63,27777 p
Annual,Million euro,Bornholm,1310.72,1377.5,1392.49,1398.26,1428.68,1455.54,1494.72,1490.87,1520.37,1596.15
Annual,Million euro,"Lesvos, Limnos",1330.97,1328.42,1307.35,1270.4,1275.62,1297.64,1314.71,1172.06,1266.14,:
Annual,Million euro,"Ikaria, Samos",556.88,558.82,538.12,525.66,530.05,539.86,556.49,479.04,523.24,:
Annual,Million euro,Chios,680.26,670.84,649.67,636.97,627.83,629.3,657.2,598.59,644.32,:
Annual,Million euro,"Kalymnos, Karpathos – Iroiki Nisos Kasos, Kos, Rodos",3275.13,3328.98,3349.29,3227.45,3256.9,3377.49,3547.35,2762.7,3188.15,:
Annual,Million euro,"Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros, Syros, Tinos",2805.77,2843.66,2738.31,2627.36,2663.24,2756.35,2808.39,2175.35,2578.85,:
Annual,Million euro,Irakleio,4153.66,4263.89,4208.01,4092.97,4226.58,4306.21,4371.79,3728.03,4237.52,:
Annual,Million euro,Lasithi,1117.58,1141.79,1171.65,1147.43,1169.9,1182.83,1287.2,1151.24,1277.12,:
Annual,Million euro,Rethymni,1133.95,1145.53,1166.77,1140.0,1153.73,1196.87,1233.92,1002.76,1136.89,:
Annual,Million euro,Chania,2202.79,2270.26,2279.35,2225.15,2274.18,2327.33,2358.18,1971.53,2227.4,:
Annual,Million euro,Zakynthos,689.49,711.75,706.72,687.44,688.21,728.17,765.18,576.55,673.31,:
Annual,Million euro,Kerkyra,1500.89,1533.77,1510.94,1496.4,1505.67,1547.33,1572.76,1248.49,1417.53,:
Annual,Million euro,"Ithaki, Kefallinia",587.11,607.79,575.63,562.86,571.77,578.36,588.93,462.9,545.53,:
Annual,Million euro,Eivissa y Formentera,3121.3,3345.0,3590.19,3848.3,4066.5,4284.93,4461.76,3082.0,3814.8 p,:
Annual,Million euro,Mallorca,21122.67,21718.06,22883.65,24105.76,25358.6,26435.57,27415.6,21529.76,24357.53 p,:
Annual,Million euro,Menorca,1723.64,1748.76,1797.24,1872.63,1962.04,2020.24,2057.88,1586.32,1859.32 p,:
