Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Million euro,Algeria,14516.6 e,4251.8 e,3971.9 e,4235.3 e,3971.9 e,4137.8 e,3405.9 e,2799.3 e,2470.5 e,3087.3 e,2721.9 e,3655.6 e,3339.6 e,3393.0 e,3424.4 e,3019.3 e,2596.3 e,2880.7 e
Annual,Million euro,Israel,65372.2 di,66628.8 di,62085.3 di,63352.9 di,66262.9 di,80735.4 di,82681.3 di,76147.9 di,72502.4 di,77568.7 di,78916.8 di,82656.2 di,75114.1 di,82364.2 di,92185.8 di,113755.0 di,135561.0 di,148056.0 di
Annual,Million euro,Morocco,:,13794.8,14127.9,15441.1,17542.0,20221.0,22849.9,25717.8,28920.8,36264.0,40286.4,44962.5,43667.9,43729.3,:,:,:,:
Annual,Million euro,Tunisia,15541.4 d,14649.3 d,14309.5 d,15150.1 d,15513.5 d,16720.9 d,17355.3 d,19651.2 d,20576.2 d,22913.5 d,26766.1 d,28653.5 d,30758.9 d,33886.6 d,34163.2 d,34724.3 d,37667.0 d,40563.4 d
Annual,Percentage of gross domestic product (GDP),Algeria,17.5 di,4.6 di,4.0 di,3.6 di,4.0 di,3.4 di,2.4 di,1.8 di,1.6 di,1.9 di,1.8 di,2.5 i,2.2 i,2.3 i,2.2 i,2.4 i,1.9 i,:
Annual,Percentage of gross domestic product (GDP),Israel,55.3 di,52.7 di,46.2 di,42.1 di,43.4 di,44.8 di,43.0 di,37.2 di,32.4 di,32.8 di,28.9 di,28.5 di,23.7 di,26.0 di,25.8 di,31.5 di,32.8 di,29.7 di
Annual,Percentage of gross domestic product (GDP),Morocco,:,:,:,:,:,:,:,:,:,40.4 i,40.4 i,44.6 i,41.5 i,40.6 i,:,:,:,:
Annual,Percentage of gross domestic product (GDP),Tunisia,59.8 dip,53.4 dip,50.1 di,49.5 di,49.7 di,50.1 di,52.3 di,55.9 di,58.9 di,63.7 di,64.5 di,71.0 di,81.7 di,93.2 di,91.0 di,93.1 di,94.9 dip,:
