Time frequency,Standard international energy product classification (SIEC),Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Solid fossil fuels,Third country,Percentage,Albania,97.88,99.15,98.48,98.95,100.0,64.1,95.9,38.63,27.71,55.39,49.31,42.26,23.84,28.59
Annual,Solid fossil fuels,Third country,Percentage,Austria,23.31,22.27,21.47,15.71,20.18,27.71,27.53,24.72,26.85,28.24,30.07,27.99,32.32,43.03
Annual,Solid fossil fuels,Third country,Percentage,Belgium,85.53,89.02,85.66,82.7,84.45,86.05,81.57,81.08,86.6,84.68,85.92,80.12,79.31,78.24
Annual,Solid fossil fuels,Third country,Percentage,Bulgaria,24.2,24.72,21.65,16.79,14.61,11.32,9.42,9.22,10.29,7.64,9.76,10.37,11.87,8.74
Annual,Solid fossil fuels,Third country,Percentage,Cyprus,65.64,1.66,100.0,100.0,0.0,0.0,0.0,66.67,97.54,100.0,100.0,97.6,74.24,0.0
Annual,Solid fossil fuels,Third country,Percentage,Czechia,1.65,1.4,1.74,1.71,1.45,1.52,1.3,2.15,4.18,4.86,3.5,4.67,4.72,4.95
Annual,Solid fossil fuels,Third country,Percentage,Germany,33.56,36.31,35.52,39.97,40.6,41.91,46.47,41.61,39.59,44.97,41.99,45.06,47.82,44.85
Annual,Solid fossil fuels,Third country,Percentage,Denmark,60.69,97.64,91.72,80.15,91.65,79.46,79.24,98.94,98.34,95.79,69.05,31.05,97.83,99.05
Annual,Solid fossil fuels,Third country,Percentage,Estonia,100.0,94.29,97.56,91.97,98.74,24.14,85.19,93.75,88.0,96.72,20.77,69.03,100.0,81.34
Annual,Solid fossil fuels,Third country,Percentage,Greece,4.62,2.88,2.22,3.28,2.93,2.72,4.36,4.73,5.14,6.18,10.06,9.6,3.1,2.4
Annual,Solid fossil fuels,Third country,Percentage,Spain,69.74,69.15,76.08,64.79,75.49,75.49,69.86,82.34,73.48,81.27,51.0,83.12,96.1,78.5
Annual,Solid fossil fuels,Third country,Percentage,Finland,78.61,93.22,77.33,80.07,93.39,80.79,84.98,87.03,95.17,93.01,86.68,66.4,90.43,68.17
Annual,Solid fossil fuels,Third country,Percentage,France,83.33,91.31,88.16,84.98,91.94,90.98,86.52,93.47,94.04,90.8,89.46,61.42,69.73,66.66
Annual,Solid fossil fuels,Third country,Percentage,Georgia,:,:,:,5.35,14.57,32.01,37.77,54.83,82.54,93.68,74.34,54.54,64.39,:
Annual,Solid fossil fuels,Third country,Percentage,Croatia,96.55,93.3,81.94,96.07,87.43,94.22,93.68,90.67,81.99,92.74,70.89,93.96,90.04,68.68
Annual,Solid fossil fuels,Third country,Percentage,Hungary,27.21,29.1,26.39,28.94,28.26,26.14,21.95,33.42,35.77,34.02,33.52,28.87,27.36,15.54
Annual,Solid fossil fuels,Third country,Percentage,Ireland,63.43,90.55,81.76,88.14,87.93,92.81,77.24,95.89,94.82,57.9,54.4,97.7,96.45,84.06
Annual,Solid fossil fuels,Third country,Percentage,Italy,94.34,93.14,92.77,91.41,89.52,93.11,91.12,95.54,94.38,90.9,85.8,87.3,90.42,91.4
Annual,Solid fossil fuels,Third country,Percentage,Lithuania,90.87,97.94,94.98,99.04,96.53,89.77,90.43,97.0,91.34,93.07,78.41,84.35,94.08,78.73
Annual,Solid fossil fuels,Third country,Percentage,Luxembourg,91.82,91.07,89.06,86.78,91.97,90.13,88.77,85.6,89.19,83.1,88.92,88.84,88.63,87.36
Annual,Solid fossil fuels,Third country,Percentage,Latvia,99.45,93.55,98.68,89.45,74.07,85.54,81.86,87.77,89.65,99.75,88.59,57.17,97.37,84.4
Annual,Solid fossil fuels,Third country,Percentage,Moldova,48.28,49.42,8.12,0.7,40.38,92.97,70.26,98.06,89.26,83.2,94.41,81.43,98.08,95.09
Annual,Solid fossil fuels,Third country,Percentage,Montenegro,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.06,0.01,0.02,0.0,0.0,0.0
Annual,Solid fossil fuels,Third country,Percentage,North Macedonia,6.66,6.08,8.89,6.46,9.23,8.14,11.44,8.79,12.21,11.3,9.54,9.18,4.32,2.18
Annual,Solid fossil fuels,Third country,Percentage,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Solid fossil fuels,Third country,Percentage,Netherlands,96.8,97.35,97.22,96.05,97.7,95.53,98.66,98.66,98.67,99.44,91.6,98.16,99.23,99.07
Annual,Solid fossil fuels,Third country,Percentage,Poland,10.14,10.82,7.92,8.12,8.77,7.53,7.62,12.51,19.72,17.95,15.6,12.93,20.86,20.64
Annual,Solid fossil fuels,Third country,Percentage,Portugal,97.98,96.89,99.75,95.42,96.46,98.18,99.54,99.7,98.55,99.33,0.0,0.0,0.0,0.0
Annual,Solid fossil fuels,Third country,Percentage,Romania,8.43,7.97,9.47,8.95,7.41,7.63,10.2,9.42,8.71,12.79,12.75,16.18,13.26,4.79
Annual,Solid fossil fuels,Third country,Percentage,Serbia,1.72,1.22,0.93,0.39,1.21,2.71,1.18,0.82,2.42,2.77,2.01,2.59,2.46,6.32
Annual,Solid fossil fuels,Third country,Percentage,Sweden,82.14,79.67,61.96,66.28,80.48,82.97,82.97,78.54,76.76,78.62,91.15,85.04,86.54,90.42
Annual,Solid fossil fuels,Third country,Percentage,Slovenia,15.51,13.08,16.62,14.1,18.24,16.32,14.71,14.7,16.38,16.8,14.81,8.18,21.82,19.75
Annual,Solid fossil fuels,Third country,Percentage,Slovakia,25.1,32.91,43.34,37.44,44.12,43.79,37.79,45.31,50.83,58.86,54.87,52.98,65.17,61.76
