Time frequency,Taxes,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Austria,2.42,2.41,2.38,2.39,2.38,2.34,2.39,2.28,2.28,2.09,2.17,1.88
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Belgium,2.57,2.52,2.52,2.54,2.55,2.67,2.7,2.7,2.64,2.52,2.47,2.22
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Bulgaria,2.67,2.65,2.86,2.84,2.95,2.98,2.8,2.62,2.99,3.02,2.78,4.77
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Switzerland,1.35,1.34,1.32,1.33,1.36,1.38,1.38,1.4,1.4,1.39,1.34,1.27
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Cyprus,2.75,2.58,2.72,3.06,3.03,2.91,2.97,2.83,2.52,2.35,2.26,2.19
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Czechia,2.33,2.22,2.09,2.12,2.05,2.1,2.01,1.96,2.04,1.92,1.84,1.48
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Germany,2.18,2.12,2.06,1.99,1.92,1.86,1.81,1.77,1.76,1.69,1.8,1.63
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Denmark,4.02,3.97,4.14,4.0,3.97,3.91,3.67,3.62,3.3,3.18,2.83,2.44
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Estonia,2.72,2.73,2.56,2.66,2.73,2.97,2.86,2.73,3.18,2.4,2.32,2.3
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Greece,2.96,3.68,4.02,4.1,4.2,4.17,4.39,4.12,4.2,4.13,4.24,5.6
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Spain,1.59,1.58,1.92,1.87,1.93,1.87,1.84,1.83,1.77,1.75,1.73,1.52
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),European Union - 27 countries (from 2020),2.41,2.45,2.48,2.48,2.46,2.48,2.43,2.41,2.36,2.24,2.25,2.02
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Finland,3.0,2.96,2.91,2.88,2.89,3.08,2.96,2.93,2.81,2.73,2.51,2.43
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),France,1.92,1.96,2.03,2.03,2.16,2.24,2.31,2.37,2.31,2.17,2.18,2.08
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Croatia,3.41,3.25,3.56,3.96,4.21,4.31,4.33,4.36,4.24,4.07,3.86,3.34
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Hungary,2.55,2.53,2.44,2.41,2.47,2.53,2.44,2.32,2.3,2.2,2.05,1.88
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Ireland,2.45,2.38,2.48,2.4,1.89,1.9,1.75,1.56,1.41,1.2,1.14,0.87
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Iceland,2.22,2.3,2.15,2.14,2.13,2.06,2.2,2.12,2.01,2.02,1.7,1.84
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Italy,3.03,3.46,3.43,3.57,3.39,3.51,3.34,3.31,3.24,3.06,3.01,2.2
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Liechtenstein,:,:,0.58,0.65,0.65,0.64,0.63,0.58,0.65,0.64,0.56,:
Annual,Total environmental taxes,Percentage of gross domestic product (GDP),Lithuania,1.68,1.64,1.68,1.73,1.85,1.92,1.91,1.98,1.88,1.94,1.84,1.52
