Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Austria,0.42,0.39,0.41,0.49,0.53,0.58,0.84,1.75,3.49,2.87,1.7,0.84,0.77,1.36,1.84,2.55
Annual,Number,Belgium,0.33,0.27,0.32,0.46,0.5,0.56,0.72,0.93,1.33,1.11,0.85,0.57,0.5,0.79,0.94,1.06
Annual,Number,Bulgaria,0.04,0.04,0.02,0.03,0.02,0.34,0.97,0.78,0.19,0.24,0.1,0.06,0.12,0.29,0.64,0.9
Annual,Number,Switzerland,0.64,0.78,1.0,0.82,0.54,0.79,1.89,1.7,1.58,1.74,1.79,1.26,1.18,1.04,1.13,1.51
Annual,Number,Cyprus,:,1.42,0.52,0.08,0.12,0.19,1.16,1.87,1.53,1.46,1.4,1.48,1.89,2.56,0.63,3.34
Annual,Number,Czechia,0.02,0.01,0.02,0.03,0.02,0.03,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.02,0.03,0.03
Annual,Number,Germany,0.1,0.12,0.13,0.12,0.21,0.25,0.5,1.74,5.28,3.17,0.92,0.85,0.75,0.72,1.54,1.6
Annual,Number,Denmark,0.13,0.14,0.24,0.24,0.3,0.5,0.97,1.77,1.25,0.41,0.23,0.27,0.07,0.13,0.09,0.17
Annual,Number,Estonia,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.06,0.1,0.07,0.01,0.03,0.02,0.04,1.58,2.84
Annual,Number,Greece,0.0,0.01,0.01,0.02,0.01,0.05,0.18,0.37,0.25,0.97,1.42,1.62,3.2,1.55,1.84,2.4
Annual,Number,Spain,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.15,0.09,0.06,0.82,1.08,0.43,0.74,1.1
Annual,Number,European Union - 27 countries (from 2020),:,:,:,:,0.19,0.22,0.36,0.66,1.49,0.96,0.47,0.46,0.48,0.45,0.7,0.8
Annual,Number,Finland,0.12,0.18,0.3,0.2,0.29,0.3,0.23,0.31,1.29,0.62,0.44,0.3,0.21,0.19,0.22,0.23
Annual,Number,France,0.08,0.08,0.08,0.07,0.13,0.16,0.22,0.31,0.43,0.49,0.49,0.42,0.28,0.5,0.52,0.61
Annual,Number,Croatia,:,:,:,:,0.01,0.01,0.01,0.01,0.02,0.04,0.03,0.01,0.01,0.02,0.01,0.01
Annual,Number,Hungary,0.04,0.04,0.03,0.02,0.04,0.04,0.05,0.04,0.04,0.13,0.04,0.01,0.01,0.0,0.0,0.0
Annual,Number,Ireland,0.07,0.03,0.01,0.02,0.02,0.03,0.09,0.07,0.1,0.16,0.21,0.2,0.19,0.29,0.71,0.62
Annual,Number,Iceland,0.03,0.02,0.03,0.03,0.03,0.03,0.09,0.16,0.29,0.21,0.3,0.86,1.06,0.69,2.52,0.82
Annual,Number,Italy,0.17,0.15,0.07,0.12,0.37,0.24,0.34,0.49,0.58,0.52,0.51,0.31,0.19,0.37,0.43,0.35
Annual,Number,Liechtenstein,0.0,0.06,0.03,0.36,0.55,0.19,0.03,0.11,1.14,0.61,0.24,0.39,0.31,0.13,0.2,0.23
Annual,Number,Lithuania,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.03,0.07,0.1,0.05,0.03,0.03,0.15,0.11,0.14
Annual,Number,Luxembourg,0.1,0.22,0.14,0.07,0.08,0.24,0.22,0.33,1.33,1.9,1.68,1.09,1.2,1.36,1.61,1.38
Annual,Number,Latvia,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.14,0.02,0.02,0.01,0.05,0.12,0.06
Annual,Number,Malta,3.45,4.12,0.54,2.13,3.43,3.8,2.93,2.84,2.65,1.66,1.36,0.82,0.52,0.35,0.37,0.6
Annual,Number,Netherlands,0.35,0.5,0.48,0.41,0.33,0.36,0.75,0.97,1.23,0.46,0.21,0.28,0.5,0.69,0.86,0.81
Annual,Number,Norway,0.64,0.94,1.09,0.82,1.04,1.14,0.96,1.21,2.45,0.91,0.28,0.34,0.21,0.2,0.2,0.4
Annual,Number,Poland,0.07,0.07,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.06,0.1,0.13
Annual,Number,Portugal,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.06,0.02,0.01,0.03,0.07,0.03
Annual,Number,Romania,0.01,0.01,0.0,0.0,0.01,0.05,0.04,0.02,0.04,0.06,0.03,0.03,0.03,0.06,0.05,0.05
Annual,Number,Sweden,0.85,0.77,0.91,0.93,1.31,2.51,3.18,3.32,6.76,2.65,1.07,0.67,0.53,0.38,0.46,0.5
Annual,Number,Slovenia,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.08,0.07,0.05,0.04,0.04,0.01,0.1,0.06
Annual,Number,Slovakia,0.02,0.03,0.02,0.02,0.04,0.01,0.03,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01
