Time frequency,Unit of measure,Rail network segment (2005),Train category\Time,2005.0
Annual,Number,Dobova Meja -  Dobova,Goods trains,2617.0
Annual,Number,Dobova Meja -  Dobova,Passenger trains,5964.0
Annual,Number,Dobova -  Sevnica,Goods trains,2987.0
Annual,Number,Dobova -  Sevnica,Passenger trains,8195.0
Annual,Number,Sevnica -  Zidani Most,Goods trains,3182.0
Annual,Number,Sevnica -  Zidani Most,Passenger trains,9503.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Goods trains,7954.0
Annual,Number,Zidani Most -  Ljubljana Zalog,Passenger trains,14493.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Goods trains,13398.0
Annual,Number,Ljubljana Zalog -  Ljubljana Moste,Passenger trains,15292.0
Annual,Number,Ljubljana Moste -  Ljubljana,Goods trains,13276.0
Annual,Number,Ljubljana Moste -  Ljubljana,Passenger trains,16773.0
Annual,Number,Ljubljana -  Ljubljana Siska,Goods trains,5758.0
Annual,Number,Ljubljana -  Ljubljana Siska,Passenger trains,12308.0
Annual,Number,Ljubljana Siska -  Kranj,Goods trains,5064.0
Annual,Number,Ljubljana Siska -  Kranj,Passenger trains,7267.0
Annual,Number,Kranj -  Jesenice,Goods trains,4563.0
Annual,Number,Kranj -  Jesenice,Passenger trains,6253.0
Annual,Number,Jesenice -  Jesenice Meja,Goods trains,4235.0
Annual,Number,Jesenice -  Jesenice Meja,Passenger trains,3119.0
Annual,Number,Metlika Meja -  Metlika,Goods trains,0.0
Annual,Number,Metlika Meja -  Metlika,Passenger trains,1781.0
Annual,Number,Metlika -  Novo Mesto,Goods trains,250.0
Annual,Number,Metlika -  Novo Mesto,Passenger trains,3208.0
Annual,Number,Novo Mesto -  Trebnje,Goods trains,772.0
Annual,Number,Novo Mesto -  Trebnje,Passenger trains,5488.0
Annual,Number,Trebnje -  Grosuplje,Goods trains,768.0
Annual,Number,Trebnje -  Grosuplje,Passenger trains,4160.0
Annual,Number,Grosuplje -  Ljubljana,Goods trains,1083.0
Annual,Number,Grosuplje -  Ljubljana,Passenger trains,4667.0
Annual,Number,Sevnica -  Trebnje,Goods trains,1.0
Annual,Number,Sevnica -  Trebnje,Passenger trains,1824.0
Annual,Number,Zidani Most -  Celje,Goods trains,6792.0
Annual,Number,Zidani Most -  Celje,Passenger trains,11064.0
Annual,Number,Celje -  Grobelno,Goods trains,7175.0
Annual,Number,Celje -  Grobelno,Passenger trains,14085.0
Annual,Number,Grobelno -  Poljcane,Goods trains,6408.0
Annual,Number,Grobelno -  Poljcane,Passenger trains,11089.0
Annual,Number,Poljcane -  Pragersko,Goods trains,6476.0
Annual,Number,Poljcane -  Pragersko,Passenger trains,12588.0
Annual,Number,Stranje -  Grobelno,Goods trains,504.0
Annual,Number,Stranje -  Grobelno,Passenger trains,3002.0
Annual,Number,Pragersko -  Maribortezno,Goods trains,4421.0
Annual,Number,Pragersko -  Maribortezno,Passenger trains,14939.0
Annual,Number,Tezno -  Maribor,Goods trains,5292.0
Annual,Number,Tezno -  Maribor,Passenger trains,14593.0
Annual,Number,Pragersko -  Kidricevo,Goods trains,3472.0
