Time frequency,Unit of measure,Country of citizenship,Sex,Age class,Geopolitical entity (reporting)\Time,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Switzerland,220.0,215.0,175.0,195.0,210.0,170.0,160.0,170.0,180.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Germany,25.0,10.0,10.0,15.0,20.0,10.0,15.0,15.0,15.0,10.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Denmark,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 d,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Estonia,10.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Greece,65.0,90.0,55.0,30.0,50.0,50.0,40.0,15.0,20.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,European Union - 27 countries (from 2020),1460.0,1355.0,1300.0,1325.0,1375.0,1270.0,1350.0,1660.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Finland,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,France,1240.0,1150.0,1095.0,1145.0,1140.0,1060.0,1135.0,1445.0,1105.0,1145.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Ireland,0.0,0.0,5.0,5.0,10.0,5.0,10.0,25.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Italy,50.0,35.0,55.0,45.0,60.0,55.0,65.0,70.0,50.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Luxembourg,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Netherlands,5.0,5.0,5.0,10.0,5.0,0.0,20.0,15.0,5.0,5.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Norway,5.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Poland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Portugal,0.0,5.0,5.0,0.0,5.0,15.0,5.0,5.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Sweden,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Austria,5.0,5.0,15.0,10.0,10.0,15.0,15.0,15.0,5.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Belgium,60.0,50.0,55.0,70.0,85.0,65.0,50.0,65.0,65.0,45.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Switzerland,390.0,385.0,290.0,315.0,380.0,320.0,355.0,410.0,395.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Germany,30.0,15.0,10.0,15.0,20.0,10.0,15.0,20.0,20.0,10.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Denmark,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 d,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Estonia,10.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Greece,150.0,225.0,105.0,120.0,165.0,140.0,115.0,40.0,45.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,European Union - 27 countries (from 2020),1755.0,1690.0,1530.0,1640.0,1705.0,1545.0,:,1960.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Finland,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,France,1415.0,1320.0,1240.0,1325.0,1315.0,1220.0,1300.0,1660.0,1295.0,1305.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Ireland,0.0,0.0,5.0,5.0,20.0,10.0,10.0,30.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Italy,70.0,45.0,75.0,65.0,75.0,65.0,85.0,90.0,65.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Luxembourg,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Netherlands,5.0,10.0,5.0,10.0,5.0,0.0,25.0,15.0,5.0,15.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Norway,5.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Poland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Portugal,0.0,5.0,5.0,5.0,5.0,15.0,5.0,10.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Sweden,5.0,10.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
