Time frequency,Legal status,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Pre-trial,Number,Albania,1947.0,1628.0,1885.0,1850.0,1756.0,1975.0,2924.0,2945.0,2980.0,2374.0,2220.0,2264.0,2325.0,2793.0,2858.0
Annual,Pre-trial,Number,Austria,1883.0,1994.0,1895.0,1816.0,1791.0,1809.0,1834.0,1721.0,1766.0,1938.0,1874.0,1813.0,1571.0,1614.0,1864.0
Annual,Pre-trial,Number,Bosnia and Herzegovina,:,:,491.0,402.0,:,338.0,343.0,411.0,435.0,435.0,1229.0,1426.0,1172.0,1124.0,1247.0
Annual,Pre-trial,Number,Belgium,3527.0,3561.0,3709.0,3890.0,3535.0,3746.0,:,3019.0,:,:,:,3013.0,2970.0,2923.0,2935.0
Annual,Pre-trial,Number,Bulgaria,794.0,890.0,1059.0,1099.0,927.0,774.0,669.0,689.0,587.0,639.0,609.0,623.0,677.0,545.0,476.0
Annual,Pre-trial,Number,Switzerland,2350.0,2521.0,2566.0,2406.0,2753.0,2915.0,2770.0,2756.0,2770.0,2756.0,2969.0,2908.0,2884.0,2843.0,3043.0
Annual,Pre-trial,Number,Cyprus,118.0,105.0,139.0,135.0,156.0,117.0,101.0,110.0,135.0,151.0,188.0,242.0,169.0,214.0,300.0
Annual,Pre-trial,Number,Czechia,2402.0,2415.0,2443.0,2613.0,2183.0,2308.0,2185.0,1960.0,1907.0,1809.0,1816.0,1798.0,1570.0,1392.0,1438.0
Annual,Pre-trial,Number,Germany,13713.0,13601.0,12911.0,12899.0,12903.0,12943.0,12981.0,13713.0,14671.0,15786.0,15709.0,14576.0,13796.0,12993.0,13826.0
Annual,Pre-trial,Number,Denmark,1183.0,1426.0,1409.0,1381.0,1092.0,1226.0,1066.0,930.0,923.0,1275.0,1236.0,1351.0,1554.0,1242.0,1281.0
