Time frequency,Financial source,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Austria,334.0,-208.0,388.0,128.0,-373.0,-82.0,-92.0,2632.0,1626.0,-543.0,-658.0,-406.0,-386.0,-8.0,22.0,-28.0,-73.0,-74.0,-126.0,-61.0,-143.0,-146.0,-106.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Belgium,698.0,224.0,-692.0,-2116.0,-610.0,-933.0,-20.0,182.0,171.0,127.0,-236.0,7.0,301.0,674.0,160.0,251.0,-104.0,-374.0,-121.0,76.0,-71.0,71.0,-323.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Switzerland,845.0,-240.0,-205.0,71.0,289.0,-881.0,-620.0,3.0,-673.0,-585.0,22.0,-223.0,-165.0,-29.0,538.0,-125.0,185.0,377.0,1420.0,248.0,-125.0,161.0,530.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,64.0,58.0,-41.0,:,-167.0,:,:,:,:
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Germany,1664.0,568.0,-744.0,-1597.0,205.0,-3868.0,-2967.0,591.0,1527.0,849.0,3415.0,8922.0,5803.0,4762.0,-139.0,:,3460.0,6.0,1260.0,-1825.0,-1105.0,-1065.0,-1235.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Denmark,:,:,:,:,-17.0,-23.0,-113.0,-108.0,-68.0,:,-38.0,0.0,-1.0,-1.0,529.0,366.0,257.0,715.0,1577.0,-257.0,628.0,482.0,-249.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Greece,3.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,:,:,:,:
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Spain,-22.0,-815.0,-194.0,-128.0,-204.0,-427.0,-253.0,-91.0,-86.0,-55.0,-257.0,-11.0,-54.0,-197.0,:,:,-219.0,-41.0,:,:,24.0,30.0,:
Annual,Officially supported export credits,Million euro (at constant 2021 prices),European Union - 27 countries (from 2020),6153.0,3297.0,257.0,-4590.0,2468.0,4490.0,931.0,3364.0,3358.0,2782.0,9274.0,8731.0,4750.0,6161.0,145.0,2051.0,2944.0,-619.0,2749.0,-3517.0,134.0,-1912.0,403.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Finland,1028.0,544.0,69.0,-354.0,104.0,-172.0,15.0,70.0,:,70.0,:,941.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Officially supported export credits,Million euro (at constant 2021 prices),France,:,412.0,-1981.0,-3680.0,-23.0,-896.0,-2732.0,-2474.0,-1024.0,-395.0,6221.0,-777.0,-1048.0,-98.0,-2.0,-26.0,:,:,:,-3.0,:,:,:
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Italy,963.0,749.0,2018.0,1085.0,169.0,233.0,1431.0,2107.0,-495.0,283.0,615.0,671.0,617.0,1654.0,472.0,1353.0,762.0,1265.0,1853.0,616.0,1358.0,1287.0,2223.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Netherlands,-602.0,160.0,1214.0,2830.0,3844.0,10783.0,5608.0,-126.0,-15.0,339.0,-851.0,-346.0,-234.0,-594.0,-553.0,429.0,-2168.0,-1440.0,-153.0,-970.0,734.0,-1970.0,1385.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Norway,53.0,104.0,170.0,87.0,-59.0,-8.0,-6.0,0.0,0.0,3.0,:,0.0,0.0,-1.0,-1.0,3.0,2.0,:,-274.0,185.0,-119.0,-207.0,-144.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Portugal,427.0,372.0,310.0,171.0,-300.0,176.0,238.0,376.0,538.0,632.0,801.0,70.0,-33.0,133.0,-90.0,-156.0,-102.0,-64.0,215.0,-11.0,-135.0,-66.0,-89.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Sweden,1658.0,1291.0,-131.0,-928.0,-327.0,-302.0,-185.0,205.0,1185.0,1476.0,263.0,-339.0,-216.0,-164.0,-318.0,-196.0,1173.0,-613.0,-1673.0,-1089.0,-1160.0,-559.0,-1203.0
Annual,Officially supported export credits,Million euro (at constant 2021 prices),Slovenia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,82.0,6.0,3.0,25.0,:
