Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Euro per tonne of oil equivalent (TOE),Austria,195.97,192.08,186.92,188.02,185.49,180.08,184.06,178.8,180.32,153.19,162.73,150.34
Annual,Euro per tonne of oil equivalent (TOE),Belgium,188.6,187.18,182.5,207.18,203.64,220.48,231.87,234.32,238.33,219.45,221.7,220.84
Annual,Euro per tonne of oil equivalent (TOE),Bulgaria,101.49,101.89,113.15,110.58,113.37,115.05,108.37,102.47,125.79,124.59,115.43,226.74
Annual,Euro per tonne of oil equivalent (TOE),Cyprus,234.1,235.48,271.15,298.58,300.26,294.14,303.7,299.19,274.64,257.48,266.62,238.12
Annual,Euro per tonne of oil equivalent (TOE),Czechia,149.0,140.79,133.36,142.76,141.09,145.15,141.34,143.9,155.0,140.83,131.66,117.66
Annual,Euro per tonne of oil equivalent (TOE),Germany,244.59,234.68,222.84,232.17,222.16,216.12,215.45,216.5,216.57,206.8,228.47,215.26
Annual,Euro per tonne of oil equivalent (TOE),Denmark,419.62,433.11,446.84,454.55,424.89,421.38,397.24,396.89,359.29,352.94,327.19,335.49
Annual,Euro per tonne of oil equivalent (TOE),Estonia,134.88,139.17,129.78,142.24,150.42,167.28,169.83,163.89,211.76,163.17,165.71,167.46
Annual,Euro per tonne of oil equivalent (TOE),Greece,249.68,340.42,412.34,416.36,397.27,387.25,418.41,407.96,417.91,392.16,430.0,617.19
Annual,Euro per tonne of oil equivalent (TOE),Spain,167.45,168.29,211.45,214.21,227.64,219.59,217.18,215.89,211.23,208.55,202.12,187.27
Annual,Euro per tonne of oil equivalent (TOE),European Union - 27 countries (from 2020),221.22,225.37,228.89,243.73,240.98,244.14,242.3,244.43,246.07,231.93,236.48,224.92
Annual,Euro per tonne of oil equivalent (TOE),Finland,161.32,158.31,155.66,155.12,161.52,169.09,159.8,158.35,158.86,163.83,151.16,163.85
Annual,Euro per tonne of oil equivalent (TOE),France,218.7,214.26,221.54,243.34,261.59,274.11,292.38,312.09,313.26,296.15,290.24,294.07
Annual,Euro per tonne of oil equivalent (TOE),Croatia,119.36,117.23,138.52,164.86,174.22,185.54,184.63,201.05,202.76,184.17,189.84,173.72
Annual,Euro per tonne of oil equivalent (TOE),Hungary,119.55,118.66,115.6,123.51,121.99,125.84,120.56,121.65,126.7,119.08,110.45,109.01
Annual,Euro per tonne of oil equivalent (TOE),Ireland,256.71,250.18,253.72,265.85,254.9,251.34,259.13,239.56,220.4,213.62,241.37,186.78
Annual,Euro per tonne of oil equivalent (TOE),Iceland,54.56,55.1,51.9,50.2,48.68,48.38,52.38,49.63,54.93,53.07,39.55,:
Annual,Euro per tonne of oil equivalent (TOE),Italy,335.22,380.66,378.64,417.5,381.91,403.52,380.97,376.76,377.13,348.95,335.64,242.78
Annual,Euro per tonne of oil equivalent (TOE),Lithuania,99.8,98.51,104.1,109.4,117.84,120.49,119.29,122.11,122.99,129.25,120.03,103.1
Annual,Euro per tonne of oil equivalent (TOE),Luxembourg,236.12,238.52,227.28,223.76,214.44,212.26,209.08,214.87,222.58,200.05,218.3,208.42
Annual,Euro per tonne of oil equivalent (TOE),Latvia,124.23,124.92,141.77,152.65,170.61,179.45,172.46,166.56,147.36,151.0,136.99,115.94
Annual,Euro per tonne of oil equivalent (TOE),Malta,273.27,257.55,239.91,274.86,260.39,278.43,267.34,258.38,268.08,227.59,206.76,183.25
Annual,Euro per tonne of oil equivalent (TOE),Netherlands,255.25,242.99,260.9,288.45,283.47,288.33,290.46,297.7,320.49,300.45,300.05,231.0
Annual,Euro per tonne of oil equivalent (TOE),Norway,217.54,200.18,213.69,232.17,241.18,246.23,246.96,249.02,244.11,250.66,227.06,:
Annual,Euro per tonne of oil equivalent (TOE),Poland,133.29,135.71,134.53,149.31,156.28,155.75,153.02,155.21,154.42,155.75,184.67,198.17
Annual,Euro per tonne of oil equivalent (TOE),Portugal,185.35,188.43,186.93,182.89,196.28,212.72,212.45,214.43,214.69,206.48,210.28,169.98
Annual,Euro per tonne of oil equivalent (TOE),Romania,96.3,99.82,112.96,140.55,150.51,151.39,128.95,134.55,149.59,130.2,147.7,204.46
Annual,Euro per tonne of oil equivalent (TOE),Sweden,238.69,231.95,228.59,222.9,222.92,231.87,225.4,223.88,225.39,215.4,206.63,226.65
Annual,Euro per tonne of oil equivalent (TOE),Slovenia,210.54,238.15,243.06,256.2,257.56,257.62,251.37,240.94,278.77,252.54,249.44,233.6
Annual,Euro per tonne of oil equivalent (TOE),Slovakia,144.18,150.7,157.01,179.94,179.51,175.02,173.47,178.43,188.88,193.68,180.14,203.98
