Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Tabanovce(Border  Crossing R. Serbija) - Skopje,Goods trains,2693.0
Annual,Number,Tabanovce(Border  Crossing R. Serbija) - Skopje,Passenger trains,790.0
Annual,Number,Skopje - Gevgelija(Border Crossing  R. Greece),Goods trains,2488.0
Annual,Number,Skopje - Gevgelija(Border Crossing  R. Greece),Passenger trains,730.0
Annual,Number,Volkovo(Border Crossing R. Kosovo) - Skopje,Goods trains,413.0
Annual,Number,Volkovo(Border Crossing R. Kosovo) - Skopje,Passenger trains,366.0
Annual,Number,Skopje - Tabanovce(Border  Crossing R. Serbija),Goods trains,1909.0
Annual,Number,Skopje - Tabanovce(Border  Crossing R. Serbija),Passenger trains,790.0
Annual,Number,Gevgelija(Border Crossing  R. Greece) - Skopje,Goods trains,2757.0
Annual,Number,Gevgelija(Border Crossing  R. Greece) - Skopje,Passenger trains,730.0
Annual,Number,Skopje - Volkovo(Border Crossing R. Kosovo),Goods trains,627.0
Annual,Number,Skopje - Volkovo(Border Crossing R. Kosovo),Passenger trains,365.0
