Time frequency,Demographic indicator,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Population as a percentage of EU27 (from 2020) population,Austria,1.9,1.9,1.9,2.0,2.0,2.0 p,2.0 be,2.0 e,2.0 ep,2.0 bep,2.0 bep,2.0 ep
Annual,Population as a percentage of EU27 (from 2020) population,Belgium,2.5,2.5,2.5,2.5,2.5,2.6 p,2.6 be,2.6 e,2.6 ep,2.6 bep,2.6 bep,2.6 ep
Annual,Population as a percentage of EU27 (from 2020) population,Bulgaria,1.6,1.6 b,1.6 b,1.6,1.5 b,1.5 e,1.5 be,1.5 e,1.5 b,1.5 bep,1.4 bep,1.4 ep
Annual,Population as a percentage of EU27 (from 2020) population,Cyprus,0.2,0.2,0.2,0.2,0.2,0.2 p,0.2 be,0.2 e,0.2 ep,0.2 bep,0.2 bep,0.2 ep
Annual,Population as a percentage of EU27 (from 2020) population,Czechia,2.4,2.4,2.4,2.4,2.4,2.4 p,2.4 be,2.4 e,2.4 ep,2.4 bep,2.4 bep,2.4 ep
Annual,Population as a percentage of EU27 (from 2020) population,Germany,18.2,18.2,18.3,18.5,18.5,18.6 p,18.6 be,18.6 e,18.6 ep,18.6 bep,18.8 bep,18.6 ep
Annual,Population as a percentage of EU27 (from 2020) population,Denmark,1.3,1.3,1.3,1.3,1.3,1.3 p,1.3 be,1.3 e,1.3 ep,1.3 bep,1.3 bep,1.3 ep
Annual,Population as a percentage of EU27 (from 2020) population,Estonia,0.3,0.3,0.3,0.3,0.3,0.3 p,0.3 be,0.3 e,0.3 ep,0.3 bep,0.3 bep,0.3 ep
Annual,Population as a percentage of EU27 (from 2020) population,Greece,2.5,2.5,2.4,2.4,2.4,2.4 p,2.4 be,2.4 e,2.4 ep,2.3 bep,2.3 bep,2.3 ep
Annual,Population as a percentage of EU27 (from 2020) population,Spain,10.6,10.5 b,10.5 b,10.4,10.4 b,10.5 e,10.5 be,10.6 e,10.6 b,10.7 bep,10.7 bep,10.8 ep
Annual,Population as a percentage of EU27 (from 2020) population,European Union - 27 countries (from 2020),100.0 b,100.0 be,100.0 be,100.0 e,100.0 be,100.0 e,100.0 b,100.0 e,100.0 b,100.0 bep,100.0 ep,100.0 ep
Annual,Population as a percentage of EU27 (from 2020) population,Finland,1.2,1.2,1.2,1.2,1.2,1.2 p,1.2 be,1.2 e,1.2 ep,1.2 bep,1.2 bep,1.2 ep
Annual,Population as a percentage of EU27 (from 2020) population,France,14.9,14.9,15.0,15.0,15.0,15.0 p,15.1 be,15.1 e,15.1 bep,15.2 bep,15.2 bep,15.2 ep
Annual,Population as a percentage of EU27 (from 2020) population,Croatia,1.0,1.0 b,0.9 b,0.9,0.9 b,0.9 e,0.9 be,0.9 e,0.9 b,0.9 bep,0.9 bep,0.9 ep
Annual,Population as a percentage of EU27 (from 2020) population,Hungary,2.2,2.2 b,2.2 b,2.2,2.2 b,2.2 e,2.2 be,2.2 e,2.2 b,2.2 bep,2.1 bep,2.1 ep
Annual,Population as a percentage of EU27 (from 2020) population,Ireland,1.0,1.0 b,1.1 b,1.1,1.1 b,1.1 e,1.1 be,1.1 e,1.1 b,1.2 bep,1.2 bep,1.2 ep
Annual,Population as a percentage of EU27 (from 2020) population,Italy,13.6,13.6 b,13.6 b,13.5,13.5 b,13.4 e,13.4 be,13.3 e,13.3 b,13.2 bep,13.2 bep,13.1 ep
Annual,Population as a percentage of EU27 (from 2020) population,Lithuania,0.7 b,0.7 be,0.7 be,0.7 e,0.6 be,0.6 e,0.6 b,0.6 e,0.6 b,0.6 bep,0.6 ep,0.6 ep
Annual,Population as a percentage of EU27 (from 2020) population,Luxembourg,0.1,0.1,0.1,0.1,0.1,0.1 p,0.1 be,0.1 e,0.1 ep,0.1 bep,0.1 bep,0.1 ep
Annual,Population as a percentage of EU27 (from 2020) population,Latvia,0.5,0.5,0.4,0.4,0.4,0.4 p,0.4 be,0.4 e,0.4 ep,0.4 bep,0.4 bep,0.4 ep
Annual,Population as a percentage of EU27 (from 2020) population,Malta,0.1,0.1 b,0.1 b,0.1,0.1 b,0.1 e,0.1 e,0.1 e,0.1,0.1 bep,0.1 bep,0.1 ep
Annual,Population as a percentage of EU27 (from 2020) population,Netherlands,3.8,3.8,3.8,3.8,3.8,3.9 p,3.9 be,3.9 e,3.9 ep,3.9 bep,4.0 bep,4.0 ep
