Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,København H - Østerport,Goods trains,Number,183.0
Annual,København H - Østerport,Passenger trains,Number,89425.0
Annual,Østerport - Helgoland,Goods trains,Number,183.0
Annual,Østerport - Helgoland,Passenger trains,Number,54750.0
Annual,København H - Kalvebod,Goods trains,Number,0.0
Annual,København H - Kalvebod,Passenger trains,Number,54385.0
Annual,Kalvebod - Københavns Lufthavn,Goods trains,Number,4198.0
Annual,Kalvebod - Københavns Lufthavn,Passenger trains,Number,54568.0
Annual,Vigerslev - Kalvebod,Goods trains,Number,4198.0
Annual,Vigerslev - Kalvebod,Passenger trains,Number,0.0
Annual,Hvidovre Fj. - Vigerslev,Goods trains,Number,4198.0
Annual,Hvidovre Fj. - Vigerslev,Passenger trains,Number,0.0
Annual,Hvidovre Fj. - Roskilde,Goods trains,Number,4198.0
Annual,Hvidovre Fj. - Roskilde,Passenger trains,Number,48545.0
Annual,Roskilde - Ringsted,Goods trains,Number,6023.0
Annual,Roskilde - Ringsted,Passenger trains,Number,28653.0
Annual,Roskilde - Holbæk,Goods trains,Number,0.0
Annual,Roskilde - Holbæk,Passenger trains,Number,16790.0
Annual,Holbæk - Kalundborg,Goods trains,Number,0.0
Annual,Holbæk - Kalundborg,Passenger trains,Number,8030.0
Annual,Ringsted - Næstved,Goods trains,Number,365.0
Annual,Ringsted - Næstved,Passenger trains,Number,13688.0
Annual,Næstved - Nykøbing F,Goods trains,Number,0.0
Annual,Næstved - Nykøbing F,Passenger trains,Number,13688.0
Annual,Nykøbing F - Rødby F,Goods trains,Number,0.0
Annual,Nykøbing F - Rødby F,Passenger trains,Number,2190.0
Annual,Odense - Snoghøj,Goods trains,Number,5658.0
Annual,Odense - Snoghøj,Passenger trains,Number,27558.0
Annual,Snoghøj - Fredericia,Goods trains,Number,1095.0
Annual,Snoghøj - Fredericia,Passenger trains,Number,20440.0
Annual,Snoghøj - Taulov,Goods trains,Number,4563.0
Annual,Snoghøj - Taulov,Passenger trains,Number,7483.0
Annual,Fredericia - Taulov,Goods trains,Number,1643.0
Annual,Fredericia - Taulov,Passenger trains,Number,13870.0
Annual,Taulov - Lunderskov,Goods trains,Number,5110.0
Annual,Taulov - Lunderskov,Passenger trains,Number,20805.0
Annual,Lunderskov - Tinglev,Goods trains,Number,5293.0
Annual,Lunderskov - Tinglev,Passenger trains,Number,8030.0
Annual,Tinglev - Padborg,Goods trains,Number,5293.0
Annual,Tinglev - Padborg,Passenger trains,Number,4380.0
Annual,Tinglev - Sønderborg,Goods trains,Number,0.0
Annual,Tinglev - Sønderborg,Passenger trains,Number,3650.0
Annual,Lunderskov - Bramming,Goods trains,Number,365.0
Annual,Lunderskov - Bramming,Passenger trains,Number,12775.0
Annual,Bramming - Esbjerg,Goods trains,Number,365.0
Annual,Bramming - Esbjerg,Passenger trains,Number,21535.0
Annual,Fredericia - Vejle,Goods trains,Number,548.0
Annual,Fredericia - Vejle,Passenger trains,Number,30660.0
Annual,Vejle - Skanderborg,Goods trains,Number,548.0
Annual,Vejle - Skanderborg,Passenger trains,Number,23360.0
Annual,Skanderborg - Århus,Goods trains,Number,548.0
Annual,Skanderborg - Århus,Passenger trains,Number,35405.0
Annual,Århus - Langå,Goods trains,Number,183.0
Annual,Århus - Langå,Passenger trains,Number,24820.0
Annual,Skanderborg - Herning,Goods trains,Number,0.0
Annual,Skanderborg - Herning,Passenger trains,Number,11680.0
Annual,Herning - Skjern,Goods trains,Number,0.0
Annual,Herning - Skjern,Passenger trains,Number,5840.0
Annual,Vejle - Herning,Goods trains,Number,0.0
Annual,Vejle - Herning,Passenger trains,Number,7300.0
Annual,Herning - Holstebro,Goods trains,Number,0.0
Annual,Herning - Holstebro,Passenger trains,Number,8760.0
Annual,Holstebro - Struer,Goods trains,Number,0.0
Annual,Holstebro - Struer,Passenger trains,Number,14600.0
Annual,Struer - Thisted,Goods trains,Number,0.0
Annual,Struer - Thisted,Passenger trains,Number,3650.0
Annual,Bramming - Ribe,Goods trains,Number,0.0
