Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Number,Albania,33.0,31.0,33.0,36.0,39.0,38.0,36.0,35.0,36.0,35.0,36.0,37.0
Annual,Number,Austria,69.0,69.0,72.0,76.0,75.0,75.0,76.0,77.0,76.0,74.0,71.0,71.0
Annual,Number,Belgium,75.0,75.0,76.0,77.0,77.0,75.0,75.0,75.0,76.0,73.0,73.0,73.0
Annual,Number,Bulgaria,41.0,41.0,43.0,41.0,41.0,43.0,42.0,43.0,44.0,42.0,43.0,45.0
Annual,Number,Switzerland,86.0,85.0,86.0,86.0,86.0,85.0,85.0,85.0,85.0,84.0,82.0,82.0
Annual,Number,Cyprus,66.0,63.0,63.0,61.0,55.0,57.0,59.0,58.0,57.0,53.0,52.0,53.0
Annual,Number,Czechia,49.0,48.0,51.0,56.0,55.0,57.0,59.0,56.0,54.0,54.0,56.0,57.0
Annual,Number,Germany,79.0,78.0,79.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,79.0,78.0
Annual,Number,Denmark,90.0,91.0,92.0,91.0,90.0,88.0,88.0,87.0,88.0,88.0,90.0,90.0
Annual,Number,Estonia,64.0,68.0,69.0,70.0,70.0,71.0,73.0,74.0,75.0,74.0,74.0,76.0
Annual,Number,Greece,36.0,40.0,43.0,46.0,44.0,48.0,45.0,48.0,50.0,49.0,52.0,49.0
Annual,Number,Spain,65.0,59.0,60.0,58.0,58.0,57.0,58.0,62.0,62.0,61.0,60.0,60.0
Annual,Number,European Union - 27 countries (from 2020),63.0,63.0,64.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
Annual,Number,Finland,90.0,89.0,89.0,90.0,89.0,85.0,85.0,86.0,85.0,88.0,87.0,87.0
Annual,Number,France,71.0,71.0,69.0,70.0,69.0,70.0,72.0,69.0,69.0,71.0,72.0,71.0
Annual,Number,Croatia,46.0,48.0,48.0,51.0,49.0,49.0,48.0,47.0,47.0,47.0,50.0,50.0
Annual,Number,Hungary,55.0,54.0,54.0,51.0,48.0,45.0,46.0,44.0,44.0,43.0,42.0,42.0
Annual,Number,Ireland,69.0,72.0,74.0,75.0,73.0,74.0,73.0,74.0,72.0,74.0,77.0,77.0
Annual,Number,Iceland,82.0,78.0,79.0,79.0,78.0,77.0,76.0,78.0,75.0,74.0,74.0,72.0
Annual,Number,Italy,42.0,43.0,43.0,44.0,47.0,50.0,52.0,53.0,53.0,56.0,56.0,56.0
Annual,Number,Japan,74.0,74.0,76.0,75.0,72.0,73.0,73.0,73.0,74.0,73.0,73.0,73.0
Annual,Number,South Korea,56.0,55.0,55.0,54.0,53.0,54.0,57.0,59.0,61.0,62.0,63.0,63.0
Annual,Number,Lithuania,54.0,57.0,58.0,59.0,59.0,59.0,59.0,60.0,60.0,61.0,62.0,61.0
Annual,Number,Luxembourg,80.0,80.0,82.0,85.0,81.0,82.0,81.0,80.0,80.0,81.0,77.0,78.0
Annual,Number,Latvia,49.0,53.0,55.0,56.0,57.0,58.0,58.0,56.0,57.0,59.0,59.0,60.0
Annual,Number,Montenegro,41.0,44.0,42.0,44.0,45.0,46.0,45.0,45.0,45.0,46.0,45.0,46.0
Annual,Number,North Macedonia,43.0,44.0,45.0,42.0,37.0,35.0,37.0,35.0,35.0,39.0,40.0,42.0
Annual,Number,Malta,57.0,56.0,55.0,60.0,55.0,56.0,54.0,54.0,53.0,54.0,51.0,51.0
Annual,Number,Netherlands,84.0,83.0,83.0,84.0,83.0,82.0,82.0,82.0,82.0,82.0,80.0,79.0
Annual,Number,Norway,85.0,86.0,86.0,88.0,85.0,85.0,84.0,84.0,84.0,85.0,84.0,84.0
Annual,Number,Poland,58.0,60.0,61.0,63.0,62.0,60.0,60.0,58.0,56.0,56.0,55.0,54.0
Annual,Number,Portugal,63.0,62.0,63.0,64.0,62.0,63.0,64.0,62.0,61.0,62.0,62.0,61.0
Annual,Number,Romania,44.0,43.0,43.0,46.0,48.0,48.0,47.0,44.0,44.0,45.0,46.0,46.0
Annual,Number,Serbia,39.0,42.0,41.0,40.0,42.0,41.0,39.0,39.0,38.0,38.0,36.0,36.0
Annual,Number,Russia,28.0,28.0,27.0,29.0,29.0,29.0,28.0,28.0,30.0,29.0,28.0,26.0
Annual,Number,Sweden,88.0,89.0,87.0,89.0,88.0,84.0,85.0,85.0,85.0,85.0,83.0,82.0
Annual,Number,Slovenia,61.0,57.0,58.0,60.0,61.0,61.0,60.0,60.0,60.0,57.0,56.0,56.0
Annual,Number,Slovakia,46.0,47.0,50.0,51.0,51.0,50.0,50.0,50.0,49.0,52.0,53.0,54.0
Annual,Number,Türkiye,49.0,50.0,45.0,42.0,41.0,40.0,41.0,39.0,40.0,38.0,36.0,34.0
Annual,Number,United Kingdom,74.0,76.0,78.0,81.0,81.0,82.0,80.0,77.0,77.0,78.0,73.0,71.0
Annual,Number,United States,73.0,73.0,74.0,76.0,74.0,75.0,71.0,69.0,67.0,67.0,69.0,69.0
