Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-38.3,-35.9,-21.1,-15.7,-10.1,-6.2,-8.7,-5.8,-6.7,-20.3,-16.8,-13.4
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-36.5,-34.2,-20.2,-16.0,-9.5,-5.4,-7.0,-2.8,-7.4,-19.9,-16.8,-13.0
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-3.1,-8.1,5.9,-4.2,4.2,0.3,-6.8,-0.5,1.5,-8.4,4.0,4.5
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-1.9,-7.1,3.7,-3.2,4.2,1.5,-6.6,-0.2,-0.1,-7.8,3.0,4.3
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),38779.1,35657.2,37750.3,36171.2,37675.6,37798.6,35246.5,35053.4,35593.2,32615.1,33906.6,35437.8
Monthly,Imports,"Mineral fuels, lubricants and related materials",Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),42303.2,39291.5,40752.4,39439.5,41080.8,41689.5,38919.5,38846.9,38803.0,35761.2,36826.4,38397.7
