Time frequency,Type of household,Sex,Income and living conditions indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Sweden,-0.03,0.02,0.08,-0.02,-0.03,0.13,0.12,0.09,0.11,0.03,0.12,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Slovenia,0.16,0.13,0.08,0.05,0.11,0.1,0.17,0.03,0.04,0.02,0.08,-0.01
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Slovakia,-0.04,-0.02,0.02,0.09,0.11,0.2,0.03,-0.06,-0.05,-0.06,0.03,0.08
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Türkiye,0.0,-0.02,-0.01,0.06,0.09,0.13,0.06,0.03,0.0,0.1,0.16,0.08
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,United Kingdom,0.12 b,0.07,-0.05,0.12,0.11,0.04 b,0.07,:,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Albania,:,:,:,:,:,-0.01 u,-0.15,0.06,-0.09,-0.01,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Austria,0.06,0.08,0.09,0.09,0.05,0.06,0.15,0.19,0.19,0.23,0.19,0.17
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Belgium,-0.03,0.03,-0.02,-0.08,-0.1,-0.08,-0.08,-0.09 b,-0.08,-0.08,-0.05,-0.07
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Bulgaria,0.07,-0.04,-0.03,-0.02,0.03 b,0.02,0.02,0.04,0.05,0.08,-0.03,0.09
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Switzerland,0.03,0.06,0.08 b,0.05,0.1,0.1,0.07,0.06,0.08,0.1,0.1,0.11
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Cyprus,-0.08 u,-0.19 u,-0.02,-0.07,-0.09 u,0 u,-0.10 u,-0.15 u,-0.13 u,-0.07,-0.08,0.08
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Czechia,-0.13,-0.12,-0.05,-0.04,-0.07,-0.1,-0.12,-0.16,-0.14,-0.1,-0.13,-0.12
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Germany,0.09,0.25,0.2,0.12,0.15,0.16,0.14,0.13,0.04 b,0.02,0.03,0.06
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Denmark,-0.01,-0.01,0.08,-0.01,0.05,0.05,-0.05,0.0,-0.01 b,-0.05,-0.04,-0.06
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Euro area - 19 countries  (2015-2022),0.07,0.12,0.09 e,0.07 e,0.08 e,0.08 e,0.09 e,0.11 e,0.07 b,0.08,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Euro area – 20 countries (from 2023),:,:,0.08,0.07,0.08,0.09,0.1,0.11,0.07,0.08,0.05,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Estonia,-0.08,-0.12,-0.08 b,0.04,-0.02,-0.09,0.03,0.03,0.05,-0.02,0.02,-0.02
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Greece,-0.07,0.01,0.05,0.07,0.03,0.0,0.0,0.03,-0.01,-0.01,0.06,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Spain,0.11,0.31,0.16,0.08,0.11,0.09,0.15,0.22,0.2,0.35,0.21,0.11
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,European Union - 27 countries (2007-2013),0.07,0.11,0.08 e,0.07 e,0.08 e,0.08 e,0.07 e,0.08 e,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,European Union - 27 countries (from 2020),0.07,0.11,0.09 e,0.07 e,0.08 e,0.08 e,0.09 e,0.09 e,0.06 b,0.07,0.03,0.03
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,European Union - 28 countries (2013-2020),0.07,0.11,0.08 e,0.07 e,0.08 e,0.08 e,0.08 e,0.08 e,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Finland,0.09,-0.01,0.03,0.08,0.09,0.11,0.06,0.06,-0.05,-0.06,0.02,0.03
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,France,0.19,0.18,0.15,0.21,0.13,0.19,0.18,0.09,0.06 b,0.1,0.04 b,0.01
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Croatia,0.08,0.07,0.03,-0.01,0.15,0.22,0.29,0.28,0.2,0.11,-0.02,-0.03 b
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Hungary,0.06,0.12,0.06,0.16,0.09,0.08,0.15,0.03,0.12,-0.02,0.05,-0.03
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Ireland,0.21,0.08,0.18,0.15,0.09,0.05,-0.02,0.18 b,0.26 b,0.24,0.18,0.05
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Iceland,-0.03 u,0.10 u,0.11 u,0.10 u,0.09 u,-0.10 u,-0.07 u,-0.04 u,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Italy,-0.04,-0.03,-0.07,-0.08,0.02,-0.05,-0.01,0.06,0.08,0.06,0.0,-0.02
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Lithuania,0.25,0.16,0.14,0.16,-0.05,0.08,0.08,0.2,-0.02,0.08,0.06,0.01
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Luxembourg,0.14,0.31 u,0.25 u,0.24 u,0.15 bu,-0.07 u,-0.10 u,0.06 u,0.01 bu,-0.06 bu,0.20 b,0.06
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Latvia,0.09,0.05,-0.01,-0.12,-0.09,0.02,-0.05,0.06,0.1,-0.09,-0.04,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Montenegro,:,-0.04 u,-0.12 u,-0.05 u,0.05,0.17,0.16,0.03,0.09,-0.03,-0.06,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,North Macedonia,-0.07,-0.14,0.2,0.17,0.11,0.1,0.25,0.04,0.13,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Malta,-0.01,0.03,0.09,0.03,0.03,-0.07,0.03,0.05,:,-0.01,0.04,-0.08
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Netherlands,-0.1,-0.05,-0.05,-0.01,0.06 b,0.03,-0.01,0.0,-0.02,0.03,0.0,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Norway,0.03,0.07 u,0.03,0.06,0.08,0.03,0.07,-0.04,-0.02,0.01 b,0.03,0.01 b
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Poland,0.17,0.14,0.13,0.01,0.06,0.11,0.09,0.05,-0.03,0.02,-0.02,-0.03
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Portugal,-0.02,-0.1,0.03,-0.01,-0.06,0.01,0.23,0.19,0.14,0.2,0.2,0.23
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Romania,0.26,0.14,0.14,0.15,0.2,0.14,0.12,0.04,0.06,-0.02,-0.08,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Serbia,:,0.32,0.07,0.22,0.39,0.32,0.29,0.26,0.33,0.16,0.27,:
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Sweden,-0.05,0.06,0.07,0.02,-0.06,-0.02,-0.01,0.02,0.02,-0.02,0.0,-0.01
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Slovenia,0.38,0.43,0.35,0.18,0.03,0.13,0.17,0.13,0.33,0.15,0.06,0.12
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Slovakia,-0.08 u,0.01 u,0.05 u,0.00 u,0.04 u,0.02,0.0,0.0,0.05,0.05,0.01,-0.01
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,Türkiye,-0.1,-0.17,-0.13,-0.1,-0.04,-0.08,-0.05,-0.05,-0.11,-0.02,0.06,-0.05
Annual,Single person,Absolute difference between males and females,Persons aged 75 years and over compared to persons aged less than 75 years,United Kingdom,0.02 b,0.06,0.05,0.09,0.1,0.06 b,0.01,:,:,:,:,:
