Time frequency,Type of household,Sex,Income and living conditions indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Albania,:,:,:,:,:,0.21,0.0,0.36,-0.07,-0.22,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Austria,0.11,0.07,0.12,0.05,0.11,0.1,0.06,0.07,0.15,0.04,0.02,0.06
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Belgium,0.03,0.01,0.0,-0.03,-0.05,-0.01,-0.04,-0.05 b,0.0,-0.02,0.03,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Bulgaria,0.18,0.15,0.06,0.09,0.27 b,0.2,0.14,0.17,0.15,0.23,0.19,0.14
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Switzerland,0.2,0.12,0.15 b,0.12,0.1,0.1,0.13,0.05,0.1,0.07,0.08,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Cyprus,0.06,-0.03,0.05,0.09,0.01,-0.08,0.06,0.11,0.1,0.21,0.07,0.18
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Czechia,-0.01,-0.01,0.01,-0.01,-0.04,-0.03,-0.03,-0.04,-0.05,0.0,-0.03,-0.03
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Germany,0.02,0.09,-0.03,-0.03,-0.01,-0.03,-0.02,-0.02,0.04 b,0.04,0.02,0.01
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Denmark,-0.02,-0.02,0.06,0.02,0.07,0.08,-0.13,-0.05,-0.02 b,-0.14,-0.1,-0.12
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Euro area - 19 countries  (2015-2022),0.06,0.08,0.05,0.04,0.05,0.03,0.04,0.03,0.06 b,0.05,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Euro area – 20 countries (from 2023),:,:,0.05,0.04,0.05,0.03,0.04,0.04,0.06,0.05,0.03,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Estonia,-0.09,-0.03,0.04 b,0.16,0.06,0.02,0.07,0.07,0.06,0.03,0.05,0.03
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Greece,-0.05,-0.08,0.01,0.09,0.07,0.05,0.0,0.07,0.02,0.09,0.18,0.11
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Spain,0.17,0.25,0.17,0.26,0.2,0.19,0.11,0.08,0.19,0.23,0.15,0.19
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,European Union - 27 countries (2007-2013),0.08,0.08,0.04,0.05,0.06,0.04,0.05,0.05 e,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,European Union - 27 countries (from 2020),0.07,0.08,0.06 e,0.04 e,0.05 e,0.04 e,0.05 e,0.05 e,0.07 b,0.06,0.03,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,European Union - 28 countries (2013-2020),0.08,0.08,0.04,0.05,0.06,0.04,0.05,0.05 e,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Finland,0.06,0.0,0.09,0.15,0.07,0.06,0.02,0.03,-0.07,-0.05,-0.01,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,France,0.07,0.03,0.08,0.07,0.06,0.04,0.07,-0.01,0.03 b,0.01,-0.01 b,-0.02
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Croatia,0.3,0.17,0.21,0.15,0.29,0.25,0.14,0.29,0.18,0.23,0.06,0.11 b
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Hungary,0.09,0.15,-0.01,0.13,0.01,-0.1,0.11,0.04,0.07,0.0,0.0,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Ireland,0.3,0.23,0.12,0.19,0.17,0.24,-0.02,0.25 b,0.12 b,0.07,0.04,-0.06
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Iceland,0.0,0.09,0.13,0.07,0.12,0.1,-0.05,-0.11,:,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Italy,0.1,0.11,0.03,-0.03,0.05,-0.01,0.05,0.13,0.09,0.04,0.02,0.04
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Lithuania,0.07,0.15,0.15,0.16,0.06,0.08,0.02,0.24,0.07,0.09,0.05,0.09
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Luxembourg,0.18,0.28,0.15,0.27,0.03 b,-0.17,0.06,0.18,-0.07 b,-0.23 b,0.07 b,0.09
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Latvia,0.23,0.09,0.04,0.01,-0.03,0.03,0.03,0.11,0.06,-0.07,0.01,0.06
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Montenegro,:,0.16,0.11,0.29,0.17,0.16,0.29,-0.03,0.09,0.09,0.14,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,North Macedonia,0.24,-0.22,0.44,0.41,0.14,0.14,0.25,0.14,0.14,:,:,:
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Malta,0.0,0.04,0.15,0.09,0.09,0.15,0.23,0.2,:,0.24,0.14,0.1
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Netherlands,-0.03,0.02,0.04,0.05,0.03 b,-0.01,0.02,-0.01,-0.04,0.03,0.01,0.02
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Norway,0.1,0.03,-0.05,-0.1,-0.06,0.02,0.01,-0.03,0.01,0.01 b,-0.03,-0.15 b
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Poland,0.17,0.12,0.13,-0.07,-0.04,0.13,0.12,0.09,0.13,0.08,0.06,0.06
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Portugal,0.02,0.03,0.25,0.15,0.05,0.09,0.23,0.11,0.15,0.22,0.12,0.3
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Romania,0.19,0.17,0.14,0.14,0.21,0.11,0.16,0.19,0.18,0.12,-0.09,-0.01
Annual,Single person,Absolute difference between males and females,Persons aged 60 years and over compared to persons aged less than 60 years,Serbia,:,0.57,0.18,0.68,0.91,0.11,0.26,0.19,0.19,0.02,0.13,:
