Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0
Annual,Percentage of total utilised agricultural area,Austria,13.8,14.0,14.5,15.4,16.0,16.7,16.7,17.0,17.4,18.5,19.5,19.6
Annual,Percentage of total utilised agricultural area,Belgium,1.5,1.6,2.1,1.7,1.7,1.7,2.1,2.4,2.6,3.0,3.6,4.1
Annual,Percentage of total utilised agricultural area,Bulgaria,:,:,:,:,:,0.2 e,0.1,0.3,0.3,0.2,0.5,0.5
Annual,Percentage of total utilised agricultural area,Switzerland,:,:,:,:,:,11.0,:,:,:,:,:,:
Annual,Percentage of total utilised agricultural area,Cyprus,:,:,:,:,0.6,1.0,1.2,1.5,1.6 e,2.6,2.8 e,2.9 e
Annual,Percentage of total utilised agricultural area,Czechia,:,:,:,7.0,7.2,7.1,7.2,8.2,9.0,10.6,12.4,13.1
Annual,Percentage of total utilised agricultural area,Germany,3.2,3.7,4.1,4.3,4.5,4.7,4.9,5.1,5.4,5.6,5.9,6.1
Annual,Percentage of total utilised agricultural area,Denmark,5.9,6.3,6.5,6.3,5.8,4.9,5.1,5 e,5.6,5.9,6.1,6.1
Annual,Percentage of total utilised agricultural area,Estonia,:,:,:,:,7.2 e,7.2,9.6,8.7,9.6,11.0,12.8,14.1
Annual,Percentage of total utilised agricultural area,Greece,0.7 e,0.7 e,2.0,6.4,6.5,7.6,7.6,7.0,7.8,8.5,8.4,5.2
Annual,Percentage of total utilised agricultural area,Spain,1.5,1.9,2.6,2.9,2.9 e,3.1,3.7,4.0,5.3,6.6,6.7 e,7.5
Annual,Percentage of total utilised agricultural area,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",3.0,:,3.8,4.0,:,3.8 e,4.1 e,4.0 e,4.3 e,4.7 e,5.1 e,5.4 e
Annual,Percentage of total utilised agricultural area,Finland,6.7,6.7,7.6 e,7.1,7.2,6.5,6.3,6.6,6.5,7.2,7.4,8.2
Annual,Percentage of total utilised agricultural area,France,1.2,1.4,1.7,1.9,1.8,1.9,1.7,1.9,2.0,1.9,2.9,3.4
Annual,Percentage of total utilised agricultural area,Hungary,:,:,1.6,2.0,2.3,2.2,2.1,1.8,2.1,2.4,2.4,2.3
Annual,Percentage of total utilised agricultural area,Ireland,0.6,0.7,0.7,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1 e,1.1 e
Annual,Percentage of total utilised agricultural area,Italy,6.7,8.0,7.6,7.0,6.4,7.3,7.9 e,7.9,7.5,8.1 e,8.6,8.4
Annual,Percentage of total utilised agricultural area,Lithuania,:,:,:,:,1.4,2.3,3.5,4.5,4.6,4.8,5.2,5.4
Annual,Percentage of total utilised agricultural area,Luxembourg,0.8,1.6,2.2,2.3,2.5,2.4 e,2.4 e,2.6,2.7,2.7 e,2.8 e,2.8 e
Annual,Percentage of total utilised agricultural area,Latvia,:,:,:,:,1.6,6.8,9.4,8.1,8.9,8.7,9.2,10.1
Annual,Percentage of total utilised agricultural area,Malta,:,:,:,:,0.0,0.1,0.2,0.3 e,0.4 e,0.5 e,0.2,0.2 e
Annual,Percentage of total utilised agricultural area,Netherlands,1.6,1.9,2.2,2.2,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.5
Annual,Percentage of total utilised agricultural area,Norway,2.0,2.6,3.1,3.7,3.9,4.2,4.3,4.7,5.1,5.5 e,:,:
Annual,Percentage of total utilised agricultural area,Poland,:,:,:,0.2,0.5,1.0,1.0,1.8,2.0,2.3,3.3,4.1
Annual,Percentage of total utilised agricultural area,Portugal,1.2,2.0,2.1,3.2,5.6,6.2,7.2,6.3,5.7,4.3,5.8,6.1
Annual,Percentage of total utilised agricultural area,Romania,:,:,:,:,:,0.7 e,0.8,1.0,1.0,1.2,1.3,1.6
Annual,Percentage of total utilised agricultural area,Sweden,5.9,6.6,6.8,7.2,7.0,7.0,7.2,9.9,10.9,12.8,14.3,15.7
Annual,Percentage of total utilised agricultural area,Slovenia,:,:,:,:,4.6,4.6,5.5,5.9,6.1,6.3,6.4,7.0
Annual,Percentage of total utilised agricultural area,Slovakia,:,:,:,2.2,2.6,4.6,6.2,6.1,7.3,7.5,9.1,8.6
Annual,Percentage of total utilised agricultural area,United Kingdom,3.3,3.8,4.2,3.9,3.9,3.5,3.4,3.7,4.1,4.2,4.1,3.7
