Time frequency,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million cubic metres,"Agriculture, forestry and fishing",Algeria,:,:,:,3461.0,3560.0,3600.0,3620.0,3800.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,"Agriculture, forestry and fishing",Egypt,:,:,:,:,:,61.3,60.9,61.5,62.1,62.4,62.4,62.2,:,:,:,:,:,:,:
Annual,Million cubic metres,"Agriculture, forestry and fishing",Jordan,610.5,515.9,506.4,481.6,407.0,407.1,409.0,396.0,402.0,441.1,383.6,420.4,400.5,415.6,413.2,580.2,537.7,576.0,:
Annual,Million cubic metres,"Agriculture, forestry and fishing",Lebanon,:,:,:,:,:,810.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,"Agriculture, forestry and fishing",Morocco,8685.0,9415.0,8512.0,9043.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,"Agriculture, forestry and fishing",Tunisia,1706.8,1677.4,1691.8,1685.6,1686.6 p,1838.4 p,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Irrigation in agriculture,Algeria,3714.0,4604.0,4693.0,4912.0,5018.0,5238.0,5139.0,5366.0,5754.0,6260.0,6560.0,6570.0,6783.0,6659.0,7274.0,7342.0,7094.0,7350.0,:
Annual,Million cubic metres,Irrigation in agriculture,Jordan,603.0,515.9,506.4,481.6,407.0,407.1,409.0,396.0,402.0,441.1,383.6,420.4,400.5,415.6,413.2,580.2,537.7,576.0,:
Annual,Million cubic metres,Irrigation in agriculture,Lebanon,:,:,:,:,:,158.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Irrigation in agriculture,Morocco,:,:,:,:,:,:,:,9800.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Irrigation in agriculture,Tunisia,1706.8,1677.4,1691.8,1685.6,1686.6 p,1838.4 p,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Manufacturing,Algeria,:,:,:,288.0,296.0,310.0,315.0,315.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Manufacturing,Egypt,:,:,:,:,:,1.2,1.2,1.2,1.2,1.2,1.2,1.2,:,:,:,:,:,:,:
Annual,Million cubic metres,Manufacturing,Jordan,39.0,34.5,44.9,34.3,33.0,33.9,32.3,38.8,37.0,50.0,55.5,39.8,40.4,30.6,33.0,35.6,35.8,33.9,:
Annual,Million cubic metres,Manufacturing,Tunisia,88.5,88.5,88.2,88.0,89.6 p,74.9 p,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Production and distribution of electricity,Algeria,:,:,:,115.0,115.0,115.0,115.0,115.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Households,Algeria,1656.0,1564.0,1748.0,1932.0,2484.0,2576.0,2668.0,2668.0,2760.0,2852.0,2944.0,2944.0,3036.0,3036.0,3312.0,3220.0,3036.0,3128.0,3041.0
Annual,Million cubic metres,Households,Egypt,:,:,:,:,:,9.4,9.6,9.6,9.7,10.0,10.4,10.4,:,:,:,:,:,:,:
Annual,Million cubic metres,Households,Jordan,291.0,284.6,286.9,307.4,318.2,343.8,341.5,388.3,369.0,431.3,450.5,452.7,466.1,476.8,495.6,514.3,519.8,517.7,:
Annual,Million cubic metres,Households,Lebanon,:,:,:,:,:,505.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Households,Morocco,430.0,441.0,461.0,500.0,491.0,501.0,517.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Households,Palestine*,:,:,:,:,:,60.3,65.4,122.6,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,Households,Tunisia,232.2,243.0,251.9,266.4,272.5,289.6,299.5,321.7,320.1,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,All NACE activities plus households,Algeria,:,:,:,5768.0,6013.0,6187.0,6227.0,6422.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Million cubic metres,All NACE activities plus households,Jordan,940.5,835.0,838.2,823.3,758.2,784.8,782.8,823.1,808.0,922.4,889.6,912.9,907.0,923.0,941.8,1130.1,1093.3,1127.4,:
Annual,Million cubic metres,All NACE activities plus households,Tunisia,2092.0,2070.6,2098.7,2108.3,2117.2 p,2272.0 p,:,:,:,:,:,:,:,:,:,:,:,:,:
