Time frequency,Unit of measure,Indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Business investment,Austria,14.53,14.69,14.49,14.45,14.8,15.05,15.4,16.06,15.67,15.79,15.68,15.43
Annual,Percentage,Business investment,Belgium,14.24,13.92,14.21,14.84,15.23,15.2,15.29,15.67,15.36,15.23,15.55,16.22 p
Annual,Percentage,Business investment,Bulgaria,16.25,15.58,14.37,13.61,12.76,13.97,:,:,:,:,:,:
Annual,Percentage,Business investment,Switzerland,19.03,18.96,19.17,19.12,19.37,20.02,19.6,19.7,19.86,19.55,19.24 p,19.25 p
Annual,Percentage,Business investment,Cyprus,6.05,6.49,6.21,6.06,10.12,12.04,6.13,7.55,8.92,7.19,7.91,8.42 p
Annual,Percentage,Business investment,Czechia,15.79,15.79,15.36,15.36,15.6,15.51,14.92,15.43,14.56,15.32,16.39,15.95
Annual,Percentage,Business investment,Germany,11.32,11.07,11.39,11.57,11.62,11.82,12.16,12.37,11.90 p,11.77 p,12.18 p,12.16 p
Annual,Percentage,Business investment,Denmark,10.96,11.38,11.74,12.24,13.31,13.57,13.94,13.65,14.12,14.15,14.32,14.09
Annual,Percentage,Business investment,Euro area – 20 countries (from 2023),11.43,11.21,11.4,11.96,12.24,12.5,12.69,13.73,13.21,12.67,12.9,12.74
Annual,Percentage,Business investment,Estonia,18.42,17.86,16.04,14.34,14.57,14.78,16.5,16.28,19.67,17.72,14.98,15.28
Annual,Percentage,Business investment,Greece,5.23,4.69,5.31,5.38,5.84,5.67,6.49,6.72,7.04,7.72,8.10 p,7.76 p
Annual,Percentage,Business investment,Spain,11.35,12.01,12.83,12.77,13.26,13.67,14.16,14.63,14.37,13.27,13.02,12.44
Annual,Percentage,Business investment,European Union - 27 countries (from 2020),11.69,11.51,11.75,12.28,12.55,12.75,12.93,13.89,13.41,12.91,13.16,13.0
Annual,Percentage,Business investment,Finland,12.05,11.21,11.01,11.48,12.07,12.76,13.21,12.98,12.83,13.36,13.81,13.28
Annual,Percentage,Business investment,France,11.14,10.84,10.97,11.04,11.3,11.61,11.92,12.09,12.08,12.65,12.84 p,12.76 p
Annual,Percentage,Business investment,Croatia,12.0,11.96,12.11,12.55,13.29,13.72,13.14,13.59,12.44,11.46,12.9,12.21 p
Annual,Percentage,Business investment,Hungary,12.61,13.58,13.81,12.59,13.12,14.02,14.9,16.55,14.91,16.15,16.84,15.79 p
Annual,Percentage,Business investment,Ireland,15.35,14.18,16.06,20.93,30.26,28.8,23.76,49.43,37.72,18.25,16.96,17.55
Annual,Percentage,Business investment,Iceland,10.89,10.19,11.26,:,:,:,:,:,:,:,:,:
Annual,Percentage,Business investment,Italy,9.72,9.16,9.33,9.61,9.99,10.35,10.78,10.87,10.65,11.32,11.72,11.38
