Time frequency,Unit of measure,Rail network segment (2010),Train category\Time,2010.0
Annual,Number,Haydarpa?A - Gebze,Goods trains,831.0
Annual,Number,Haydarpa?A - Gebze,Other trains,27.0
Annual,Number,Haydarpa?A - Gebze,Passenger trains,30510.0
Annual,Number,Gebze - Arifiye,Goods trains,1376.0
Annual,Number,Gebze - Arifiye,Other trains,26.0
Annual,Number,Gebze - Arifiye,Passenger trains,8634.0
Annual,Number,Arifiye - Adapazary,Goods trains,94.0
Annual,Number,Arifiye - Adapazary,Other trains,0.0
Annual,Number,Arifiye - Adapazary,Passenger trains,4090.0
Annual,Number,Arifiye - Eski?Ehir,Goods trains,1761.0
Annual,Number,Arifiye - Eski?Ehir,Other trains,2.0
Annual,Number,Arifiye - Eski?Ehir,Passenger trains,4703.0
Annual,Number,Eski?Ehir - Polatly,Goods trains,2067.0
Annual,Number,Eski?Ehir - Polatly,Other trains,1.0
Annual,Number,Eski?Ehir - Polatly,Passenger trains,4829.0
Annual,Number,Eski?Ehir - Alayunt,Goods trains,1520.0
Annual,Number,Eski?Ehir - Alayunt,Other trains,30.0
Annual,Number,Eski?Ehir - Alayunt,Passenger trains,2891.0
Annual,Number,Kutahya - Seyitomer,Goods trains,4.0
Annual,Number,Kutahya - Seyitomer,Other trains,5.0
Annual,Number,Kutahya - Seyitomer,Passenger trains,0.0
Annual,Number,Tav?Anly - Tuncbilek,Goods trains,860.0
Annual,Number,Tav?Anly - Tuncbilek,Other trains,2.0
Annual,Number,Tav?Anly - Tuncbilek,Passenger trains,0.0
Annual,Number,Alayunt - Balykesir,Goods trains,1302.0
Annual,Number,Alayunt - Balykesir,Other trains,35.0
Annual,Number,Alayunt - Balykesir,Passenger trains,965.0
Annual,Number,Alayunt - Afyon,Goods trains,1966.0
Annual,Number,Alayunt - Afyon,Other trains,41.0
Annual,Number,Alayunt - Afyon,Passenger trains,1051.0
Annual,Number,Sirkeci - Halkaly,Goods trains,309.0
Annual,Number,Sirkeci - Halkaly,Other trains,8.0
Annual,Number,Sirkeci - Halkaly,Passenger trains,14080.0
Annual,Number,Halkaly - Pehlivankoy,Goods trains,723.0
Annual,Number,Halkaly - Pehlivankoy,Other trains,108.0
Annual,Number,Halkaly - Pehlivankoy,Passenger trains,795.0
Annual,Number,Pehlivankoy - Hudut (Yun.),Goods trains,47.0
Annual,Number,Pehlivankoy - Hudut (Yun.),Other trains,65.0
Annual,Number,Pehlivankoy - Hudut (Yun.),Passenger trains,283.0
Annual,Number,Mandyra - Kyrklareli,Goods trains,4.0
Annual,Number,Mandyra - Kyrklareli,Other trains,2.0
Annual,Number,Mandyra - Kyrklareli,Passenger trains,0.0
Annual,Number,Pehlivankoy - Hudut (Bul.),Goods trains,706.0
Annual,Number,Pehlivankoy - Hudut (Bul.),Other trains,29.0
Annual,Number,Pehlivankoy - Hudut (Bul.),Passenger trains,509.0
Annual,Number,Ankara - Mar?Andiz,Goods trains,1113.0
Annual,Number,Ankara - Mar?Andiz,Other trains,0.0
Annual,Number,Ankara - Mar?Andiz,Passenger trains,23799.0
Annual,Number,Mar?Andiz - Sincan,Goods trains,2166.0
Annual,Number,Mar?Andiz - Sincan,Other trains,1.0
Annual,Number,Mar?Andiz - Sincan,Passenger trains,30838.0
Annual,Number,Ankara - Kaya?,Goods trains,1426.0
Annual,Number,Ankara - Kaya?,Other trains,1.0
Annual,Number,Ankara - Kaya?,Passenger trains,23873.0
Annual,Number,Sincan - Polatly,Goods trains,1915.0
Annual,Number,Sincan - Polatly,Other trains,1.0
Annual,Number,Sincan - Polatly,Passenger trains,6256.0
Annual,Number,Kaya? - Irmak,Goods trains,1464.0
Annual,Number,Kaya? - Irmak,Other trains,12.0
Annual,Number,Kaya? - Irmak,Passenger trains,1538.0
Annual,Number,Irmak - Karabuk,Goods trains,1009.0
Annual,Number,Irmak - Karabuk,Other trains,31.0
Annual,Number,Irmak - Karabuk,Passenger trains,8.0
Annual,Number,Karabuk - Zonguldak,Goods trains,996.0
Annual,Number,Karabuk - Zonguldak,Other trains,3.0
Annual,Number,Karabuk - Zonguldak,Passenger trains,2003.0
Annual,Number,Irmak - Bo?Azkopru,Goods trains,1396.0
Annual,Number,Irmak - Bo?Azkopru,Other trains,14.0
Annual,Number,Irmak - Bo?Azkopru,Passenger trains,1141.0
Annual,Number,Bo?Azkopru - Uluky?La,Goods trains,1286.0
Annual,Number,Bo?Azkopru - Uluky?La,Other trains,0.0
Annual,Number,Bo?Azkopru - Uluky?La,Passenger trains,706.0
Annual,Number,Bo?Azkopru - Kayseri,Goods trains,1942.0
Annual,Number,Bo?Azkopru - Kayseri,Other trains,1.0
Annual,Number,Bo?Azkopru - Kayseri,Passenger trains,1063.0
Annual,Number,Basmane - Halkapynar,Goods trains,36.0
Annual,Number,Basmane - Halkapynar,Other trains,7.0
Annual,Number,Basmane - Halkapynar,Passenger trains,0.0
Annual,Number,Menemen - Alia?A,Goods trains,265.0
Annual,Number,Menemen - Alia?A,Other trains,34.0
Annual,Number,Menemen - Alia?A,Passenger trains,0.0
Annual,Number,Halkapynar - Ci?Li,Goods trains,112.0
Annual,Number,Halkapynar - Ci?Li,Other trains,46.0
Annual,Number,Halkapynar - Ci?Li,Passenger trains,1375.0
Annual,Number,Alsancak - ?Yrinyer,Goods trains,21.0
Annual,Number,Alsancak - ?Yrinyer,Other trains,16.0
Annual,Number,Alsancak - ?Yrinyer,Passenger trains,0.0
Annual,Number,?Irinyer - Buca,Goods trains,0.0
Annual,Number,?Irinyer - Buca,Other trains,0.0
Annual,Number,?Irinyer - Buca,Passenger trains,0.0
Annual,Number,?Yrinyer - A.Menderes,Goods trains,60.0
Annual,Number,?Yrinyer - A.Menderes,Other trains,32.0
Annual,Number,?Yrinyer - A.Menderes,Passenger trains,4000.0
Annual,Number,Alsancak - Halkapynar,Goods trains,12.0
Annual,Number,Alsancak - Halkapynar,Other trains,20.0
Annual,Number,Alsancak - Halkapynar,Passenger trains,1441.0
Annual,Number,Basmane - ?Irinyer,Goods trains,39.0
Annual,Number,Basmane - ?Irinyer,Other trains,16.0
Annual,Number,Basmane - ?Irinyer,Passenger trains,4334.0
Annual,Number,Adnan Menderes - Goncaly,Goods trains,170.0
Annual,Number,Adnan Menderes - Goncaly,Other trains,22.0
Annual,Number,Adnan Menderes - Goncaly,Passenger trains,893.0
Annual,Number,D.Pynar - Ala?Ehir,Goods trains,596.0
Annual,Number,D.Pynar - Ala?Ehir,Other trains,72.0
Annual,Number,D.Pynar - Ala?Ehir,Passenger trains,224.0
Annual,Number,Ala?Ehir - Manisa,Goods trains,549.0
Annual,Number,Ala?Ehir - Manisa,Other trains,4.0
Annual,Number,Ala?Ehir - Manisa,Passenger trains,1089.0
Annual,Number,Manisa - Soma,Goods trains,273.0
Annual,Number,Manisa - Soma,Other trains,34.0
Annual,Number,Manisa - Soma,Passenger trains,1821.0
Annual,Number,Soma - Balykesir,Goods trains,308.0
Annual,Number,Soma - Balykesir,Other trains,25.0
Annual,Number,Soma - Balykesir,Passenger trains,1780.0
Annual,Number,Balykesir - Bandyrma,Goods trains,817.0
Annual,Number,Balykesir - Bandyrma,Other trains,15.0
Annual,Number,Balykesir - Bandyrma,Passenger trains,672.0
Annual,Number,Ci?Li - Manisa,Goods trains,370.0
Annual,Number,Ci?Li - Manisa,Other trains,71.0
Annual,Number,Ci?Li - Manisa,Passenger trains,1940.0
Annual,Number,Goncaly - Karakuyu,Goods trains,334.0
Annual,Number,Goncaly - Karakuyu,Other trains,1.0
Annual,Number,Goncaly - Karakuyu,Passenger trains,0.0
Annual,Number,Karakuyu - Afyon,Goods trains,764.0
Annual,Number,Karakuyu - Afyon,Other trains,42.0
Annual,Number,Karakuyu - Afyon,Passenger trains,1.0
Annual,Number,Karakuyu - E?Irdir,Goods trains,213.0
Annual,Number,Karakuyu - E?Irdir,Other trains,11.0
Annual,Number,Karakuyu - E?Irdir,Passenger trains,1.0
Annual,Number,Gumu?Gun - Burdur,Goods trains,327.0
Annual,Number,Gumu?Gun - Burdur,Other trains,13.0
Annual,Number,Gumu?Gun - Burdur,Passenger trains,1.0
Annual,Number,Bozanonu - Isparta,Goods trains,43.0
Annual,Number,Bozanonu - Isparta,Other trains,4.0
Annual,Number,Bozanonu - Isparta,Passenger trains,0.0
Annual,Number,Sutlac - Civril,Goods trains,0.0
Annual,Number,Sutlac - Civril,Other trains,0.0
Annual,Number,Sutlac - Civril,Passenger trains,0.0
Annual,Number,Goncaly - Denizli,Goods trains,218.0
Annual,Number,Goncaly - Denizli,Other trains,5.0
Annual,Number,Goncaly - Denizli,Passenger trains,1.0
Annual,Number,Ortaklar - Soke,Goods trains,95.0
Annual,Number,Ortaklar - Soke,Other trains,32.0
Annual,Number,Ortaklar - Soke,Passenger trains,698.0
Annual,Number,Torbaly - Odemi?,Goods trains,0.0
Annual,Number,Torbaly - Odemi?,Other trains,0.0
Annual,Number,Torbaly - Odemi?,Passenger trains,2396.0
Annual,Number,Sivas - Kalyn,Goods trains,1897.0
Annual,Number,Sivas - Kalyn,Other trains,0.0
Annual,Number,Sivas - Kalyn,Passenger trains,1055.0
Annual,Number,Kalyn - Hanly,Goods trains,384.0
Annual,Number,Kalyn - Hanly,Other trains,0.0
Annual,Number,Kalyn - Hanly,Passenger trains,766.0
Annual,Number,Sivas - Bostankaya,Goods trains,1647.0
Annual,Number,Sivas - Bostankaya,Other trains,2.0
Annual,Number,Sivas - Bostankaya,Passenger trains,747.0
Annual,Number,Kalyn - Samsun,Goods trains,1899.0
Annual,Number,Kalyn - Samsun,Other trains,0.0
Annual,Number,Kalyn - Samsun,Passenger trains,702.0
Annual,Number,Samsun - Car?Amba,Goods trains,0.0
Annual,Number,Samsun - Car?Amba,Other trains,0.0
Annual,Number,Samsun - Car?Amba,Passenger trains,0.0
Annual,Number,Divri?I - Erzurum,Goods trains,294.0
Annual,Number,Divri?I - Erzurum,Other trains,0.0
Annual,Number,Divri?I - Erzurum,Passenger trains,350.0
Annual,Number,Erzurum - Kars,Goods trains,148.0
Annual,Number,Erzurum - Kars,Other trains,0.0
Annual,Number,Erzurum - Kars,Passenger trains,344.0
Annual,Number,Kars - Do?Ukapy,Goods trains,1.0
Annual,Number,Kars - Do?Ukapy,Other trains,0.0
Annual,Number,Kars - Do?Ukapy,Passenger trains,0.0
Annual,Number,Samsun - Gelemen,Goods trains,0.0
Annual,Number,Samsun - Gelemen,Other trains,0.0
Annual,Number,Samsun - Gelemen,Passenger trains,0.0
Annual,Number,Cetinkaya - Divri?I,Goods trains,1729.0
Annual,Number,Cetinkaya - Divri?I,Other trains,0.0
Annual,Number,Cetinkaya - Divri?I,Passenger trains,359.0
Annual,Number,Malatya - Hekimhan,Goods trains,2407.0
Annual,Number,Malatya - Hekimhan,Other trains,182.0
Annual,Number,Malatya - Hekimhan,Passenger trains,374.0
Annual,Number,Hekimhan - Cetinkaya,Goods trains,2241.0
