Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Ireland,:,:,:,:,31.5,34.7,36.1,37.4,30.3,26.6,23.5,19.7,16.0,14.8,14.2,15.9,14.5 b,10.2,10.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Iceland,:,:,:,:,19.7,18.4,18.2,14.7,13.6,12.9,10.9,6.7,8.6,6.5,11.8,11.1 b,13.2,11.6,10.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Italy,:,:,:,:,23.3,27.0,27.1,33.8,39.0,41.3,38.7,36.3,32.9,30.4 b,27.8,28.4,27.7,22.3,21.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Lithuania,:,:,:,:,35.1,39.0,34.9,29.7,23.0,19.6,16.0,15.9,14.6,12.0,14.1,21.5,14.0,13.4,17.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Luxembourg,:,:,:,:,16.7,17.6,13.3,18.9,18.7,26.1,18.9 b,19.7,17.2,16.3,17.8,24.8,17.7,16.7,15.6 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Latvia,:,:,:,:,36.4,37.3,31.3,27.8,21.9,19.4,18.0,21.5,18.3,12.5,14.7,14.4,14.9,19.4,14.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Montenegro,:,:,:,:,:,:,35.4,45.8,42.9,36.0,39.9,36.9,30.7,33.3,25.8,33.6,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,North Macedonia,:,:,:,:,52.7,53.9,55.5,55.2,52.5,52.0,49.7,47.9,45.7,46.6,33.4,34.0,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Malta,:,:,:,:,16.2,14.4,13.7,13.3,14.7,13.7,13.2,10.2,11.1,11.7,11.3,14.1,12.9,11.6,11.6 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Netherlands,:,:,:,:,13.5,14.1,12.8,13.9,15.4,14.4,13.5,13.5,11.4,10.2,9.7,11.5,9.7,7.3,8.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Norway,:,:,:,:,11.9,13.6,11.5,11.7,12.8,10.7,13.1,14.3,13.7,12.0,11.9,13.7,13.4,11.2,11.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Poland,:,:,:,:,20.7,22.9 b,24.2,24.5,25.8,23.1,20.9,17.7,14.8,11.6,9.6 b,10.4,11.6,10.5,11.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Portugal,:,:,:,:,24.5,27.3,29.2,37.2,37.3,34.4,29.7,27.2,22.4,20.1,15.8,21.1,20.9,18.1,20.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Romania,:,:,:,:,25.1,27.9,29.3,27.6,28.7,29.4,26.0,25.0,22.9,20.4,20.4,22.1,20.9,21.6,21.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Serbia,:,:,:,:,:,47.4,49.4,49.7,46.5,47.2,41.1,33.1,30.0,29.1,26.9,25.8,24.2,23.3,23.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Sweden,22.3,20.2,17.9,18.8,25.4,25.0,22.4,24.1,23.9,23.5,20.4,19.7,17.8,17.6,19.6,24.5,25.2,20.2,22.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Slovenia,:,:,:,:,14.0,15.4,15.1,20.4,20.1,19.6,17.7,15.8,10.0,8.3 u,7.4 u,13.0,11.5 u,8.6 u,10.6 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Slovakia,:,:,:,:,28.1,35.0,33.5 b,35.3,35.3,29.8,26.1,20.0,18.3,14.4,14.2,18.5,19.8,18.8,22.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Türkiye,:,:,:,:,22.9,19.2,15.5,14.6,15.5,16.6 b,16.5,17.2,17.7,17.5,22.4,22.5,19.5 b,16.3,14.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Austria,:,:,:,:,11.3,10.1,9.5,10.0,10.3,11.0,11.3,12.0,10.5,10.0,9.1,11.7,11.0,9.5,10.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,38.3,35.1,30.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Belgium,:,:,:,:,22.0,22.4,18.9,20.0,23.9,23.4,22.5,20.3,19.4 b,16.0,14.5,15.9,18.2,16.4,16.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Bulgaria,:,:,:,:,19.4,25.1 b,28.2 b,31.2,31.5,26.9,24.7,20.4,16.1,15.9,12.1 b,17.5,15.8,10.6,12.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Switzerland,:,:,:,:,:,8.2 b,7.7,8.3,8.7,8.6,8.8,8.6,8.1,7.9,8.0,8.6,8.3,6.8,7.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Cyprus,:,:,:,:,13.8,16.6,22.4,27.7,38.9,36.0,32.8,29.1,24.7,20.2,17.6,17.6,17.3,18.1,16.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Czechia,:,:,:,:,16.6,18.3,18.1 b,19.5,19.0,15.9,12.6,10.5,7.9,6.7,5.6,8.0,8.2,6.8,8.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Germany,:,:,:,:,11.9,10.5 b,9.1 b,8.6,8.3,8.3,7.7,7.5,7.2,6.6,6.2,8.0 b,7.0,6.0,5.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Denmark,:,:,:,:,13.5,15.6,16.4,15.8,14.8,14.2,12.2,12.2 b,12.4 b,10.5,10.1,11.7,10.8,10.6,11.5 b
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Euro area – 20 countries (from 2023),:,:,:,:,21.3,22.1,22.1,24.3,25.2,24.4,23.1,21.5,19.4,17.5,16.3,18.1,16.9,14.6,14.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Estonia,:,:,:,:,27.2,32.6,22.3,20.7,18.6,14.9,14.3,14.0,12.1,12.0,11.6,18.3,16.7,18.6,17.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Greece,:,:,:,:,26.1,33.6,45.2,55.9,59.2,53.0,50.3,48.2,44.5,41.2,37.5,38.0,35.5,31.4,26.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Spain,:,:,:,:,37.7,41.5,46.2,52.9,55.5,53.2,48.3,44.4,38.6,34.3,32.5,38.3,35.0 d,29.7 d,28.7 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,European Union - 27 countries (from 2020),:,:,:,:,21.2,22.4,22.5,24.4,25.2,24.1,22.4,20.7,18.5,16.7,15.6,17.5,16.7,14.5,14.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Finland,:,:,:,:,21.7,22.0,20.3,19.5,20.6,20.5,22.5,20.5,20.0,17.3,17.7,21.0,17.1,14.2,16.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,France,22.3,23.5,20.8,20.2,25.0,24.7,24.1,25.8,26.4,25.7,26.1,26.0,23.5,22.0,20.7,21.5,18.9 d,17.3 d,17.2 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Croatia,:,:,:,:,25.2,32.4,36.7,42.5 b,50.5,45.7,42.3,30.9,27.4,23.5,16.7,20.6,21.5,17.7,18.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Hungary,:,:,:,:,25.8,25.9,25.4,27.8,26.1,20.1,17.1,12.7,10.5,9.9 b,11.4,12.7,13.6,10.6,12.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Ireland,:,:,:,:,24.5,28.1,29.6,30.8,26.7,23.4,20.2,16.8,14.4,13.8,12.5,15.8,14.6 b,10.1,10.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Iceland,:,:,:,:,15.9,16.2,14.4,13.5,10.6,9.8,8.8,6.5,7.9,6.1,8.7,10.0 b,12.1,8.7,8.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Italy,:,:,:,:,25.4,28.0,29.2,35.3,40.0,42.7,40.3,37.7,34.6,32.2 b,29.2,29.8,29.7,23.7,22.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Lithuania,:,:,:,:,29.6,35.7,32.6,26.7,21.9,19.3,16.3,14.5,13.3,11.1,11.9,19.6,14.3,11.9,13.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Luxembourg,:,:,:,:,17.2,14.2,16.8,18.8,15.5,22.6,17.3 b,18.9,15.4,14.2,17.0,23.2,16.9,17.6,18.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Latvia,:,:,:,:,33.4,36.2,31.0,28.5,23.2,19.6,16.3,17.5,17.0,12.2,12.7,14.9,14.8,15.3,12.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Montenegro,:,:,:,:,:,:,36.6,42.2,40.5,35.8,37.6,35.9,31.7,29.4,25.2,36.0,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,North Macedonia,:,:,:,:,55.1,53.7,55.3,53.9,51.9,53.1,47.3,48.2,46.7,45.4,35.6,35.7,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Malta,:,:,:,:,14.5,13.2,13.3,13.8,12.7,11.7,11.6,10.7,10.6,9.4,10.1,11.5,9.9,9.0,9.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Netherlands,:,:,:,:,11.6,12.4,11.4,12.9,14.2,13.8,12.5,12.1,10.4,8.9,8.5,10.6,9.3,7.6,8.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Norway,:,:,:,:,11.0,11.8,10.7,10.7,11.5,10.0,12.3,13.0,12.6,11.4,11.7,13.2,12.6,10.0,11.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Poland,:,:,:,:,21.0,24.0 b,26.0,26.8,27.6,24.1,21.0,17.8,14.9,11.8,9.7 b,10.8,11.9,10.8,11.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Portugal,:,:,:,:,25.3,28.0,30.4,38.2,38.6,34.7,31.8,27.8,23.8,20.2,18.4,22.4,23.4,19.2,20.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Romania,:,:,:,:,24.8,28.0,29.4,28.2,29.6,30.0,27.3,25.9,23.0,20.5,21.0,21.6,21.0,22.8,21.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Serbia,:,:,:,:,:,48.4,53.1,53.3,51.7,49.1,44.6,36.2,33.1,30.8,28.6,27.7,26.0,24.3,25.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Sweden,22.2,20.9,18.6,19.6,24.4,24.1,22.1,22.9,22.8,22.2,19.7,18.2,17.1,16.8,19.3,23.6,24.7,21.7,22.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Slovenia,:,:,:,:,13.8,14.7,15.9,20.8,21.6,20.5,16.4,15.3,11.3,8.9,8.1,14.3,12.8,10.1,9.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Slovakia,:,:,:,:,28.5,34.9,34.8 b,35.3,34.9,31.0,27.7,23.4,20.0,15.8,17.1,20.4,20.6,19.9,19.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Total,Türkiye,:,:,:,:,22.8,19.7,16.7,15.7,16.9,17.8 b,18.5,19.5,20.5,20.2,25.2,25.1,22.7 b,19.5,17.5
