Time frequency,Age class,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Austria,:,:,:,:,10.5,9.8,9.5,9.6,10.4,10.4,10.4,10.7,9.1,9.8,8.1,10.6,11.3,9.5,10.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,44.5,42.1,33.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Belgium,:,:,:,:,22.6,22.4,18.9,19.0,22.5,22.5,20.5,18.3,18.2 b,15.3,12.3,15.6,16.2,14.4,14.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Bulgaria,:,:,:,:,17.8,24.4 b,28.1 b,30.6,30.3,28.3,26.7,21.1,16.3,15.7,11.8 bu,17.7 u,15.1 u,10.4 u,11.1 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Switzerland,:,:,:,:,:,8.7 b,7.9,8.0,8.8,8.6,8.4,8.4,8.0,7.5,7.2,8.0,8.3,6.8,7.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Cyprus,:,:,:,:,14.0,17.2,21.5,26.7,36.8,34.6,31.1,31.8,22.9,16.2,15.1,11.7,16.1,18.0,14.7
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Czechia,:,:,:,:,16.7,18.5,18.0 b,19.0,19.4,17.1,14.4,11.4,8.7,7.2,6.0,9.2,9.1,7.9,8.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Germany,:,:,:,:,10.5,9.4 b,8.4 b,7.8,7.6,7.6,7.0,6.6,6.2,5.5,5.1,7.4 b,6.6,5.5,5.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Denmark,:,:,:,:,11.6,13.2,14.4,14.8,13.3,12.9,11.1,10.8 b,11.9 b,9.2,9.7,10.7,11.0,10.5,11.3 b
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Euro area – 20 countries (from 2023),:,:,:,:,20.6,21.8,22.0,24.1,25.1,24.3,22.7,21.3,19.1,17.2,16.2,18.2,16.9,14.4,14.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Estonia,:,:,:,:,21.5,28.8,20.3,18.2,19.6,9.9,12.9,10.4,9.3,11.1,12.0,18.3,15.0,16.5,16.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Greece,:,:,:,:,33.6,41.1,52.1,63.4,64.6,58.5,54.8,52.1,49.0,45.4,41.0,42.8,40.9,38.8,29.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Spain,:,:,:,:,36.1,39.6,44.0,51.4,54.6,52.9,48.0,44.9,37.4,33.3,34.5,39.7,36.2 d,30.9 d,28.5 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,European Union - 27 countries (from 2020),:,:,:,:,20.6,22.1,22.6,24.4,25.2,24.0,22.1,20.5,18.3,16.4,15.6,17.7,16.8,14.5,14.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Finland,:,:,:,:,18.6,19.4,18.4,18.2,17.4,17.9,19.1,18.9,19.1,17.0,15.9,19.2,16.4,14.0,15.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,France,25.7,27.2,23.8,22.3,26.5,27.8,27.3,27.9,29.5,27.2,27.4,28.0,24.9,23.5,21.6,23.5,18.8 d,16.0 d,16.1 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Croatia,:,:,:,:,27.5,33.6,36.1,42.3 b,51.0,46.6,43.5,31.0,27.2,29.1,18.8,23.9,26.3,22.1,21.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Hungary,:,:,:,:,23.3,23.5,23.5,26.3,26.8,20.2,15.5,12.4,11.5,10.0 b,10.6,13.5,15.6,9.6,12.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Ireland,:,:,:,:,16.8,20.9,22.3,23.5,22.8,19.8,16.3,13.6,12.6,12.6,10.6,15.8,14.6 b,9.9,10.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Iceland,:,:,:,:,12.0,14.1,10.7,12.3,7.7,6.6,6.7,6.4,7.1,5.6,5.6,9.0 b,10.9,5.6,7.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Italy,:,:,:,:,28.6,29.4,32.2,37.6,41.4,44.6,42.6,39.6,37.2,34.9 b,31.1,32.1,32.8,25.8,25.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Lithuania,:,:,:,:,22.4,31.6,29.4,22.7,20.4,18.7,16.6,12.6,11.7,10.1,9.3,17.3,14.7,10.4,10.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Luxembourg,:,:,:,:,17.8,10.2 u,20.8,18.6,10.9 u,18.1,15.7 b,18.0,13.2,11.9,16.0,21.3,16.1,18.5,22.7 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Latvia,:,:,:,:,29.2,34.8,30.6,29.5,24.9,20.0,14.2,12.4,15.4,11.8,10.1 u,15.5,14.6,10.2 u,10.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Montenegro,:,:,:,:,:,:,38.4,37.6,37.2,35.4,34.5,34.6,33.1,23.6,24.3,39.7,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,North Macedonia,:,:,:,:,59.4,53.3,54.8,51.8,51.0,55.0,43.3,48.8,48.6,43.2,38.9,38.6,:,:,:
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Malta,:,:,:,:,12.5,11.8,12.9,14.5,10.4,9.5,9.8,11.4,9.9,6.7,8.6,8.3 u,6.0 u,6.0 u,: u
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Netherlands,:,:,:,:,9.7,10.7,10.2,12.0,13.0,13.2,11.6,10.8,9.5,7.6,7.2,9.7,9.0,8.0,8.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Norway,:,:,:,:,10.1,10.1,9.9,9.6,10.1,9.2,11.4,11.8,11.4,10.7,11.4,12.7,11.8,8.8,10.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Poland,:,:,:,:,21.3,25.4 b,28.6,30.0,30.2,25.6,21.0,18.1,15.1,12.1,9.8 b,11.4,12.3,11.2,11.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Portugal,:,:,:,:,26.2,28.7,31.7,39.4,40.1,35.0,34.1,28.6,25.4,20.4,21.4,24.0,26.7,20.5,20.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Romania,:,:,:,:,24.2,28.1,29.5,29.1,31.1,31.1,29.4,27.3,23.1,20.7,22.0,20.8,21.2,24.9,22.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Serbia,:,:,:,:,:,50.1,60.0,59.7,60.2,52.3,50.5,41.5,38.1,33.7,31.5,31.0,28.9,26.0,27.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Sweden,22.0,21.5,19.3,20.3,23.3,23.1,21.7,21.7,21.8,20.9,19.0,16.8,16.4,15.9,19.1,22.6,24.1,23.5,21.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovenia,:,:,:,:,13.5,13.8,17.0,21.4,23.7,21.6,14.8,14.7,13.1,9.6 u,9.2 u,16.1,14.4 u,12.0 u,8.7 u
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Slovakia,:,:,:,:,29.1,34.8,36.8 b,35.4,34.4,32.9,30.2,28.9,22.3,18.0,21.9,23.4,22.0,21.7,16.0
Annual,From 15 to 24 years,Percentage of population in the labour force,Females,Türkiye,:,:,:,:,22.5,20.7,19.0,17.8,19.7,20.2 b,22.2,23.5,25.6,25.0,30.3,29.9,28.7 b,25.4,23.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Austria,:,:,:,:,12.1,10.4,9.5,10.3,10.2,11.5,12.0,13.1,11.7,10.3,10.0,12.5,10.7,9.5,10.2
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,34.5,31.2,28.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Belgium,:,:,:,:,21.6,22.4,18.9,20.7,25.0,24.2,24.1,21.9,20.3 b,16.5,16.3,16.1,19.9,18.1,17.6
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Bulgaria,:,:,:,:,20.3,25.5 b,28.2 b,31.5,32.2,26.1,23.6,20.0,16.0,16.0,12.3 b,17.3,16.2,10.8,12.8
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Switzerland,:,:,:,:,:,7.8 b,7.5,8.6,8.7,8.6,9.2,8.8,8.1,8.4,8.8,9.2,8.4,6.9,8.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Cyprus,:,:,:,:,13.6,15.9,23.3,28.8,41.1,37.4,34.7,25.8,27.0,25.0,20.1,22.5,18.4,18.3,18.3
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Czechia,:,:,:,:,16.6,18.2,18.1 b,19.9,18.6,15.0,11.3,9.9,7.4,6.4,5.4,7.2,7.6,6.0,7.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Germany,:,:,:,:,13.2,11.4 b,9.7 b,9.2,9.0,8.8,8.4,8.3,8.1,7.5,7.0,8.5 b,7.4,6.4,6.5
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Denmark,:,:,:,:,15.3,17.9,18.2,16.8,16.3,15.6,13.2,13.5 b,12.9 b,11.8,10.4,12.6,10.7,10.6,11.8 b
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Euro area – 20 countries (from 2023),:,:,:,:,21.8,22.5,22.1,24.4,25.3,24.6,23.4,21.7,19.6,17.7,16.4,18.0,16.9,14.7,14.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Estonia,:,:,:,:,31.6,35.7,23.8,22.8,17.8,19.3,15.5,17.3,14.7,12.9,11.2,18.4,18.4,21.0,18.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Greece,:,:,:,:,20.1,27.6,39.4,49.4,54.9,48.1,46.5,44.8,40.5,37.7,34.5,34.2,31.1,25.1,24.4
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Spain,:,:,:,:,39.1,43.1,48.2,54.1,56.2,53.4,48.6,44.0,39.5,35.2,30.9,37.1,34.0 d,28.7 d,28.8 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,European Union - 27 countries (from 2020),:,:,:,:,21.8,22.7,22.5,24.5,25.2,24.2,22.6,20.8,18.7,16.9,15.7,17.4,16.6,14.5,14.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Finland,:,:,:,:,24.8,24.4,22.2,20.8,23.9,23.2,26.0,22.1,20.8,17.7,19.5,22.8,17.8,14.4,16.9
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,France,19.5,20.4,18.4,18.5,23.8,22.2,21.4,24.1,23.8,24.4,25.1,24.2,22.3,20.8,20.0,19.8,19.0 d,18.5 d,18.2 d
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Croatia,:,:,:,:,23.7,31.5,37.0,42.6 b,50.1,45.1,41.5,30.9,27.5,19.3,15.3,18.6,18.3,14.7,17.1
Annual,From 15 to 24 years,Percentage of population in the labour force,Males,Hungary,:,:,:,:,27.8,27.7,27.0,29.1,25.6,20.0,18.3,12.9,9.7,9.8 b,11.9,12.1,12.2,11.4,13.2
