Time frequency,Country of residence,Unit of measure,Statistical classification of economic activities in the European Community (NACE Rev. 2),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,:,:,:,:,:,:,476294 e,:,371523 e,:,:,926803 e
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,:,11157528.0,11400395.0,11805718.0,12413155.0,12680617.0,13087273.0,13359120.0,9034335.0,8659900.0,12695341.0,13437243.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Belgium,:,6468075.0,6753644.0,7492173.0,7729359.0,7934684.0,8441061.0,8714287.0,4792476.0,7728918.0,9406484.0,9296452.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Bulgaria,:,3026616.0,3154330.0,3414665.0,3809465.0,3805816.0,3889521.0,4120284.0,2847984.0,3754603.0,4551371.0,5019035.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Switzerland,:,:,:,:,11136172.0,11688312.0,12247802.0,12576425.0,:,13592521.0,14166111.0,14341963.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Cyprus,:,440553.0,433979.0,441552.0,461785.0,457850.0,511418.0,553613.0,572196.0,713176.0,648129.0,628284.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Czechia,:,7555806.0,7491191.0,8488637.0,9067413.0,9840093.0,10635756.0,11107866.0,8052274.0,8813943.0,12080764.0,12418741.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Germany,:,117987824.0,122068364.0,126062735.0,130218849.0,135004792.0,140494471.0,145679435.0,82691873.0,82122347.0,130157063.0,143495379.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Denmark,:,4108197.0,4243014 e,4533666 e,4751127 e,4801615 e,4935224 e,5192979 e,4129801 e,5232372 e,6207441.0,6091016.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area - 19 countries  (2015-2022),:,:,:,436308507.0,449950811.0,:,483873575 e,499698370.0,295351468.0,363773785.0,487000125.0,:
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,489447046.0,514552841.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Estonia,:,1040735.0,1103755.0,1182979.0,1268388.0,1388785.0,1450960.0,1536526.0,1296065.0,1575563.0,1785939.0,1755905.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Greece,:,7365859.0,7414809.0,7665265.0,8080042.0,8142571.0,9264746.0,9163555.0,4617211.0,5652556.0,8311888.0,9505853.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Spain,:,51874205.0,55185879.0,59021796.0,62199939.0,64159337.0,65032598.0,67280725.0,32225935.0,55069349.0,70542990.0,72690996.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 27 countries (from 2020),467215411.0,472472080.0,486321742.0,511049249.0,530364067.0,553587484 e,572881772 e,592903034.0,354436909.0,438301914.0,583638931.0,611072661.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Finland,:,8043589.0,7928850.0,8112802.0,8319180.0,8614140.0,8742953.0,9136439.0,6446523.0,8167713.0,9405548.0,9694934.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",France,:,107692846.0,106884663.0,110695233.0,112304511.0,117911260.0,118970003.0,123048025.0,76346861 e,97081163 e,122713921.0,127317904.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Croatia,:,1430708.0,1444016.0,1613517.0,1739147.0,1828233.0,2013924.0,2205439.0,1452598.0,2130704.0,2446921.0,2632929.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Hungary,:,4929753.0,5515165.0,5984739.0,6346301.0,6809296.0,7170933.0,7285514.0,4264303.0,4697535.0,6805889.0,6715790.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Ireland,:,7539514 u,8120439 e,8088800 e,7382650 e,:,8970717 e,8640699 e,4118000 e,3100000 e,7256000.0,7452009.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Iceland,:,458168.0,699733.0,602016.0,646790.0,:,:,698737.0,890363.0,1190857.0,1253448.0,1273185.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Italy,:,53599294.0,54916852.0,58352886.0,60180004.0,62672366.0,64905729.0,66371433.0,39190227.0,51767750.0,63427781.0,65758654.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Liechtenstein,:,1124.0,1054.0,983.0,1670.0,1677.0,1781.0,1781.0,1332.0,2638.0,:,2360.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Lithuania,:,1199914.0,1316696.0,1417321.0,1546624.0,1669403.0,1875657.0,2099777.0,1615148.0,1962633.0,2675666.0,2622501.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,:,99990.0,104417.0,113471.0,116915.0,110075.0,135711.0,139289.0,151783.0,153785.0,181576.0,183963.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,:,589427.0,667343.0,664628.0,730011.0,798365.0,883411.0,907414.0,747990.0,864400.0,1033196.0,1046823.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Montenegro,:,:,:,153185.0,151696.0,111890 b,:,:,:,:,:,:
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",North Macedonia,:,200494.0,207572.0,219532.0,228882.0,242674.0,268612.0,276091.0,233969.0,251830.0,261898.0,266035.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Malta,:,148662.0,155378.0,157267.0,151389.0,167109.0,184577.0,201076.0,219321.0,245245.0,254512.0,260530.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Netherlands,:,21267283 b,21931193.0,22311303.0,23053578.0,24310943.0,25132289.0,25786602.0,20035412.0,25472295.0,29417995.0,29100201.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Norway,:,13826267.0,13824254.0,14029604.0,14673056.0,:,:,:,10034858.0,11149706.0,13133328.0,13353220.0
Annual,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,:,18158166.0,19613643.0,21252486.0,23729515.0,25185677.0,26813699.0,28197545.0,15615208.0,19689140.0,28402393.0,29164646.0
