Time frequency,Unit of measure,Weight,Geopolitical entity (reporting)\Time,1975.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,From 10 000 to 14 999 kg,Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,535.0,513.0,504.0,521.0,504.0,488.0,491.0
Annual,Number,From 10 000 to 14 999 kg,Belgium,:,:,:,:,:,:,:,:,:,:,:,:,:,:,778.0,1432.0,1437.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,33.0,23.0,11.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,2208.0,2260.0,2303.0,2321.0,2379.0,2346.0,2322.0,2275.0,2295.0,2338.0,2284.0,2201.0,2034.0,1849.0,1764.0,1500 e,1500 e,1400 e,1400 e,1500 e,1500 e,1500 e
Annual,Number,From 10 000 to 14 999 kg,Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,802.0,843.0,856.0,900.0,818.0,762.0,682.0,618.0,622.0,662.0,742.0,845.0,839.0,1089.0,1186.0,1311.0,1441.0,1561.0,1732.0,766.0
Annual,Number,From 10 000 to 14 999 kg,Germany,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10303.0,10329.0,11704.0,11888.0,11882.0,11770.0,11615.0,11350.0,10966.0,10535.0,10023.0,9506.0,2458.0,1727.0,: @C,453.0,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,277.0,273.0,260.0,255.0,260.0,279.0,325.0,382.0,418.0,430.0,453.0,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,207.0,211.0,221.0,229.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 10 000 to 14 999 kg,Spain,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,100614.0,105361.0,112138.0,118712.0,127816.0,140013.0,153371.0,167772.0,181120.0,193655.0,:,:,:,2497.0,2571.0,2643.0,2539.0,2537.0,2532.0,2466.0
