Time frequency,Unit of measure,Classification of health care financing schemes - SHA 2011,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Austria,19.18 d,18.81 d,18.81 d,18.24 d,18.05 d,18.60 d,18.74 d,18.67 d,19.17 d,19.10 d,19.09 d,19.24 d,19.15 d,18.43 d,17.92 d,16.47 d,15.73 d,15.99 d,16.14 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,29.07,28.92,28.8,28.61,29.12,29.31,29.35,28.86,30.71,30.88,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Belgium,20.01,20.21,20.57,19.91,19.67,19.72,19.6,19.44,19.74,19.53,19.02,18.46,18.39,18.49,19.74,17.19,18.78,20.05,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Bulgaria,:,:,:,:,:,:,44.46,47.74,41.86 b,40.24,42.51,43.25,42.19,39.33,37.8,35.53,33.73,35.08,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Switzerland,:,:,:,:,:,23.98,23.47,23.29,22.75,22.6,22.02,21.29,21.64,21.95,21.9,20.65,21.29,21.58,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Cyprus,:,:,:,:,:,43.11,41.37,42.37,42.6,45.11,43.62,44.61,44.76,44.36,33.73,21.37,13.75,14.56,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Czechia,:,:,:,:,:,13.85,14.21,14.22,14.33,14.46,14.51,14.29,14.14,14.16,14.31,11.08,12.48,14.29,14.07 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Germany,13.98,14.36,14.27,13.97,13.75,13.81,13.85,14.02,13.19,12.87,12.95,12.83,12.69,12.92,13.23,11.99,11.95,10.74,11.28 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Denmark,:,:,:,:,:,13.71,13.9,13.51,13.35,13.34,13.46,13.52,13.69,13.82,13.79,13.38,12.7,13.03,13.84 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Euro area - 19 countries  (2015-2022),:,:,:,:,:,:,:,:,:,15.73,15.76,15.57,15.59,15.56,15.55,14.15 p,14.23 p,14.00 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,15.72,15.74,15.56,15.58,15.55,15.54,14.13 p,14.21 p,13.98 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Estonia,23.02,23.61,22.97,21.39,21.23,22.81,22.53,22.54,23.61,23.52,23.72,23.74,24.81,24.51,23.92,21.43,22.15,23.15,21.98 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Greece,:,:,:,:,29.5,28.26,31.16,30.45,33.74,37.2,36.03,34.31,35.0,36.08,33.64,33.45,33.32,33.54,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Spain,21.74,21.02,20.73,20.64,19.02,20.29,20.39,21.8,22.77,23.13,22.29,21.96,22.24,22.24,21.86,19.73,19.34,19.18 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,15.96,16.0,15.81,15.82,15.73,15.71,14.36 p,14.45 p,14.27 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Finland,19.58,18.82,19.0,18.57,18.32,18.8,18.15,17.46,17.79,17.64,18.63,19.27,19.05,18.37,17.42,16.47,16.66 p,16.10 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,France,:,9.36,9.53,10.03,10.17,10.24,10.24,10.12,10.18,10.13,10.04,9.88,9.9,9.74,9.7,8.98,8.74,8.92,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Croatia,:,:,:,:,:,:,:,:,8.83,11.28,10.95,10.97,10.97,11.39,11.46,10.45 p,9.40 p,9.19 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Hungary,:,25.05,26.3,26.38,26.27,27.45,28.24,29.4,28.38,28.36,27.49,27.69,27.25,26.79,27.79,26.12,24.64,24.27,28.52 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Ireland,:,:,:,:,:,:,13.68,13.69,14.03,14.07,13.47,13.09,12.58,12.13,12.13,10.93,10.69,10.67,10.67 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Iceland,:,:,:,:,:,:,18.39,18.46,18.14,17.85,17.51,16.75,16.32,15.82,15.43,14.87,14.54,13.67,14.38 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Italy,:,:,:,:,:,:,:,22.08,22.23,22.54,23.47,23.32,23.81,23.55,23.46,21.46,22.72,22.74,23.07 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Liechtenstein,:,:,:,:,:,:,:,:,19.26,20.45,20.53,21.18,23.29,23.16,21.6,18.04,19.12,19.56,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Lithuania,:,31.85,28.41,28.17,26.82,27.59,28.22,31.8,32.82,31.49,31.84,32.32,32.64,31.52,32.27,28.66,29.93,31.83,31.83 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Luxembourg,:,:,:,:,:,:,10.88,11.47 b,11.2,11.07,10.72,10.74,10.66,10.44,9.59 b,8.39,8.8,8.67,8.71 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Latvia,:,:,:,:,:,:,:,:,38.47,39.11,40.45,43.32,41.79,39.18,35.11,31.87,26.98,30.74,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Moldova,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,31.71,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Malta,:,:,:,:,:,:,:,:,:,36.76,37.47,35.14,35.22,34.3,34.13,30.30 p,29.67 p,30.02,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Netherlands,9.89,8.33,7.89,9.92,9.07,9.1,9.48,10.09,11.53,11.59,11.29,11.28,11.05,10.79,10.42,9.28,9.37,10.02,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Norway,16.71,16.45,16.07,15.66,15.25,15.05,15.21,14.8,14.59,14.38,14.14,14.27,14.51,13.97,13.92,13.79,13.85,14.08 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Poland,:,:,:,:,:,:,:,:,23.65,23.13,23.25,22.94,22.74,20.42,20.09,19.53 p,19.85 p,18.84 p,16.19 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Portugal,23.68,25.52,25.91,26.39,25.1,24.71,26.65,29.58,28.79,29.33,29.53,29.43,29.69,29.92,30.61,28.02,29.41,29.65,29.76 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Romania,:,:,:,:,:,:,24.28,22.43,20.18,20.31,21.28,20.75,20.49,19.46,18.88,19.03,20.94,21.42,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Serbia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,35.76 p,36.53 p,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Sweden,16.64,16.54,16.34,16.33,16.4,16.38,14.55,14.81,14.93,14.92,14.9,14.49,14.09,13.96,13.71,12.83,12.8,12.87,12.68 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Slovenia,:,:,:,:,:,:,:,:,:,12.98,12.47,11.98,12.32,11.98,11.66,12.47,12.88,12.43,12.92 p
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,Slovakia,:,:,:,:,:,:,:,23.23,23.32,18.01,18.44 b,18.19,18.71,18.91,19.16,18.75,19.4,19.26,:
Annual,Percentual share of total current health expenditure (CHE),Household out-of-pocket payment,United Kingdom,:,:,:,:,:,:,:,:,15.18,15.16,15.23,15.37,15.72,15.88,15.87,:,:,:,:
