Time frequency,Nature of the trademark,Unit of measure,Geopolitical entity (reporting)\Time,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,3D,Number,Austria,2.0,3.0,4.0,7.0,2.0,5.0,6.0,5.0,9.0,9.0,8.0,6.0,9.0,25.0,11.0,6.0,14.0,5.0,5.0,8.0,5 p
Annual,3D,Number,Australia,3.0,4.0,13.0,:,1.0,1.0,2.0,:,1.0,1.0,2.0,1.0,2.0,2.0,6.0,6.0,:,7.0,2.0,6.0,5 p
Annual,3D,Number,Belgium,12.0,10.0,17.0,7.0,12.0,15.0,8.0,14.0,3.0,8.0,3.0,3.0,1.0,5.0,8.0,6.0,20.0,3.0,3.0,5.0,4 p
Annual,3D,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,3.0,3.0,1.0,1.0,:,1.0,6.0,2.0,:,4.0,3 p
Annual,3D,Number,Brazil,:,:,:,:,:,1.0,:,:,2.0,1.0,1.0,:,:,:,1.0,:,4.0,:,:,2.0,:
Annual,3D,Number,Canada,3.0,:,1.0,3.0,:,3.0,2.0,7.0,3.0,:,2.0,:,1.0,:,2.0,:,1.0,1.0,:,:,2 p
Annual,3D,Number,Switzerland,37.0,6.0,15.0,23.0,18.0,15.0,46.0,26.0,27.0,23.0,11.0,16.0,22.0,14.0,22.0,24.0,11.0,14.0,27.0,12.0,14 p
Annual,3D,Number,China except Hong Kong,1.0,:,:,:,:,:,1.0,:,:,1.0,:,1.0,:,:,2.0,:,4.0,:,1.0,1.0,1 p
Annual,3D,Number,Cyprus,1.0,2.0,1.0,:,:,:,1.0,:,3.0,:,1.0,:,:,3.0,:,2.0,1.0,1.0,1.0,3.0,1 p
Annual,3D,Number,Czechia,:,:,:,:,:,:,:,3.0,3.0,2.0,1.0,4.0,5.0,1.0,4.0,5.0,8.0,2.0,2.0,6.0,4 p
Annual,3D,Number,Germany,53.0,59.0,58.0,77.0,77.0,74.0,74.0,128.0,115.0,88.0,116.0,82.0,88.0,84.0,106.0,116.0,70.0,88.0,71.0,97.0,46 p
Annual,3D,Number,Denmark,11.0,3.0,1.0,3.0,7.0,2.0,1.0,3.0,3.0,5.0,9.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5 p
Annual,3D,Number,Estonia,:,:,1.0,:,:,:,:,1.0,:,:,:,:,1.0,1.0,:,1.0,1.0,3.0,:,1.0,:
Annual,3D,Number,Greece,7.0,1.0,1.0,3.0,:,4.0,1.0,:,:,:,:,:,1.0,:,1.0,:,:,2.0,1.0,4.0,5 p
Annual,3D,Number,Spain,38.0,16.0,22.0,19.0,21.0,27.0,25.0,49.0,54.0,31.0,39.0,28.0,33.0,53.0,45.0,32.0,32.0,57.0,67.0,64.0,53 p
Annual,3D,Number,European Union - 28 countries (2013-2020),248.0,202.0,232.0,262.0,293.0,237.0,264.0,353.0,361.0,298.0,321.0,294.0,331.0,387.0,388.0,418.0,419.0,412.0,441.0,459.0,319 p
Annual,3D,Number,Finland,3.0,6.0,3.0,:,4.0,:,1.0,1.0,5.0,1.0,:,2.0,11.0,6.0,10.0,3.0,7.0,8.0,1.0,14.0,4 p
Annual,3D,Number,France,32.0,38.0,31.0,38.0,47.0,27.0,44.0,56.0,29.0,44.0,35.0,36.0,31.0,48.0,39.0,56.0,44.0,40.0,48.0,55.0,35 p
Annual,3D,Number,Hong Kong,:,2.0,:,:,1.0,1.0,1.0,1.0,:,2.0,:,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2 p
Annual,3D,Number,Croatia,:,:,:,:,:,:,:,:,4.0,:,:,:,1.0,5.0,:,1.0,2.0,2.0,2.0,2.0,1 p
Annual,3D,Number,Hungary,:,2.0,:,1.0,:,:,:,10.0,4.0,2.0,:,8.0,2.0,8.0,:,:,2.0,4.0,10.0,9.0,6 p
Annual,3D,Number,Ireland,1.0,1.0,1.0,2.0,4.0,6.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,5.0,10.0,3.0,1.0,13.0,4.0,4.0,5 p
Annual,3D,Number,Israel,:,1.0,1.0,:,:,1.0,:,1.0,:,:,1.0,:,1.0,:,:,:,:,:,2.0,:,1 p
Annual,3D,Number,India,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,:,:,:,:,1.0,2.0,:,:
Annual,3D,Number,Iceland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,:,:,:,:,:,:
Annual,3D,Number,Italy,23.0,17.0,17.0,24.0,25.0,17.0,27.0,31.0,24.0,23.0,43.0,45.0,48.0,38.0,51.0,41.0,37.0,47.0,65.0,56.0,49 p
Annual,3D,Number,Japan,3.0,3.0,20.0,5.0,3.0,2.0,10.0,13.0,3.0,2.0,6.0,2.0,7.0,8.0,1.0,8.0,3.0,1.0,1.0,1.0,6 p
