Time frequency,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage,Females,Albania,:,:,:,:,:,:,:,0.86,0.67,0.54,0.43,0.38,:,:
Annual,Percentage,Females,Austria,0.49,0.44,0.57,0.56,0.59,0.6,0.58,0.59,0.58,0.62,0.59,0.61,0.6,0.59
Annual,Percentage,Females,Belgium,0.48,0.48,0.5,0.49,0.46,0.5,0.48,0.52,0.52,0.47 b,0.48,0.47,0.46,0.47
Annual,Percentage,Females,Bulgaria,0.4,0.38,0.38,0.38,0.48,0.4,0.43 b,0.34,0.37,0.35,0.32,0.35,0.35,0.46
Annual,Percentage,Females,Switzerland,0.53,0.51,0.5,0.5,0.53 b,0.54,0.54,0.54,0.5,0.59,0.59,0.55,0.52,0.5
Annual,Percentage,Females,Cyprus,0.42,0.44,0.44,0.42,0.4,0.4,0.39,0.38,0.38,0.4,0.38,0.46,0.43,0.46
Annual,Percentage,Females,Czechia,0.55,0.53,0.56,0.61,0.58,0.58,0.55,0.52,0.52,0.49,0.5,0.53,0.52,0.53
Annual,Percentage,Females,Germany,0.58,0.6,0.56,0.54,0.53,0.53,0.53,0.55,0.53,0.51,0.49 b,0.54,0.53,0.54
Annual,Percentage,Females,Denmark,0.47,0.46 b,0.44,0.48,0.48,0.49,0.5,0.52,0.52,0.52,0.50 b,0.47,0.5,0.5
Annual,Percentage,Females,Euro area – 20 countries (from 2023),0.55,0.55,0.56,0.57,0.56,0.56,0.56,0.56,0.56,0.57,0.55,0.57,0.57,0.58
Annual,Percentage,Females,Estonia,0.62,0.63,0.6,0.61,0.58 b,0.5,0.53,0.52,0.51,0.51,0.5,0.51,0.52,0.47
Annual,Percentage,Females,Greece,0.62,0.68,1.02,0.97,0.66,0.65,0.65,0.66,0.71,0.76,0.78,0.75,0.68,0.73
Annual,Percentage,Females,Spain,0.47,0.49,0.49,0.55,0.52,0.48,0.49,0.51,0.48,0.55,0.63,0.61,0.62,0.63
Annual,Percentage,Females,European Union - 27 countries (from 2020),0.55,0.55,0.57,0.58,0.57,0.56,0.56,0.56,0.56,0.55,0.54,0.56,0.56,0.57
Annual,Percentage,Females,Finland,0.51,0.5,0.51,0.52,0.52,0.53,0.53,0.53,0.52,0.52,0.53,0.51,0.51,0.51
Annual,Percentage,Females,France,0.61,0.58,0.6,0.63,0.68,0.66,0.65,0.66,0.66,0.65,0.57 b,0.57,0.56 b,0.56
Annual,Percentage,Females,Croatia,0.25 b,0.28,0.3,0.29,0.34,0.33,0.37,0.38,0.36,0.35,0.35,0.32,0.33,0.32 b
Annual,Percentage,Females,Hungary,0.59,0.61,0.61,0.6,0.63,0.68,0.67,0.68,0.64,0.57,0.51,0.54,0.54,0.51
Annual,Percentage,Females,Ireland,0.52,0.52,0.52,0.5,0.51,0.5,0.51,0.43,0.43,0.50 b,0.46 b,0.43,0.42,0.44
Annual,Percentage,Females,Iceland,0.56,0.59,0.61,0.61,0.57,0.6,0.6,0.55,0.67,0.68,:,:,:,:
Annual,Percentage,Females,Italy,0.42,0.45,0.48,0.52,0.54,0.56,0.54,0.53,0.57,0.6,0.59,0.64,0.69,0.74
Annual,Percentage,Females,Lithuania,0.61,0.55,0.51,0.52,0.47,0.47,0.44,0.44,0.44,0.46,0.39,0.36,0.36,0.34
Annual,Percentage,Females,Luxembourg,0.72,0.79,0.78,0.89,0.9,0.87,0.78 b,0.76,0.76,0.68,0.88 b,0.80 b,0.97 b,0.68
Annual,Percentage,Females,Latvia,0.49,0.53,0.51,0.51,0.46,0.43,0.43,0.45,0.44,0.43,0.48,0.48,0.5,0.53
Annual,Percentage,Females,Montenegro,:,:,:,0.36,0.35,0.36,0.35,0.36,0.45,0.42,0.44,0.36,0.35,:
Annual,Percentage,Females,North Macedonia,:,:,0.51,0.54,0.6,0.66,0.71,0.66,0.62,0.6,0.62,:,:,:
