Time frequency,Earnings case,Geopolitical entity (reporting)\Time,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Single person without children earning 100% of the average earning,Austria,35.2,35.8,36.9,38.2,36.3,37.4,38.5,42.3,38.9,39.5,40.5,41.3,42.2,42.9,44.3,40.3,40.9,41.4,41.8,42.1,42.3,45.8,41.8
Annual,Single person without children earning 100% of the average earning,Belgium,56.4,57.0,58.1,59.7,57.2,58.2,58.5,59.3,59.4,59.6,59.7,59.6,60.5,60.4,60.6,59.0,59.1,59.6,60.3,60.5,61.0,62.7,61.4
Annual,Single person without children earning 100% of the average earning,Bulgaria,:,:,:,:,:,:,:,21.7,21.7,20.9,21.6,21.6,21.6,30.1,21.6,21.6,22.0,22.4,22.4,22.4,22.4,22.4,22.4
Annual,Single person without children earning 100% of the average earning,Switzerland,28.2,27.6,27.1,27.0,27.5,27.5,28.1,27.8,27.9,28.7,28.8,27.3,27.3,27.2,28.2,28.3,26.5,28.4,28.9,29.5,28.7,28.7,30.7
Annual,Single person without children earning 100% of the average earning,Cyprus,:,:,:,:,6.3,6.3,6.3,:,:,:,:,:,:,21.5,:,:,19.0,15.7,14.0,15.2,12.6,10.9,10.9
Annual,Single person without children earning 100% of the average earning,Czechia,26.9,25.6,25.6,25.6,25.6,24.4,25.1,25.6,24.5,25.2,27.1,26.6,26.4,27.2,27.8,28.8,30.1,31.1,31.1,31.1,22.2,21.6,23.0
Annual,Single person without children earning 100% of the average earning,Germany,48.7,49.4,50.1,48.7,48.8,49.2,48.6,48.1,47.4,45.0,45.0,44.9,44.6,44.7,44.8,44.8,44.8,44.7,44.2,43.7,42.4,42.7,43.1
Annual,Single person without children earning 100% of the average earning,Denmark,51.0,49.9,50.2,49.5,49.9,49.1,47.8,47.0,47.1,46.8,46.6,47.5,47.9,51.0,51.1,51.4,51.6,50.9,49.5,49.1,48.2,45.9,44.6
Annual,Single person without children earning 100% of the average earning,Euro area - 19 countries  (2015-2022),:,:,:,:,41.8,42.5,38.7,38.0,39.8,40.0,40.4,41.0,41.2,41.8,41.3,42.1,41.7,41.5,41.3,39.9,40.4,40.7,:
Annual,Single person without children earning 100% of the average earning,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,41.05,41.65,41.1,41.9,41.53,41.27,40.98,39.67,40.29,40.59,40.63
Annual,Single person without children earning 100% of the average earning,Estonia,:,:,:,:,26.3,25.0,24.0,23.1,22.4,23.2,24.0,24.8,24.2,24.2,22.9,33.0,22.9,19.2,20.6,21.1,21.3,21.3,19.1
Annual,Single person without children earning 100% of the average earning,Greece,18.5,20.3,17.9,20.3,18.8,21.2,21.2,20.7,21.5,19.5,26.3,27.5,23.4,24.8,22.0,24.5,24.4,24.4,24.8,19.8,21.5,24.2,25.6
Annual,Single person without children earning 100% of the average earning,Spain,24.5,25.8,23.4,24.6,25.5,26.1,26.1,21.9,23.0,28.4,29.1,30.1,30.2,30.3,26.7,26.5,26.6,26.5,26.8,23.8,27.0,27.4,26.4
Annual,Single person without children earning 100% of the average earning,European Union - 15 countries (1995-2004),36.8,37.0,37.2,37.1,40.6,41.3,38.1,37.1,38.5,38.6,39.2,39.7,39.8,40.3,39.8,40.5,40.2,40.0,39.7,:,:,:,:
Annual,Single person without children earning 100% of the average earning,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,:,:,:,:,:,38.75,39.4,38.85,39.48,39.23,39.52,39.29,38.22,38.44,38.44,38.75
Annual,Single person without children earning 100% of the average earning,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,:,:,:,:,:,37.8,38.4,37.9,38.4,38.2,38.5,38.4,:,:,:,:
Annual,Single person without children earning 100% of the average earning,Finland,34.8,34.0,33.7,33.2,33.5,33.0,33.2,33.7,32.1,32.5,32.4,33.4,34.6,35.0,36.2,36.6,35.4,35.7,35.4,36.5,36.6,36.3,36.6
Annual,Single person without children earning 100% of the average earning,France,33.5,33.3,33.5,33.4,36.4,37.9,38.3,37.8,47.3,47.1,47.0,48.3,48.7,49.8,48.8,54.3,52.7,51.6,49.9,45.7,48.5,49.0,50.1
Annual,Single person without children earning 100% of the average earning,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,29.4,29.5,27.4,27.8,23.8,25.9,27.2,26.7,26.8,29.4,32.2
Annual,Single person without children earning 100% of the average earning,Hungary,39.0,36.2,34.7,34.9,30.8,32.1,36.9,38.6,39.2,38.3,37.8,34.5,34.5,34.5,34.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5
Annual,Single person without children earning 100% of the average earning,Ireland,25.4,25.5,25.5,24.7,23.2,22.0,20.1,20.3,23.6,23.7,28.7,29.2,31.4,31.6,31.4,30.4,30.4,30.8,32.2,32.9,33.7,32.6,30.1
Annual,Single person without children earning 100% of the average earning,Iceland,38.1,39.5,41.0,41.0,40.2,39.3,38.3,38.3,39.7,41.3,41.5,41.5,41.6,40.9,41.0,40.2,39.5,39.5,39.5,39.0,38.4,38.4,38.0
Annual,Single person without children earning 100% of the average earning,Italy,34.7,34.9,35.9,36.6,37.5,37.6,39.2,38.5,38.5,38.8,39.2,39.3,39.2,41.5,40.6,40.5,40.5,40.5,40.6,40.7,40.7,39.0,38.5
Annual,Single person without children earning 100% of the average earning,Japan,22.5,20.5,16.8,16.8,17.3,18.7,19.5,19.8,19.8,21.4,21.6,22.3,22.6,23.1,23.7,24.1,24.4,24.6,37.1,36.7,36.7,36.9,37.9
Annual,Single person without children earning 100% of the average earning,Lithuania,:,:,:,:,36.0,30.0,30.0,27.0,26.4,26.3,26.4,26.5,26.7,26.8,27.1,27.3,27.4,25.8,41.6,42.2,42.2,44.6,45.4
Annual,Single person without children earning 100% of the average earning,Luxembourg,32.2,37.9,38.9,39.4,40.9,40.6,42.1,40.5,50.1,50.3,51.0,50.5,51.0,51.4,50.5,49.7,47.3,45.3,47.1,46.1,47.9,49.3,48.7
Annual,Single person without children earning 100% of the average earning,Latvia,:,:,:,:,31.8,31.8,31.7,31.8,29.9,32.7,33.3,33.3,32.4,32.0,31.1,31.7,32.3,33.5,34.1,34.6,32.2,33.3,34.6
Annual,Single person without children earning 100% of the average earning,Malta,:,:,:,:,17.7,18.7,22.0,21.8,21.3,22.1,24.0,24.6,25.0,24.7,25.0,24.5,25.4,28.4,30.5,31.4,28.8,34.4,35.3
Annual,Single person without children earning 100% of the average earning,Netherlands,40.2,40.2,40.6,41.9,43.4,44.9,43.2,43.8,42.1,43.0,43.0,42.7,40.7,41.0,42.7,41.1,41.3,41.2,39.5,39.1,39.2,40.4,41.1
Annual,Single person without children earning 100% of the average earning,Norway,33.7,33.1,32.6,32.3,31.5,32.4,33.1,33.1,32.9,32.9,33.0,33.4,33.9,34.0,33.7,33.1,32.8,33.0,32.9,32.8,33.1,33.6,33.5
Annual,Single person without children earning 100% of the average earning,Poland,34.2,34.2,34.4,37.2,34.8,35.0,32.8,31.2,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,29.5,29.5,26.6,28.3
Annual,Single person without children earning 100% of the average earning,Portugal,21.1,22.9,22.5,22.6,20.8,22.6,21.8,21.0,20.2,21.1,21.2,22.0,28.3,27.4,31.0,31.2,31.8,32.0,33.1,33.4,34.5,35.7,36.0
Annual,Single person without children earning 100% of the average earning,Romania,:,:,:,:,:,:,:,29.5,30.5,30.7,30.9,31.0,31.1,31.3,31.5,31.1,31.6,43.2,43.6,43.9,44.2,44.0,47.2
Annual,Single person without children earning 100% of the average earning,Sweden,34.8,33.7,34.3,34.8,34.6,34.2,31.6,30.4,29.5,28.5,28.6,28.6,29.0,28.5,28.7,28.8,28.8,28.8,28.4,28.6,27.4,27.5,27.8
Annual,Single person without children earning 100% of the average earning,Slovenia,:,:,:,:,40.2,41.2,38.5,37.8,37.7,35.1,35.3,35.1,34.9,35.1,35.2,35.3,38.4,38.0,39.0,38.8,39.3,37.7,38.0
Annual,Single person without children earning 100% of the average earning,Slovakia,23.3,21.5,21.5,23.6,23.3,24.1,24.4,25.8,27.3,27.2,27.3,27.1,26.8,26.8,30.4,30.9,31.6,32.5,31.9,31.3,31.7,31.9,31.3
Annual,Single person without children earning 100% of the average earning,Türkiye,:,:,:,:,30.6,30.1,28.5,29.0,28.9,29.6,29.8,30.1,30.5,31.0,31.2,31.9,32.3,32.4,32.6,32.4,32.8,31.3,32.4
Annual,Single person without children earning 100% of the average earning,United Kingdom,32.0,32.0,33.0,33.0,33.0,33.0,33.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,:,:,:,:
Annual,Single person without children earning 100% of the average earning,United States,28.5,28.4,27.9,27.8,27.7,27.8,28.0,28.0,28.4,28.5,26.6,26.6,28.4,28.5,28.5,28.6,28.7,25.9,26.0,26.0,26.8,26.1,25.9
