Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Economical indicator for structural business statistics,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Austria,:,-4.45,9.62,1.23,-1.8,-0.76,6.04,2.24,3.12,-1.66,2.45,-2.93,-4.12,-3.99,3.06
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Belgium,:,:,:,-3.51,-4.86,-0.46,-1.26,-1.53,-6.05,-3.06,7.21,-4.99,1.08,-20.57,-6.13
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Bulgaria,:,1.64,12.44,7.92,-1.58,-1.92,6.07,-1.03,0.43,-1.98,6.02,-4.07,-2.28,-8.69,6.45
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Cyprus,:,11.27,21.5,17.18,2.41,17.52,1.82,14.29,4.3,-0.82,-0.6,-4.64,0.26,23.87,26.11
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Czechia,:,3.2,2.24,0.16,-3.21,1.18,0.67,-1.3,3.66,-1.04,-0.05,-0.37,-0.88,3.25,2.61
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Germany,:,-14.06,17.05,-10.73,32.14,-1.67,-7.21,-8.32,23.84,8.78,-31.43,1.67,1.32,-12.67,4.28
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Denmark,:,4.54,-1.98,-0.69,-2.92,-4.26,-7.07,1.17,0.05,2.92,-5.77,9.05,-9.28,-1.39,-3.79
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Estonia,:,-1.38,9.12,-1.91,-3.52,-2.58,-0.95,0.56,-4.1,2.16,3.71,-0.86,-35.58,41.18,-7.18
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Greece,:,:,:,:,:,4.78,5.26,14.15,18.6,1.6,10.17,18.08,6.06,-13.5,-4.44
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Spain,:,2.75,26.83,6.56,5.67,6.08,0.62,4.03,1.41,4.14,-3.63,-0.09,6.17,-4.91,1.68
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),European Union - 27 countries (from 2020),:,:,:,:,7.75,-0.42,0.46,1.58,4.3,6.68,-7.93,:,:,:,5.57
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Finland,:,0.51,0.77,6.1,-0.57,0.96,4.06,-3.12,9.9,-0.56,2.82,-1.22,4.41,-0.96,2.11
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),France,:,-20.16,2.5,1.63,-2.65,-0.57,2.54,2.17,-0.36,4.75,-1.34,-1.65,:,:,5.99
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Croatia,:,:,:,18.13,3.14,-5.37,3.75,1.77,-7.59,23.34,3.36,-2.08,-5.8,15.53,12.62
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Hungary,:,4.49,0.33,5.34,-0.39,1.04,0.82,-0.38,-2.04,-2.74,-5.1,-2.74,0.89,-9.79,-2.79
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Ireland,:,3.49,10.48,3.24,1.73,:,:,11.55,-27.41,45.96,6.39,4.42,5.39,-2.12,-1.24
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Italy,:,0.68,4.81,0.86,0.5,0.78,3.37,3.4,3.61,1.01,1.19,5.77,0.57,-1.63,3.13
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Lithuania,:,26.37,9.89,1.39,-1.88,-5.63,-4.12,6.45,-1.45,1.91,1.24,-3.35,-2.78,12.31,-0.01
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Luxembourg,:,:,-3.37,0.57,1.2,4.4,4.95,1.15,-6.2,-2.02,0.27,3.31,-1.07,23.82,-0.64
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Latvia,:,12.04,14.25,3.85,-0.56,5.81,-3.12,7.89,-1.91,2.68,-3.76,-1.17,1.78,5.73,2.05
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Malta,:,-49.27,6.23,19.64,-2.94,-14.61,-4.56,-1.24,2.24,42.11,0.12,3.02,0.5,30.9,4.29
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Netherlands,:,-0.53,4.28,2.33,3.4,3.21,-1.3,2.86,3.6,1.99,1.28,:,:,:,45.33
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Norway,:,-9.34,2.16,1.12,5.52,-2.77,4.42,-8.02,-4.4,-3.93,1.2,0.78,-1.73,-7.74,12.64
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Poland,:,2.65,2.21,4.03,-5.33,4.76,1.73,0.25,3.67,0.54,0.0,5.19,-20.56,30.57,-4.91
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Portugal,:,1.39,2.42,3.34,0.45,2.23,8.42,7.05,-0.13,-0.67,2.9,7.19,2.34,5.13,4.75
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Romania,:,2.54,5.88,-4.59,11.58,-0.92,-2.55,-0.07,0.23,0.48,1.22,-4.72,-0.32,-1.72,-0.33
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Sweden,:,7.52,-1.77,-1.76,-0.32,-4.28,1.84,0.15,-2.4,1.32,1.49,-2.61,-1.06,1.8,2.54
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Slovenia,:,-0.24,3.58,12.67,5.99,7.76,9.8,9.22,3.69,-0.18,2.79,-0.57,-0.15,-1.65,3.98
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage change (t/t-1),Slovakia,:,3.99,-15.79,4.83,4.45,-11.24,23.0,5.14,4.89,0.15,-2.39,-1.45,-1.18,8.02,4.23
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage of total,Austria,24.04,22.97,25.18,25.49,25.03,24.84,26.34,26.93,27.77,27.31,27.98,27.16,26.04,25.0,25.77
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Value added at factor cost - million euro,Percentage of total,Belgium,:,:,30.5,29.43,28.0,27.87,27.52,27.1,25.46,24.68,26.46,25.14,25.41,20.19,18.95
