Time frequency,Unit of measure,Size classes in number of employees,Geopolitical entity (reporting)\Time,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,From 1 to 5 employees,Austria,2494.0,:,:,:,:,:,:,2532.0,:,2287.0,2518.0,2612.0,2851.0,3165.0,5168.0,5461.0,4687.0,:,:,5310.0,: @C,4992.0,4959.0,4751.0,4548.0
Annual,Number,From 1 to 5 employees,Switzerland,:,:,:,3523.0,:,:,:,4020.0,:,:,4208.0,:,:,4036.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Cyprus,:,:,:,:,:,:,:,1699.0,:,:,:,:,1880.0,:,:,:,:,1052.0,1053.0,1054.0,1055.0,1080.0,:,729.0,723.0
Annual,Number,From 1 to 5 employees,Czechia,:,:,:,:,:,:,30053.0,28765.0,30009.0,30408.0,33530.0,40933.0,40575.0,38798.0,40030.0,51781 e,48604 e,44481 e,48858 e,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Germany,:,:,:,:,:,:,24059.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Denmark,:,:,:,:,6541.0,5745.0,5607.0,5562.0,5614.0,5397.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Estonia,:,:,:,:,:,:,:,:,:,376.0,728.0,728.0,870.0,709.0,1144.0,473.0,324.0,367.0,371.0,1758.0,1861.0,1872 e,1005.0,1183.0,1079.0
Annual,Number,From 1 to 5 employees,Spain,:,:,:,:,:,:,:,:,:,:,:,124352.0,123124.0,119507.0,118384.0,118666.0,120936.0,123526.0,121860.0,125685.0,127038.0,124041.0,:,109497.0,:
Annual,Number,From 1 to 5 employees,Finland,:,:,:,:,:,10847.0,10379.0,10319.0,10941.0,10872.0,10864.0,10648.0,10401.0,10182.0,10026.0,9821.0,9732.0,9517.0,9393.0,9449.0,9529.0,9524.0,9299.0,9083.0,8936.0
Annual,Number,From 1 to 5 employees,France,:,:,:,:,28227.0,28265.0,27003.0,28766.0,29366.0,31744.0,33590.0,34081.0,32276.0,30923.0,28829 p,28644.0,26458.0,26047.0,24153.0,24532.0,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Croatia,:,:,:,:,1.0,5.0,6.0,63.0,49.0,49.0,56.0,54.0,45.0,15.0,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Hungary,:,:,:,:,:,:,:,1370.0,1698.0,2227.0,2877.0,3121.0,3347.0,3451.0,3725.0,4003.0,4227.0,:,:,:,:,13725.0,14632.0,13834.0,4774.0
Annual,Number,From 1 to 5 employees,Ireland,:,:,:,:,:,1951.0,1961.0,2179.0,2515.0,2829.0,2882.0,:,:,:,:,:,:,:,:,:,:,:,4335.0,:,:
Annual,Number,From 1 to 5 employees,Iceland,:,:,:,:,:,:,:,:,:,:,1462.0,1458.0,1437.0,1377.0,1260.0,1183.0,1205 e,1164 e,:,:,:,:,:,:,:
Annual,Number,From 1 to 5 employees,Italy,:,:,:,80479.0,:,:,:,:,:,:,:,:,:,:,20326.0,21330.0,21260.0,21786.0,21878.0,81372.0,77275.0,71508.0,67266.0,65139.0,63580.0
Annual,Number,From 1 to 5 employees,Liechtenstein,:,:,:,:,:,:,:,43.0,:,:,:,:,40.0,38.0,38.0,42.0,43.0,:,:,:,40.0,37.0,:,:,:
Annual,Number,From 1 to 5 employees,Lithuania,:,:,:,:,:,:,:,515.0,667.0,902.0,818.0,1096.0,1472.0,1662.0,1653.0,1505.0,1764.0,1902.0,1880.0,1969.0,1945.0,2541.0,2470.0,2344.0,:
Annual,Number,From 1 to 5 employees,Luxembourg,:,:,:,:,:,:,:,:,:,:,129.0,141.0,140.0,136.0,:,:,:,:,:,:,:,:,:,:,:
