Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Economical indicator for structural business statistics,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Austria,:,-2.14,1.49,5.92,1.19,2.33,2.04,1.55,2.44,2.42,0.63,-0.43,0.5,-13.43,0.19
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Belgium,:,:,:,0.59,-3.03,-3.38,-1.4,-0.64,-12.15,-2.84,12.92,-1.95,1.96,-15.01,-7.17
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Bulgaria,:,-2.8,0.08,3.37,-1.06,2.24,11.51,-0.64,-1.55,1.54,8.07,0.55,-0.26,6.44,-2.83
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Cyprus,:,-6.44,19.92,-0.22,-13.68,13.23,1.97,18.58,-9.02,-6.08,9.16,15.67,-7.98,13.07,10.54
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Czechia,:,-6.68,-0.68,3.42,-1.91,-1.02,1.34,2.26,2.94,1.49,1.0,0.31,0.22,-1.97,0.79
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Germany,:,-20.56,11.5,9.15,13.34,5.74,0.19,-5.47,3.22,6.64,-0.44,1.86,6.2,-20.4,10.03
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Denmark,:,-9.31,0.45,13.33,-0.84,-1.4,0.77,:,:,0.42,0.46,0.7,-1.04,-7.21,8.11
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Estonia,:,1.66,4.39,1.49,0.14,-0.02,1.06,-0.88,-0.67,0.82,0.98,0.17,-1.47,15.24,0.5
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Greece,:,:,:,:,:,2.03,1.16,8.56,-0.8,12.71,4.87,15.42,0.73,-3.44,-1.53
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Spain,:,-7.16,11.34,-0.38,-0.46,2.97,0.19,7.85,1.7,4.44,-0.51,4.05,5.13,-3.82,1.51
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),European Union - 27 countries (from 2020),:,:,:,:,3.37,2.49,0.57,1.2,-0.63,6.79,1.66,1.25,-0.7,-6.88,3.47
Annual,"Total business economy; repair of computers, personal and household goods; except financial and insurance activities",Persons employed - number,Percentage change (t/t-1),Finland,:,-2.76,-4.21,1.22,3.61,-6.11,13.94,:,:,-1.32,3.67,3.27,2.02,4.63,6.57
