Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Euro per kilogram of oil equivalent (KGOE),Albania,:,:,:,:,:,3.135,3.147,3.285,3.241,2.653,2.831,3.003,2.842,3.063,2.945,3.091,3.376,3.797,3.922,3.995,4.18,4.109,4.625,3.961,4.048,4.431,4.405,4.371,4.573,4.692,4.879,:,:,:
Annual,Euro per kilogram of oil equivalent (KGOE),Austria,:,:,:,:,:,7.993,7.675,7.896,8.032,8.348,8.633,8.292,8.366,8.039,8.136,8.009,8.197,8.654,8.711,8.846,8.437,8.944,9.026,8.9,9.293,9.19,9.256,9.299,9.753,9.709,9.779,9.685,10.704,10.934
Annual,Euro per kilogram of oil equivalent (KGOE),Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.24,2.268,2.14,2.213,2.075,2.209,2.179,2.256,2.371,:
Annual,Euro per kilogram of oil equivalent (KGOE),Belgium,:,:,:,:,:,4.588,4.382,4.486,4.464,4.665,4.733,4.832,4.957,4.77,4.897,5.045,5.176,5.369,5.224,5.558,5.321,5.841,6.145,5.942,6.419,6.459,6.159,6.174,6.283,6.405,6.783,6.467,7.242,7.839
Annual,Euro per kilogram of oil equivalent (KGOE),Bulgaria,:,:,:,:,:,1.152,1.226,1.171,1.264,1.276,1.308,1.299,1.408,1.443,1.579,1.598,1.657,1.802,1.935,2.121,2.126,2.028,2.134,2.281,2.202,2.178,2.293,2.276,2.343,2.457,2.505,2.481,2.546,2.944
Annual,Euro per kilogram of oil equivalent (KGOE),Cyprus,:,:,:,:,:,5.578,5.137,5.366,5.342,5.447,5.344,5.503,5.786,5.513,6.323,6.004,6.062,6.166,6.119,6.21,6.608,6.715,6.897,7.222,6.989,7.044,6.938,7.138,7.388,7.82,8.588,9.194,9.191,9.479
Annual,Euro per kilogram of oil equivalent (KGOE),Czechia,:,:,:,:,:,2.581,2.615,2.578,2.651,2.879,2.847,2.856,2.86,2.829,2.889,3.104,3.236,3.421,3.576,3.625,3.508,3.722,3.725,3.706,3.919,4.109,4.255,4.289,4.393,4.624,4.663,4.577,4.807,5.229
Annual,Euro per kilogram of oil equivalent (KGOE),Germany,:,5.887,6.122,6.11,6.295,6.322,6.183,6.344,6.517,6.799,6.952,6.868,7.004,6.946,6.975,7.067,7.122,7.694,7.67,7.747,7.671,8.391,8.362,8.22,8.772,8.871,9.009,9.213,9.543,9.857,10.223,10.187,10.835,11.842
Annual,Euro per kilogram of oil equivalent (KGOE),Denmark,9.146,8.492,8.996,8.577,8.662,8.962,8.268,9.179,9.501,10.187,10.842,10.751,11.059,10.52,11.185,11.729,11.272,11.595,11.929,12.012,11.581,12.555,13.202,13.231,14.009,14.34,14.473,14.926,15.13,15.718,16.854,17.228,18.021,18.808
Annual,Euro per kilogram of oil equivalent (KGOE),Estonia,:,:,:,:,:,1.361,1.369,1.598,1.805,1.895,2.194,2.204,2.517,2.526,2.478,2.68,2.919,2.685,2.885,3.091,2.401,2.665,2.896,2.659,2.93,3.429,2.885,3.076,3.301,4.044,4.182,4.372,4.16,4.639
Annual,Euro per kilogram of oil equivalent (KGOE),Greece,:,:,:,:,:,5.773,5.801,5.81,5.672,5.853,5.762,5.886,6.141,6.328,6.559,6.611,6.964,7.188,7.166,7.198,7.199,6.653,6.259,6.893,7.036,7.017,7.152,6.942,7.223,7.373,7.907,8.133,8.432,8.94
Annual,Euro per kilogram of oil equivalent (KGOE),Spain,:,:,:,:,:,6.809,6.978,6.746,6.701,6.697,6.75,6.807,6.803,6.773,6.686,6.761,7.01,7.144,7.433,7.743,7.775,7.749,7.562,8.008,8.251,8.302,8.477,8.359,8.552,8.931,9.021,9.071,9.416,9.94
