Time frequency,Demographic indicator,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Crude birth rate - per thousand persons,Andorra,9.5,:,:,:,8.8 e,:,7.2 e,7.0 e,:,:,6.2,5.5
Annual,Crude birth rate - per thousand persons,Albania,12.2,12.3,12.4,11.4,11.0,10.7,10.1,10.0,9.9,9.7,8.9,:
Annual,Crude birth rate - per thousand persons,Armenia,:,:,:,13.9,13.6,12.7,12.3,12.2,12.3,:,:,12.3
Annual,Crude birth rate - per thousand persons,Austria,9.4,9.4,9.6,9.8,10.0,10.0,9.7,9.6,9.4,9.6,9.1,8.5
Annual,Crude birth rate - per thousand persons,Azerbaijan,18.8,18.3,17.9,17.2,16.3,14.6,14.0,14.1,12.5,11.1,12.1,11.1
Annual,Crude birth rate - per thousand persons,Bosnia and Herzegovina,8.4,8.0,7.6,:,8.3,8.3,8.4 p,:,:,:,7.7 p,7.3 p
Annual,Crude birth rate - per thousand persons,Belgium,11.5 b,11.3,11.2,10.8,10.8,10.5,10.4,10.2,9.9,10.2,9.8,9.4 p
Annual,Crude birth rate - per thousand persons,Bulgaria,9.5,9.3,9.6,9.4,9.4,9.4,9.3,9.3,9.0,9.0,8.8,8.9
Annual,Crude birth rate - per thousand persons,Belarus,12.2,:,12.5,12.5,12.4,10.8,9.9,9.3,:,:,:,:
Annual,Crude birth rate - per thousand persons,Switzerland,10.3,10.2,10.4,10.5,10.5,10.3,10.3,10.0,9.9,10.3,9.4,9.0 p
Annual,Crude birth rate - per thousand persons,Cyprus,11.8,10.8,10.9,10.8,11.1,10.7,10.7,10.8,11.1,11.4,11.2,11.1 p
Annual,Crude birth rate - per thousand persons,Czechia,10.3,10.2,10.4,10.5,10.7,10.8,10.7,10.5,10.3,10.6 b,9.5 b,8.4
Annual,Crude birth rate - per thousand persons,Germany,8.4,8.5,8.8,9.0,9.6,9.5,9.5,9.4,9.3,9.6,8.8,8.3 ep
Annual,Crude birth rate - per thousand persons,Denmark,10.4,10.0,10.1,10.2,10.8,10.6,10.6,10.5,10.4,10.8,9.9,9.7
Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),10.0 b,9.7 e,9.8 be,9.7 be,9.7,9.5 bep,9.3,9.1 b,8.9,9.0 p,8.6 p,8.1 ep
Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (from 2023),10.0 b,9.7 e,9.8 be,9.7 be,9.7,9.5 bep,9.3,9.1 b,8.9,9.0 p,8.6 p,8.1 ep
Annual,Crude birth rate - per thousand persons,Estonia,10.6,10.3,10.3,10.6 b,10.7,10.5,10.9,10.6,9.9,10.0,8.6,8.0
Annual,Crude birth rate - per thousand persons,Greece,9.1,8.6,8.5,8.5,8.6,8.2,8.1,7.8,7.9,8.1,7.3 b,6.8 ep
Annual,Crude birth rate - per thousand persons,Spain,9.7,9.1,9.2,9.0,8.8,8.4,7.9,7.6,7.2,7.1,6.9,6.7 p
Annual,Crude birth rate - per thousand persons,European Union - 27 countries (from 2020),10.0 b,9.7 be,9.9 be,9.8 bep,9.9 e,9.7 bep,9.5 be,9.3 bep,9.1 be,9.2 bep,8.7 bep,8.2 ep
Annual,Crude birth rate - per thousand persons,Finland,11.0,10.7,10.5,10.1,9.6,9.1,8.6,8.3,8.4,9.0,8.1,7.8
Annual,Crude birth rate - per thousand persons,France,12.6,12.4,12.4 b,12.0,11.8,11.5,11.3,11.2,10.9,10.9 p,10.7 p,9.9 p
Annual,Crude birth rate - per thousand persons,Metropolitan France,12.4,:,:,:,:,:,:,:,:,:,:,:
Annual,Crude birth rate - per thousand persons,Georgia,:,:,14.8 b,15.9,15.2,14.3,13.7,13.0,12.5,12.4,:,:
Annual,Crude birth rate - per thousand persons,Croatia,9.8,9.4,9.4,9.0,9.1,9.0,9.3,9.1,9.2,9.4,8.8,8.3
Annual,Crude birth rate - per thousand persons,Hungary,9.1 b,9.1,9.5,9.4,9.8,9.7,9.6,9.6,9.7,9.8,9.3,9.1
Annual,Crude birth rate - per thousand persons,Ireland,15.6,14.9,14.4,13.9,13.4,12.8,12.5,11.9,11.1,11.8,10.4,10.3
Annual,Crude birth rate - per thousand persons,Iceland,14.1,13.4,13.4,12.5,12.0,11.9,12.0,12.3,12.3,13.1,11.5,11.0
Annual,Crude birth rate - per thousand persons,Italy,8.9,8.5,8.3,8.1,7.9,7.6,7.3,7.0 b,6.8,6.8,6.7,6.4 p
Annual,Crude birth rate - per thousand persons,Liechtenstein,9.7,9.2,10.0,8.7,10.0,8.9,9.9,9.2,9.1,9.6,9.2,9.1 p
Annual,Crude birth rate - per thousand persons,Lithuania,10.0,9.7,10.0,10.3,10.3,9.8,9.5,8.9,8.4,8.3,7.8,7.2
Annual,Crude birth rate - per thousand persons,Luxembourg,11.3 b,11.3,10.9,10.7,10.4,10.4 b,10.3,10.0,10.2,10.5,9.9,9.5
Annual,Crude birth rate - per thousand persons,Latvia,9.8,10.2,10.9,11.1,11.2,10.7,10.0,9.8,9.2,9.2,8.5,7.7
Annual,Crude birth rate - per thousand persons,Monaco,:,:,:,8.1 e,7.8 e,:,5.9 e,:,:,:,:,:
