Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-8.4,-9.3,-3.8,-12.1,6.8,-2.1,-5.5,11.7,-3.7,-0.7,16.6,-0.5
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-8.4,-11.4,-5.4,-14.1,4.3,-3.1,-5.5,11.5,-4.0,-0.2,16.5,-0.3
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-2.6,-4.2,0.5,1.0,3.3,1.4,-1.7,1.6,0.5,2.7,7.2,-6.0
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-1.5,-6.1,2.4,-1.1,4.0,1.5,-1.4,1.3,1.0,3.1,6.4,-5.4
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),28333.9,27139.6,27287.1,27549.3,28467.9,28857.9,28370.7,28825.3,28977.5,29760.9,31918.1,30018.7
Monthly,Imports,"Chemicals and related products, n.e.s.",Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),26695.2,25072.5,25664.9,25389.9,26394.4,26777.9,26404.1,26760.4,27034.7,27865.2,29638.7,28038.1
